Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
KY,NY,F00,T00,0.03,0.02,0.01
IL,AZ,F09,T14,0.58,0.02,0.02
ME,AL,F06,T03,0.92,0.41,0.29
PA,ND,F06,T03,0.38,0.12,0.09
TN,ME,F07,T03,24.94,9.54,6.45
KS,DE,F07,T03,3.93,4.09,2.44
CA,TX,F05,T14,7.93,0.82,0.63
IN,NE,F07,T14,0.05,0.01,0.00
MO,SC,F00,T00,5.14,2.08,1.30
ID,CO,F08,T03,0.89,0.48,0.15
GA,MI,F05,T03,99.94,76.48,32.67
NY,PA,F09,T14,0.61,0.06,0.01
CA,NY,F05,T11,0.41,0.31,0.36
NY,AR,F05,T03,3.18,0.69,0.46
OK,WI,F02,T03,7.16,56.82,22.87
ND,TX,F07,T03,16.57,36.43,23.86
SC,NC,F03,T03,104.51,395.12,11.77
WI,MA,F07,T06,9.22,16.89,9.48
IA,IA,F08,T03,920.34,1078.55,26.55
WI,MI,F03,T03,31.82,18.75,2.89
MD,UT,F01,T14,0.57,0.02,0.02
SC,WA,F06,T03,1.07,0.48,0.68
CA,KY,F08,T14,0.02,0.01,0.01
OH,AL,F03,T14,0.44,0.06,0.02
CT,OR,F07,T14,0.02,0.01,0.01
NY,OH,F06,T03,189.96,161.73,35.89
OH,NJ,F03,T11,1.63,0.13,0.03
MO,MD,F08,T03,3.38,1.96,1.09
MI,VA,F07,T03,167.65,140.93,49.32
NC,CA,F06,T03,169.01,125.14,161.77
FL,MA,F00,T00,0.19,0.02,0.01
IN,GA,F08,T14,0.05,0.02,0.01
ND,MT,F06,T06,0.48,4.90,1.87
CO,CA,F07,T14,127.25,8.60,5.10
IA,AZ,F08,T06,77.65,66.78,57.78
AZ,NM,F03,T03,0.87,0.78,0.19
NH,MI,F07,T03,2.59,0.65,0.28
CA,ND,F03,T03,43.17,32.03,32.16
TN,VA,F03,T03,88.42,97.95,20.87
WY,OH,F06,T03,2.68,1.29,0.95
WI,NV,F03,T14,0.01,0.00,0.00
NE,NC,F04,T14,1.06,0.21,0.13
ND,IL,F06,T06,7.20,28.78,12.58
UT,WI,F04,T11,0.58,0.10,0.06
IN,NC,F08,T03,5.40,11.48,3.39
MN,HI,F06,T14,0.00,0.00,0.00
OH,MT,F07,T14,0.26,0.03,0.02
NC,MN,F05,T03,373.24,237.00,153.20
ND,CT,F03,T03,45.07,48.99,38.63
WA,MA,F07,T03,2.74,0.32,0.50
KY,KY,F01,T03,8.95,9.76,0.11
ID,OH,F05,T03,46.04,35.71,32.64
AL,MS,F00,T00,120.90,408.23,59.95
GA,GA,F01,T14,7.68,0.26,0.02
NY,NM,F07,T03,12.17,11.55,10.67
NM,ME,F03,T14,0.13,0.00,0.00
MI,MO,F06,T14,0.19,0.07,0.02
FL,CO,F05,T03,62.94,22.99,21.63
PA,TN,F07,T03,147.82,160.61,54.91
CT,GA,F03,T03,75.27,66.89,32.88
MO,VA,F08,T03,1.10,0.50,0.29
UT,WI,F03,T14,0.30,0.02,0.01
FL,SD,F06,T03,0.68,0.27,0.26
GA,MD,F07,T03,28.38,36.10,12.32
LA,NC,F06,T03,5.63,20.63,10.31
SD,CA,F06,T03,20.34,27.48,22.70
IN,AR,F03,T03,0.59,0.78,0.26
WA,WA,F03,T07,404.97,1659.74,1.66
WA,IL,F08,T14,0.17,0.01,0.01
NE,WA,F02,T06,64.70,485.70,362.57
IA,ID,F07,T03,27.33,28.45,18.31
NC,NC,F07,T03,5365.01,14297.99,488.35
IN,KY,F01,T03,15.41,24.05,2.80
TN,LA,F07,T00,89.86,280.43,56.53
IL,FL,F07,T03,421.76,312.27,177.42
CO,MS,F06,T03,4.15,14.22,8.18
MI,NM,F03,T03,0.94,0.41,0.31
CA,MO,F07,T14,2.08,0.40,0.37
WA,NE,F05,T03,16.72,6.69,4.68
CA,IA,F06,T03,11.07,8.75,7.84
ID,TN,F03,T14,0.02,0.01,0.01
NC,AL,F06,T03,1.32,1.11,0.29
MI,NJ,F03,T03,1.21,0.43,0.18
NJ,WY,F07,T03,6.56,18.65,15.91
IL,AR,F07,T03,49.77,116.08,23.41
NM,TX,F00,T00,22.61,3.63,1.27
NC,NH,F07,T14,2.39,0.13,0.05
VA,WA,F04,T14,0.41,0.05,0.08
KS,LA,F04,T03,23.34,56.32,22.90
WI,MO,F05,T03,111.46,48.37,12.70
MS,AR,F02,T03,38.90,303.68,60.30
SC,IL,F00,T00,8.88,31.72,17.82
IN,GA,F07,T00,24.97,54.29,17.48
MA,GA,F06,T03,11.39,7.05,3.79
TX,AL,F03,T03,10.63,3.89,1.68
IL,WA,F06,T06,39.59,121.27,127.48
NY,FL,F07,T00,51.85,130.30,87.49
ID,VT,F07,T14,0.06,0.01,0.01
IL,HI,F03,T14,0.63,0.08,0.18
NM,GA,F07,T03,61.97,36.53,23.74
GA,CT,F03,T03,30.31,19.39,9.80
TN,CT,F03,T14,0.35,0.03,0.02
PA,WA,F00,T00,6.78,8.16,9.93
WI,DE,F07,T03,11.64,7.74,3.92
OH,CA,F06,T00,47.14,39.74,47.04
NE,NE,F05,T03,2544.49,1428.55,61.80
CA,NJ,F03,T00,52.70,37.53,58.19
FL,LA,F09,T03,21.28,0.82,0.33
UT,LA,F00,T00,548.85,57.21,61.12
MS,AK,F05,T03,56.78,96.06,211.24
MO,NJ,F04,T14,0.08,0.04,0.02
VA,OH,F05,T03,92.12,34.50,8.71
SC,PA,F05,T03,163.32,142.07,42.61
IL,MI,F03,T03,26.35,45.84,4.20
OH,NJ,F06,T14,0.17,0.01,0.00
AZ,ID,F07,T14,0.09,0.00,0.00
CT,NV,F06,T14,0.00,0.00,0.00
CT,TX,F07,T03,8.37,4.57,4.24
CA,AZ,F05,T00,138.94,120.27,31.39
NJ,KS,F05,T03,1.05,2.35,1.51
PA,CA,F07,T14,8.17,1.29,1.74
KY,NV,F03,T03,18.49,4.51,4.25
IL,MD,F02,T06,47.12,406.73,224.72
IL,TX,F09,T14,3.57,0.09,0.04
FL,SC,F06,T14,5.85,0.51,0.11
NJ,AK,F07,T14,1.33,0.07,0.11
CA,GA,F02,T14,0.03,0.01,0.01
UT,MI,F06,T03,2.76,7.24,5.44
AL,AL,F06,T03,103.65,41.39,3.42
VA,VA,F05,T03,2777.77,1901.62,39.01
IA,PA,F05,T03,173.63,90.47,45.19
KY,AL,F05,T14,0.02,0.00,0.00
MI,IL,F02,T03,0.36,0.55,0.10
CA,OH,F07,T03,656.86,879.28,1054.79
KS,IA,F02,T03,0.82,6.96,1.84
IN,MN,F06,T14,0.00,0.00,0.00
NH,KY,F07,T11,0.12,0.01,0.00
WA,NJ,F03,T03,62.15,59.22,81.10
NC,VA,F05,T14,0.14,0.09,0.01
IL,IA,F09,T14,0.48,0.01,0.00
NY,TX,F06,T14,0.03,0.01,0.01
MN,WA,F07,T00,13.11,43.14,38.81
OH,MO,F03,T03,3.92,18.11,5.77
MN,WI,F06,T00,74.49,334.97,67.81
NV,VT,F07,T03,2.23,0.55,0.78
NE,TN,F04,T03,8.59,7.93,3.92
MS,LA,F01,T03,18.56,13.69,1.81
ID,OK,F07,T14,0.46,0.01,0.01
LA,IN,F00,T00,56.05,150.81,73.39
CO,CA,F05,T03,265.16,106.86,61.60
KS,MA,F06,T06,3.92,21.98,18.18
VT,ME,F08,T03,0.05,0.04,0.01
CO,AL,F04,T14,0.01,0.01,0.01
IN,IL,F02,T06,18.40,161.86,23.39
NE,AZ,F02,T06,3.35,36.83,31.03
MO,NH,F08,T14,0.00,0.00,0.00
HI,OH,F03,T14,0.88,0.04,0.10
MA,NJ,F05,T03,175.55,34.43,4.16
OH,NM,F07,T14,0.02,0.00,0.00
NE,KY,F02,T06,1.46,10.98,4.68
CA,MI,F03,T00,44.10,19.83,23.35
GA,NJ,F03,T03,3.60,6.31,3.21
MN,IA,F06,T14,0.13,0.04,0.01
NC,MA,F04,T03,7.73,14.20,4.63
ND,CA,F03,T06,0.93,2.67,3.55
MA,MO,F07,T14,0.55,0.19,0.12
PA,MN,F05,T03,11.12,3.32,2.05
OK,OK,F06,T03,100.59,132.68,3.09
CA,MN,F03,T14,0.90,0.30,0.29
WI,MN,F04,T03,309.62,1843.28,136.41
IL,TN,F06,T03,90.68,92.89,22.83
GA,IN,F01,T14,2.45,0.18,0.05
LA,IL,F07,T03,68.87,147.63,64.99
KS,TX,F00,T00,50.91,213.01,95.72
MA,DC,F08,T03,2.85,1.28,0.27
VA,CA,F08,T14,0.09,0.03,0.04
CT,IA,F06,T14,0.00,0.00,0.00
NM,LA,F07,T03,80.72,15.36,7.27
ND,NY,F07,T03,27.59,69.34,48.92
CT,MI,F04,T03,4.52,2.69,0.98
OR,CA,F08,T03,71.76,42.76,12.23
ND,CO,F07,T03,1.66,3.75,1.73
CA,GA,F03,T03,217.08,119.33,146.23
VA,NE,F08,T03,1.34,0.57,0.34
CA,MO,F04,T03,2.43,20.52,20.19
KS,OH,F05,T14,1.22,0.15,0.05
CA,SC,F07,T03,390.30,789.60,1081.55
IL,CA,F09,T14,1.00,0.06,0.06
MN,OK,F07,T03,47.27,103.87,42.46
IL,LA,F02,T03,28.38,242.71,109.82
CT,NJ,F07,T14,6.37,1.11,0.07
ID,ID,F02,T06,224.89,1912.93,41.14
MO,NV,F09,T03,43.82,1.81,1.44
MN,SC,F07,T14,0.01,0.00,0.00
FL,NC,F03,T14,0.41,0.04,0.02
MS,MN,F03,T03,0.37,0.14,0.09
GA,MD,F03,T14,1.07,0.10,0.04
NY,DE,F08,T06,12.80,25.14,6.27
CO,AZ,F07,T14,0.64,0.08,0.04
OH,SD,F05,T03,91.75,144.61,62.98
UT,WA,F04,T03,35.92,92.21,35.17
VA,GA,F08,T03,21.69,29.68,8.43
MA,TN,F06,T14,0.07,0.03,0.02
CT,FL,F03,T14,0.45,0.03,0.02
NC,WI,F07,T14,1.93,0.23,0.11
ND,NE,F03,T03,25.85,103.38,19.33
CT,ME,F07,T14,3.71,0.32,0.05
NE,RI,F04,T03,14.46,11.74,8.52
NY,IN,F08,T03,8.20,9.57,2.63
CO,OR,F04,T03,315.15,456.61,271.82
CA,NM,F03,T03,109.02,103.45,41.09
CA,NH,F08,T00,6.28,5.38,8.88
NV,NV,F09,T03,19.72,3.49,0.03
KS,TN,F07,T06,13.81,34.97,11.47
IL,IL,F03,T14,38.47,1.18,0.04
UT,IN,F07,T03,25.47,33.38,26.00
IN,AL,F04,T00,54.63,225.21,93.42
NE,MN,F07,T03,43.44,121.09,19.48
GA,WY,F05,T03,1.38,1.94,1.45
OH,WA,F05,T03,0.13,0.26,0.30
TX,CA,F03,T06,48.95,65.27,40.48
OR,WA,F07,T03,1276.82,2366.62,200.62
TN,FL,F08,T03,30.96,15.77,7.02
IA,IL,F07,T06,1203.98,3274.91,602.55
LA,IA,F07,T03,14.76,20.77,11.24
TX,OK,F02,T03,32.43,212.73,16.74
VA,WY,F08,T03,0.44,0.31,0.26
MD,IL,F05,T03,3.16,0.54,0.23
PA,NY,F07,T11,5.61,0.53,0.12
OH,GA,F07,T11,0.00,0.00,0.00
OR,AL,F08,T03,0.09,0.02,0.02
MA,PA,F07,T14,1.61,0.53,0.11
IN,CO,F07,T14,0.38,0.04,0.02
AZ,OH,F07,T14,2.79,0.12,0.11
MS,LA,F07,T14,154.77,22.08,2.07
OK,TN,F04,T14,0.15,0.06,0.03
IA,TX,F07,T03,255.16,266.76,116.40
IL,KS,F06,T03,46.23,56.04,14.34
CO,MA,F04,T14,0.23,0.02,0.02
GA,TN,F05,T03,161.25,126.70,16.10
KY,TN,F04,T14,0.02,0.01,0.00
NY,NC,F08,T14,0.27,0.05,0.02
CO,KS,F03,T03,14.73,59.69,15.53
FL,VA,F08,T03,10.37,9.75,3.86
GA,KS,F06,T03,0.86,0.31,0.14
OR,CA,F04,T03,8.82,17.00,4.61
IN,TX,F07,T06,49.38,105.74,75.79
MN,ME,F04,T14,1.58,0.60,0.47
ND,CA,F04,T00,1.29,8.33,11.49
KY,TX,F00,T00,0.00,0.00,0.00
OR,MO,F08,T03,1.11,1.63,1.42
TX,MT,F06,T14,0.00,0.00,0.00
NJ,GA,F07,T14,4.56,0.71,0.31
LA,TX,F06,T03,85.89,175.08,24.01
ME,NY,F04,T14,6.83,1.31,0.25
MN,IA,F07,T06,8.95,25.57,7.33
MA,MS,F06,T03,10.11,5.29,3.54
TX,OR,F06,T03,4.99,2.99,3.44
MI,VT,F07,T03,12.45,14.63,6.91
IA,FL,F07,T06,22.13,84.34,68.34
OR,MA,F03,T06,1.48,1.37,2.31
NE,IN,F05,T03,191.51,83.45,27.05
IN,GA,F03,T00,112.27,523.90,178.45
NY,WI,F07,T03,207.81,247.59,96.11
MI,NH,F07,T03,8.40,15.62,7.53
MA,MA,F05,T11,26.31,4.10,0.04
CO,ND,F07,T03,4.64,5.80,3.11
FL,AZ,F06,T03,5.33,6.27,7.46
AZ,SD,F05,T03,9.08,12.97,10.26
AR,NC,F05,T03,27.66,10.33,4.92
MO,MN,F04,T14,0.09,0.06,0.02
WV,MD,F00,T00,0.31,0.22,0.05
CA,GA,F05,T00,25.94,7.07,8.92
TX,IA,F07,T06,23.02,54.88,29.20
KS,GA,F06,T06,17.38,74.38,45.66
ID,MO,F04,T03,30.63,47.02,33.37
WA,AL,F07,T00,0.34,0.65,0.89
MI,FL,F00,T00,9.59,16.42,10.97
NJ,MT,F07,T14,0.19,0.05,0.05
NC,TN,F07,T14,13.59,1.34,0.29
NC,AZ,F09,T03,68.69,2.84,3.06
IA,NY,F03,T03,2.29,23.45,13.48
AR,MA,F07,T14,0.07,0.00,0.00
LA,NJ,F07,T03,22.57,42.35,29.62
IA,IA,F03,T06,189.92,847.04,51.72
MA,WA,F07,T03,10.98,4.62,7.09
IN,ME,F07,T03,11.52,12.85,6.68
DE,MA,F08,T03,5.14,6.69,1.32
WV,IL,F05,T03,2.43,1.94,0.63
UT,KY,F07,T14,0.09,0.00,0.00
MO,CO,F04,T03,44.20,93.75,37.84
LA,LA,F00,T00,3943.80,14677.83,203.93
PA,FL,F07,T03,340.61,600.88,311.89
MI,NC,F05,T03,108.82,57.26,21.29
OH,MI,F02,T03,19.84,151.57,11.25
MI,PA,F03,T14,4.84,0.78,0.18
MO,NV,F09,T14,0.03,0.00,0.00
NJ,CT,F07,T03,568.28,661.94,46.58
CO,IL,F05,T03,112.87,28.80,13.12
NY,MN,F06,T03,29.59,43.16,21.59
TX,CT,F00,T00,1.75,0.60,0.65
NY,NY,F07,T03,13511.17,29324.93,605.18
NC,MI,F03,T03,8.78,20.89,9.56
MS,TN,F04,T03,3.29,38.72,2.71
NY,IN,F03,T14,1.23,0.03,0.01
MI,MI,F06,T14,0.77,0.15,0.00
NJ,NY,F03,T14,0.04,0.00,0.00
KY,CT,F05,T03,3.49,1.06,0.40
AZ,GA,F00,T00,8.34,19.47,20.18
GA,AZ,F05,T03,8.34,8.95,8.15
ND,VA,F03,T03,6.33,31.03,22.57
IL,NV,F08,T03,11.64,2.98,2.65
OH,CA,F07,T00,20.73,21.62,26.18
NH,KY,F05,T03,0.25,0.05,0.03
OH,TN,F02,T03,3.12,16.94,4.25
AZ,NV,F06,T03,21.94,19.57,3.57
AR,AL,F08,T00,6.92,3.23,1.41
CO,FL,F03,T14,0.00,0.00,0.00
TX,ID,F06,T14,0.00,0.00,0.00
CA,MO,F03,T00,7.21,3.43,3.15
NC,NJ,F08,T03,56.94,135.95,34.70
KY,NJ,F05,T14,0.01,0.00,0.00
OK,MO,F09,T03,29.44,1.31,0.21
MI,GA,F02,T06,84.05,716.79,347.29
LA,GA,F03,T03,5.69,15.38,3.63
AZ,UT,F05,T03,13.08,5.56,1.92
MO,GA,F07,T00,3.82,11.32,4.41
NC,TX,F06,T14,2.28,0.07,0.04
KY,TN,F09,T03,177.24,8.49,0.52
PA,AL,F04,T03,1.71,4.22,1.74
NJ,PA,F00,T00,2.40,1.73,0.16
MI,PA,F06,T00,34.57,35.63,14.52
HI,AL,F03,T14,0.15,0.01,0.03
OH,FL,F05,T00,6.89,3.05,1.56
MS,NJ,F03,T03,0.02,0.00,0.00
MA,AZ,F03,T03,0.02,0.00,0.00
CA,IL,F02,T03,21.75,23.11,23.73
OH,NE,F04,T03,2.90,0.89,0.32
LA,ID,F06,T06,21.84,82.17,89.81
IA,DE,F04,T03,3.06,0.72,0.41
IA,IA,F07,T14,0.27,0.09,0.00
WI,UT,F08,T03,0.63,1.08,0.72
MA,LA,F06,T03,0.58,0.24,0.19
NY,WV,F07,T14,0.02,0.01,0.00
ID,GA,F07,T03,19.61,7.49,8.28
GA,PA,F03,T03,5.96,11.20,4.61
MO,HI,F07,T14,0.54,0.03,0.06
CA,KY,F09,T14,0.48,0.01,0.01
CO,NM,F03,T14,0.00,0.00,0.00
ME,KY,F00,T00,0.09,0.01,0.01
AL,TX,F00,T00,73.71,119.82,57.57
WI,IN,F05,T03,68.70,29.07,4.45
NH,AR,F08,T03,0.40,0.73,0.55
MA,MN,F06,T03,11.15,7.72,5.41
NE,OR,F05,T03,116.53,34.57,26.64
NY,OH,F05,T03,77.03,23.25,3.80
LA,TX,F04,T03,107.81,532.64,52.17
CO,SC,F05,T03,72.32,16.84,13.26
TX,NE,F06,T03,11.79,17.70,8.53
AL,OR,F05,T03,5.04,6.46,8.26
ND,WI,F05,T03,2.53,0.92,0.27
IN,FL,F06,T03,111.54,80.71,42.81
KS,VA,F07,T14,0.02,0.00,0.00
MD,VT,F07,T03,11.55,7.75,1.99
AR,MO,F03,T03,205.60,299.20,18.77
NE,FL,F03,T03,0.69,0.80,0.56
UT,MD,F03,T14,0.13,0.01,0.01
WI,ME,F07,T14,2.81,0.26,0.19
VA,OH,F03,T03,14.57,10.62,2.61
IA,MI,F04,T03,173.26,228.59,44.62
CA,IL,F07,T06,403.75,442.32,526.82
OK,UT,F04,T14,0.39,0.14,0.08
AL,CO,F07,T03,59.18,23.00,15.63
NY,OK,F03,T14,0.21,0.00,0.00
WV,NH,F05,T03,7.45,8.28,2.48
MT,CA,F08,T03,2.91,5.64,3.35
NY,AL,F03,T03,2122.11,608.49,342.29
VT,DE,F07,T14,0.01,0.00,0.00
WI,DE,F03,T14,0.01,0.00,0.00
CA,UT,F07,T06,121.70,257.77,131.21
WI,NJ,F07,T03,577.64,302.43,148.59
AZ,MT,F04,T03,3.86,30.91,16.53
AZ,WV,F03,T03,0.21,0.05,0.06
PA,WI,F07,T06,10.73,7.97,4.00
PA,ME,F03,T03,11.54,7.56,1.56
IN,DE,F07,T06,39.06,469.52,192.50
IL,RI,F05,T03,1.36,0.45,0.22
MD,NJ,F03,T14,0.04,0.00,0.00
NJ,OH,F07,T14,10.41,1.40,0.37
CT,IL,F07,T14,3.77,0.61,0.30
IL,MS,F07,T03,74.11,138.48,38.38
NJ,PA,F08,T03,245.09,348.63,35.35
NV,MD,F07,T03,26.98,29.13,38.30
CA,LA,F00,T00,165.78,54.15,63.55
TX,MO,F08,T03,54.58,94.16,28.37
IA,KS,F04,T06,8.23,109.33,41.62
WA,NJ,F05,T03,17.59,2.83,4.20
KS,OH,F06,T06,2.80,13.70,8.10
MO,NE,F04,T03,244.99,373.50,47.58
UT,CO,F07,T14,4.92,0.24,0.05
IA,MT,F07,T03,9.35,11.30,7.07
NC,NE,F02,T14,0.96,7.64,4.60
CA,MA,F06,T14,0.18,0.02,0.03
CA,WV,F08,T14,1.13,0.12,0.16
PA,FL,F09,T03,9.22,1.24,0.71
PA,NC,F07,T03,513.65,817.03,196.30
MS,TN,F07,T14,7.55,0.96,0.16
TX,FL,F08,T03,91.13,73.77,46.50
OH,LA,F07,T11,0.00,0.00,0.00
OK,WI,F06,T03,14.02,35.31,13.55
TN,OH,F07,T06,35.46,57.34,18.66
OR,IN,F07,T14,0.20,0.02,0.03
WA,MS,F03,T03,3.94,5.21,7.11
ND,SD,F04,T03,21.65,355.96,32.12
VA,OK,F00,T00,0.17,0.01,0.01
IA,OR,F06,T03,13.89,21.65,20.70
AR,TN,F07,T14,0.45,0.03,0.01
OH,IL,F02,T06,7.82,107.10,14.62
HI,AR,F03,T14,0.09,0.02,0.04
TN,MA,F03,T03,20.13,17.37,9.55
AZ,OK,F06,T03,0.80,0.38,0.17
WV,AR,F07,T03,1.79,3.35,1.59
PA,OH,F04,T03,76.64,96.72,15.14
SD,CA,F03,T06,462.81,1936.24,2355.61
CA,CA,F08,T00,79.23,124.45,15.23
IL,IL,F07,T06,182.52,421.78,8.28
NJ,NC,F06,T14,0.01,0.01,0.00
ID,GA,F02,T06,8.82,58.99,65.27
VT,MD,F08,T03,0.20,0.57,0.13
IN,IA,F06,T03,8.77,24.68,5.00
TX,NM,F09,T14,0.10,0.00,0.00
WI,IL,F08,T14,0.27,0.09,0.01
OR,OR,F03,T11,3.30,3.17,0.60
KY,VA,F05,T14,0.02,0.00,0.00
CA,OH,F06,T03,50.69,17.34,20.85
CA,NV,F03,T03,111.73,155.36,20.17
IL,MD,F06,T03,16.77,11.93,4.48
IA,WI,F02,T07,0.09,0.53,0.06
ID,WA,F05,T03,20.59,9.14,2.19
KY,WI,F09,T14,0.75,0.06,0.02
MA,AK,F06,T11,0.01,0.01,0.01
TX,VA,F06,T14,0.52,0.27,0.19
NM,OH,F03,T03,0.64,3.00,2.44
FL,LA,F07,T00,0.76,0.06,0.03
FL,IL,F08,T03,50.34,42.56,23.32
OR,IL,F07,T06,0.60,1.26,1.28
AK,AK,F08,T00,23.05,32.66,19.97
NJ,TX,F04,T03,6.43,13.55,11.64
NC,NC,F04,T14,1.07,0.99,0.06
TX,CO,F09,T14,0.08,0.00,0.00
ID,MO,F07,T00,18.22,40.25,32.11
KY,RI,F08,T03,8.92,3.81,1.92
IA,MN,F04,T00,90.44,752.58,114.45
KS,MD,F04,T00,7.17,4.98,3.26
TX,UT,F03,T14,2.54,1.31,1.24
WI,WI,F06,T03,1333.03,2433.62,103.22
GA,TX,F07,T03,240.27,261.71,116.84
MA,OR,F06,T11,0.01,0.01,0.01
OK,AR,F07,T03,191.78,1482.09,93.78
OR,OR,F03,T03,639.89,628.72,12.91
ND,IL,F03,T03,146.84,163.34,56.35
MS,MI,F03,T03,3.06,1.72,0.74
TX,NJ,F07,T14,3.91,0.95,0.77
NE,WI,F04,T03,157.34,180.50,50.45
PA,FL,F07,T11,0.35,0.04,0.02
TX,AZ,F07,T14,112.38,0.75,0.43
MI,PA,F05,T03,474.37,214.40,60.67
PA,MA,F04,T03,145.88,118.26,21.50
GA,CA,F07,T03,200.00,117.38,133.16
CT,IN,F03,T03,61.32,68.86,27.45
MT,MT,F04,T03,35.94,367.61,12.41
CT,MT,F04,T03,1.02,0.72,0.90
WI,FL,F03,T03,49.74,251.72,160.98
MA,ME,F00,T00,0.37,0.12,0.02
WI,MD,F07,T14,2.04,0.78,0.34
NH,RI,F05,T03,40.27,23.21,1.23
ND,SC,F07,T03,1.53,3.07,2.35
MN,NE,F03,T03,41.79,74.33,14.59
NY,HI,F07,T14,0.01,0.00,0.00
ND,MN,F05,T03,94.17,47.41,5.80
NJ,NJ,F06,T03,2444.74,2610.03,38.94
KS,GA,F04,T03,18.22,53.95,28.68
CA,WI,F09,T03,0.03,0.00,0.00
FL,SC,F03,T14,0.67,0.07,0.02
PA,KY,F07,T03,86.29,372.97,112.68
MN,MS,F07,T03,47.52,107.41,55.73
OK,NM,F01,T03,1.64,0.43,0.10
MT,TX,F03,T03,41.23,80.94,51.63
CT,ME,F03,T14,1.12,0.03,0.01
PA,MA,F07,T03,226.82,390.93,69.15
IL,CO,F07,T14,4.57,0.38,0.20
FL,WV,F07,T14,0.47,0.03,0.02
KS,IL,F07,T14,0.16,0.01,0.00
WA,NV,F05,T03,0.50,0.05,0.02
GA,AZ,F06,T03,12.48,14.26,13.70
NY,TX,F00,T00,55.09,96.46,90.72
NV,NM,F07,T03,2.25,2.96,0.86
GA,MI,F08,T03,22.08,40.85,14.66
NJ,TX,F07,T00,19.27,16.76,16.27
TX,OH,F06,T03,29.19,33.41,18.67
WA,LA,F05,T03,0.66,0.35,0.48
IA,VA,F08,T00,300.76,1040.39,607.69
WI,MD,F04,T06,3.36,38.97,20.22
VA,NY,F07,T03,197.12,295.05,64.44
CT,MN,F03,T03,3.45,5.02,3.15
VT,IN,F06,T14,2.12,0.43,0.20
IN,AZ,F08,T14,0.00,0.00,0.00
SC,TN,F04,T03,34.95,106.16,18.53
KS,VA,F04,T03,0.45,0.28,0.16
PA,NC,F04,T14,0.59,0.07,0.02
IN,OR,F07,T14,0.49,0.02,0.02
MN,MO,F07,T03,179.63,203.50,62.18
NC,VT,F08,T03,15.15,27.22,10.26
LA,TX,F08,T03,0.72,1.04,0.19
MA,TN,F05,T03,56.47,14.12,8.10
UT,LA,F07,T14,1.24,0.03,0.02
PA,VT,F05,T03,36.36,18.69,2.40
WA,AR,F05,T03,17.88,7.23,6.96
IL,WI,F03,T03,442.81,296.19,30.96
OR,VA,F03,T03,15.86,21.52,31.52
NC,ME,F01,T14,2.62,0.48,0.23
IL,MN,F04,T14,0.04,0.03,0.01
AR,OR,F05,T03,85.90,49.65,51.24
OK,FL,F05,T14,0.01,0.00,0.00
HI,NM,F07,T14,0.27,0.02,0.02
MT,HI,F04,T14,0.00,0.00,0.00
WA,MD,F07,T14,0.30,0.03,0.04
WA,NJ,F08,T03,3.72,19.60,28.14
MI,OH,F05,T14,0.03,0.01,0.00
AL,AR,F08,T03,0.88,0.45,0.12
MA,KY,F05,T03,6.91,1.65,0.76
IL,MI,F00,T00,0.00,0.00,0.00
CA,IL,F01,T11,9.45,5.84,5.15
NY,RI,F08,T03,10.50,21.23,3.33
MD,AR,F07,T03,4.75,3.97,2.32
IN,MA,F04,T03,12.60,8.75,3.70
OH,MO,F08,T03,21.99,48.49,9.55
NE,AL,F05,T03,126.29,49.97,25.30
SC,OH,F04,T03,35.52,38.82,11.70
TN,IL,F04,T14,1.43,0.12,0.03
WA,CO,F07,T14,0.93,0.01,0.01
WY,WA,F07,T14,0.27,0.04,0.02
MI,IL,F06,T03,555.26,562.48,67.84
MA,IL,F06,T03,37.66,24.15,12.76
WA,TX,F07,T14,1.12,0.06,0.07
TX,TN,F09,T14,0.09,0.01,0.00
GA,LA,F09,T14,1.12,0.03,0.01
AR,NH,F07,T03,22.41,6.48,5.38
OH,PA,F06,T14,0.00,0.00,0.00
MN,IL,F07,T06,102.50,466.92,147.88
VA,UT,F06,T03,5.25,6.78,7.29
VA,CO,F08,T14,0.08,0.01,0.01
ME,NY,F07,T03,236.00,3737.40,649.52
CO,NE,F07,T14,0.10,0.04,0.01
NC,MO,F07,T14,0.74,0.15,0.07
MO,IN,F07,T03,220.41,623.81,111.51
CA,NH,F08,T14,0.58,0.07,0.12
IA,SD,F04,T14,0.01,0.00,0.00
WA,UT,F02,T14,0.04,0.00,0.00
KS,CO,F04,T14,0.82,0.29,0.09
MO,FL,F08,T14,0.02,0.01,0.00
MT,WY,F03,T03,0.02,0.00,0.00
CA,OH,F00,T00,3.76,1.11,1.28
CO,SC,F08,T03,9.96,15.32,12.73
KY,ME,F05,T03,7.79,4.33,2.61
AR,SC,F05,T03,2.48,1.30,0.54
AL,FL,F09,T14,2.79,0.08,0.01
NV,CO,F07,T14,0.08,0.03,0.01
MA,IA,F06,T03,1.80,0.60,0.39
GA,MO,F06,T03,30.42,35.56,12.51
NY,RI,F07,T14,4.08,0.61,0.12
MI,NY,F04,T03,14.64,36.30,13.00
OR,CO,F03,T00,2.72,3.35,2.37
CA,UT,F04,T03,0.36,0.53,0.19
MN,MN,F07,T06,37.59,106.24,19.33
AL,MO,F09,T14,0.05,0.00,0.00
KS,NY,F06,T06,14.11,101.60,69.70
OH,MI,F08,T03,467.68,942.56,131.46
