Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
IA,WA,F06,T04,22.59,31.19,29.63
KY,KY,F04,T04,176.44,1129.20,36.51
IL,MN,F06,T14,0.03,0.03,0.01
KS,FL,F07,T14,0.42,0.04,0.03
MN,OR,F04,T14,0.52,0.03,0.03
WI,CO,F05,T04,74.28,19.58,10.26
GA,AR,F03,T14,0.84,0.09,0.03
NY,MN,F05,T04,5.99,1.26,0.79
CA,NY,F07,T06,20.10,69.28,106.44
KS,KS,F05,T04,1246.55,611.44,64.13
TN,MS,F07,T06,4.42,40.63,3.29
NH,ID,F07,T04,1.06,0.21,0.27
MS,AZ,F00,T00,0.00,0.00,0.00
WA,LA,F04,T04,1.13,5.62,7.26
CT,IL,F03,T14,0.06,0.00,0.00
OH,WI,F04,T05,12.02,16.50,3.03
UT,GA,F00,T00,13.56,20.12,21.22
KS,MN,F06,T14,0.00,0.00,0.00
IA,MN,F04,T06,294.44,1191.04,318.72
CT,OR,F03,T04,36.33,42.96,61.70
OK,KS,F07,T05,36.01,96.54,4.81
OK,KS,F09,T04,11.82,0.42,0.02
IL,LA,F07,T06,549.11,3531.25,1514.91
HI,HI,F06,T00,5.61,4.07,0.63
CO,GA,F07,T14,0.52,0.02,0.02
ME,RI,F04,T14,0.75,0.14,0.01
CT,NJ,F05,T11,6.68,0.53,0.11
NC,VT,F07,T04,5.99,5.60,2.50
NY,PA,F03,T05,107.16,133.51,12.82
WA,ME,F03,T14,0.44,0.03,0.05
MN,WI,F07,T04,1402.44,1738.76,209.51
TX,OH,F06,T04,29.19,33.41,18.67
MN,CO,F04,T06,15.97,17.17,10.94
IA,ND,F02,T05,3.82,9.86,2.07
CO,WI,F05,T04,144.49,144.14,70.18
ID,MI,F08,T04,0.08,0.04,0.04
OH,CO,F06,T04,11.61,9.63,6.16
MA,AZ,F06,T04,13.67,7.65,10.31
UT,ND,F07,T04,0.12,0.07,0.05
IN,IA,F06,T04,8.16,6.68,2.13
GA,KS,F09,T14,0.21,0.00,0.00
FL,WI,F03,T04,55.79,178.36,130.84
MN,LA,F04,T00,9.62,14.88,10.62
IN,IN,F00,T00,254.09,1166.58,26.76
WI,MI,F09,T04,2.17,0.34,0.07
TX,CA,F06,T14,0.84,0.33,0.27
PA,KS,F07,T04,25.00,18.34,10.23
IA,SD,F07,T14,0.01,0.01,0.00
WV,AZ,F07,T04,0.42,0.78,0.81
MN,WA,F07,T04,155.84,107.92,91.76
CT,NY,F05,T04,33.53,55.79,1.18
IA,MS,F07,T04,1.11,0.84,0.44
UT,ND,F03,T14,0.01,0.00,0.00
CA,MO,F03,T00,7.21,3.43,3.15
VT,VT,F06,T04,164.17,74.84,1.47
OK,CO,F06,T14,0.02,0.01,0.00
NJ,MD,F05,T05,117.83,64.21,4.42
IA,AR,F04,T04,48.91,88.10,26.11
KS,OH,F06,T06,2.80,13.70,8.10
UT,MT,F07,T14,8.88,0.42,0.19
NC,NJ,F09,T14,2.14,0.05,0.01
OH,VA,F04,T05,1.18,7.18,1.70
UT,ID,F03,T05,10.67,5.89,0.41
IL,SD,F05,T05,6.64,5.53,1.37
ND,NC,F07,T06,7.36,12.14,9.93
PA,NC,F07,T14,6.07,0.53,0.14
IL,AL,F02,T08,141.90,2175.16,735.79
IL,TN,F05,T04,124.29,58.88,12.86
NH,AL,F04,T14,0.74,0.11,0.07
WI,NY,F07,T00,80.35,71.01,35.48
NY,OH,F02,T04,2.28,20.21,4.64
AZ,MT,F07,T14,0.18,0.00,0.00
WA,UT,F07,T04,225.41,323.02,118.95
IN,NM,F05,T04,45.63,18.25,13.83
GA,MT,F07,T04,6.94,0.68,0.77
OR,WI,F06,T00,9.30,9.37,9.99
RI,MS,F05,T04,1.00,1.80,1.30
MN,MN,F02,T05,1738.35,14235.10,174.91
PA,MI,F07,T05,76.33,26.98,4.58
AZ,MO,F07,T04,21.90,15.89,11.71
KS,ID,F05,T04,43.62,19.96,12.30
WI,NE,F04,T04,117.59,273.60,58.73
GA,MI,F09,T14,0.16,0.01,0.00
MO,TN,F06,T05,1.50,7.78,1.20
OH,MD,F08,T04,13.75,33.14,8.48
WA,MI,F08,T14,0.64,0.06,0.07
KS,LA,F06,T00,4.83,25.47,8.79
CT,NH,F07,T14,0.04,0.01,0.00
NE,WI,F04,T04,157.34,180.50,50.45
IL,NE,F03,T14,1.21,0.15,0.05
LA,IL,F02,T00,80.56,684.98,404.75
MO,AZ,F06,T04,25.22,80.54,50.17
TN,AL,F09,T04,230.65,7.77,1.43
CA,NV,F01,T05,1.42,1.42,0.19
WI,OK,F03,T04,4.03,17.34,7.39
NY,LA,F06,T04,12.39,4.43,3.07
IA,RI,F05,T04,1.92,1.03,0.58
MN,NE,F07,T06,2.25,6.42,2.33
MD,KS,F07,T04,157.10,19.98,11.63
WI,FL,F03,T04,49.74,251.72,160.98
VA,KY,F05,T04,49.99,17.63,4.39
NY,AL,F07,T14,5.49,0.73,0.33
CA,SC,F03,T04,138.41,17.78,22.71
WI,AR,F07,T14,0.17,0.02,0.01
LA,MS,F05,T04,154.27,393.37,31.20
MS,IL,F04,T04,7.90,35.17,9.64
MO,GA,F04,T14,0.10,0.13,0.04
IN,ID,F07,T14,0.39,0.02,0.02
NV,OK,F03,T04,0.93,5.72,4.45
TX,WY,F09,T14,0.04,0.00,0.00
FL,NV,F09,T00,7.10,0.43,0.66
OH,FL,F07,T04,372.15,514.35,266.66
MT,TX,F03,T04,41.23,80.94,51.63
NE,MD,F07,T14,0.00,0.00,0.00
FL,CT,F09,T04,71.13,2.38,1.51
CT,NJ,F00,T00,29.09,30.14,2.73
TX,AR,F03,T04,14.00,40.13,8.24
OK,TX,F05,T14,0.01,0.00,0.00
FL,NJ,F03,T04,241.34,491.45,269.23
PA,KS,F06,T04,5.06,5.89,3.75
KS,MI,F06,T04,4.90,3.84,1.39
ME,MN,F04,T14,0.15,0.01,0.01
OK,KY,F05,T04,2.83,0.74,0.27
CA,WA,F09,T14,4.41,0.07,0.04
MO,KY,F05,T04,20.76,13.55,4.72
FL,GA,F03,T14,0.17,0.04,0.01
NM,NM,F09,T05,3.46,0.20,0.00
MA,OR,F03,T14,0.01,0.00,0.00
NJ,VA,F05,T04,135.95,56.11,8.41
KY,IL,F04,T04,2.16,0.80,0.13
FL,RI,F08,T04,5.11,3.34,1.83
MO,IL,F04,T05,21.17,168.60,31.22
IL,IL,F06,T14,12.27,0.86,0.00
WV,OH,F09,T14,0.03,0.01,0.00
NH,WA,F07,T11,0.24,0.01,0.01
CA,SC,F06,T04,8.80,5.83,6.96
GA,IA,F09,T14,0.09,0.01,0.00
KY,MO,F05,T04,42.44,40.74,9.00
NJ,MS,F03,T04,65.19,43.23,26.70
SC,NE,F07,T04,1.52,6.15,3.73
HI,AK,F03,T14,1.06,0.04,0.06
MI,WI,F07,T04,329.50,583.13,104.39
GA,MN,F07,T04,5.02,3.54,2.21
TX,OK,F04,T14,1.91,2.34,0.65
CO,FL,F08,T04,36.38,63.01,54.34
KY,KY,F00,T00,92.14,572.22,28.26
NC,TX,F09,T04,395.91,15.84,9.79
IN,MO,F08,T04,10.51,18.22,1.77
MI,ND,F06,T14,0.00,0.00,0.00
CA,MI,F03,T11,0.31,0.06,0.07
CA,NC,F08,T00,32.78,19.92,30.31
MO,MA,F00,T00,3.70,8.50,6.67
KS,OK,F09,T05,4.02,0.10,0.00
IL,PA,F03,T14,47.96,1.19,0.36
NC,ME,F09,T14,0.98,0.02,0.01
CA,OH,F06,T14,2.17,1.25,1.52
LA,TN,F05,T04,18.02,15.10,4.20
PA,DC,F07,T05,15.52,8.25,0.76
CA,UT,F07,T04,1796.64,2781.53,998.22
KY,KS,F01,T04,25.89,20.97,8.81
WA,GA,F05,T04,3.55,0.22,0.30
OH,GA,F00,T00,3.18,26.31,12.68
IN,MN,F07,T14,0.06,0.01,0.00
OK,UT,F04,T14,0.39,0.14,0.08
HI,OR,F03,T11,1.96,0.06,0.08
PA,FL,F06,T00,27.70,22.99,16.69
MI,IA,F04,T06,1.69,66.12,24.40
SD,LA,F07,T00,2.58,3.09,2.28
WA,AZ,F06,T14,0.04,0.00,0.00
MD,MA,F05,T04,99.20,35.11,6.72
KS,GA,F07,T06,5.00,9.78,5.56
OK,SC,F06,T04,5.03,5.32,2.80
CO,NJ,F07,T04,29.30,8.32,7.28
KY,TX,F09,T04,12.04,1.73,0.73
WY,VA,F07,T14,0.00,0.00,0.00
MI,CO,F04,T14,1.37,0.15,0.10
CA,ND,F08,T04,2.40,2.84,2.97
OH,LA,F00,T00,5.86,25.49,16.61
PA,IA,F01,T04,1.66,1.14,0.64
NJ,NC,F03,T05,0.45,0.09,0.02
NJ,CA,F07,T14,25.38,3.07,4.20
IL,TX,F06,T14,0.36,0.09,0.04
MI,MI,F04,T05,629.27,3446.66,58.28
GA,OK,F01,T04,16.07,9.51,5.94
NY,MA,F04,T04,6.38,27.74,1.32
IL,ID,F05,T14,1.48,0.10,0.08
IA,IL,F03,T05,6.87,63.89,12.27
OR,OR,F03,T14,2.85,0.55,0.03
FL,SD,F06,T04,0.68,0.27,0.26
CA,IL,F08,T06,157.99,387.74,446.87
WI,CA,F04,T14,68.26,29.35,30.13
MO,CO,F08,T14,0.03,0.01,0.00
WA,MI,F07,T00,0.23,0.49,0.62
LA,AL,F01,T05,0.45,0.10,0.01
SC,AR,F05,T04,8.30,6.59,2.51
TN,NC,F00,T00,11.21,67.47,11.97
NC,VA,F08,T04,209.48,438.92,40.87
AZ,MA,F04,T04,4.84,6.15,8.28
KY,CA,F06,T04,201.89,172.73,198.64
ME,MS,F07,T04,0.87,1.07,0.86
MN,IA,F07,T05,159.31,802.28,38.13
IL,FL,F03,T04,319.63,51.90,30.58
WY,AR,F03,T04,0.53,0.11,0.08
IL,FL,F07,T00,68.77,504.08,304.72
MO,MO,F03,T04,303.27,1277.05,59.42
CO,WI,F04,T14,0.22,0.04,0.02
CA,SC,F07,T04,390.30,789.60,1081.55
MI,NJ,F03,T14,0.14,0.03,0.01
UT,CA,F04,T11,15.94,0.81,0.28
AL,CA,F08,T04,36.29,11.52,13.02
NJ,PA,F06,T14,0.75,0.30,0.01
ME,NC,F03,T14,0.25,0.01,0.00
VA,AZ,F04,T14,0.28,0.04,0.04
DE,OH,F05,T04,2.30,2.00,0.41
MA,AK,F06,T11,0.01,0.01,0.01
CA,UT,F04,T04,0.36,0.53,0.19
MI,IN,F08,T05,0.36,0.34,0.02
CA,AR,F08,T04,33.43,45.17,43.15
FL,OR,F09,T14,21.00,0.74,1.18
ND,CA,F07,T00,12.21,79.61,96.91
SD,MS,F07,T04,5.23,3.21,1.79
IA,MO,F04,T14,0.00,0.00,0.00
TX,TX,F03,T05,4272.52,7217.20,238.09
ND,OH,F07,T04,7.59,24.28,13.07
ME,MD,F06,T04,0.23,0.12,0.04
MD,NM,F07,T04,0.20,0.04,0.04
WI,WI,F06,T14,25.47,6.96,0.37
KS,KS,F02,T04,5189.78,44750.00,2580.02
HI,NY,F08,T14,0.68,0.11,0.27
GA,NC,F09,T05,1.10,0.03,0.00
GA,MT,F09,T14,0.50,0.01,0.01
OH,IL,F07,T14,14.83,1.54,0.31
MI,TN,F03,T04,12.39,43.22,12.84
PA,MA,F00,T00,0.04,0.02,0.00
IA,NJ,F04,T14,0.25,0.05,0.03
WI,CO,F03,T14,0.03,0.00,0.00
CA,UT,F08,T04,17.21,49.31,17.80
CA,WA,F07,T04,1945.90,3179.74,1513.47
TX,IA,F07,T14,0.54,0.03,0.02
OH,TN,F05,T04,17.51,10.09,2.36
NH,NY,F07,T05,28.47,5.63,0.83
WA,ID,F04,T04,8.69,15.49,2.99
TX,VA,F07,T14,0.63,0.27,0.19
FL,CA,F07,T04,445.10,614.83,814.22
OH,WI,F05,T04,59.26,29.82,7.72
FL,AR,F00,T00,0.03,0.01,0.00
UT,MT,F07,T05,1.13,1.21,0.29
PA,FL,F07,T04,340.61,600.88,311.89
WA,PA,F07,T00,6.53,14.48,21.65
WY,GA,F09,T04,0.04,0.01,0.01
TX,OR,F04,T00,5.20,4.84,5.95
FL,KS,F07,T04,20.43,36.46,24.31
NY,IL,F07,T04,602.97,544.40,191.50
MA,PA,F05,T04,191.05,65.66,11.06
NJ,RI,F03,T05,51.51,66.09,6.53
AZ,TX,F05,T05,1.01,1.09,0.18
UT,VT,F06,T04,0.95,0.75,0.86
MO,CA,F07,T00,10.20,15.72,16.20
PA,PA,F01,T05,8.55,7.10,0.33
CA,MT,F05,T00,0.28,0.15,0.14
DE,NC,F02,T05,0.55,4.23,0.67
WI,AZ,F07,T14,3.29,2.63,2.40
NC,CO,F07,T14,0.75,0.15,0.12
LA,OH,F07,T04,114.60,190.08,95.41
NJ,WA,F07,T14,3.47,0.18,0.25
DE,VA,F05,T05,38.39,60.17,4.68
VA,MN,F00,T00,0.01,0.09,0.05
OH,MO,F00,T00,14.49,16.47,7.25
GA,CA,F03,T14,1.66,0.15,0.17
NE,CO,F08,T04,0.03,0.03,0.01
NH,VA,F04,T14,1.07,0.19,0.06
VA,MN,F09,T04,1.07,0.03,0.02
NY,KY,F07,T14,0.18,0.04,0.01
CT,NJ,F05,T05,9.74,1.91,0.14
MD,CT,F07,T04,18.99,23.02,3.51
MA,WA,F07,T04,10.98,4.62,7.09
NH,CT,F07,T05,24.77,77.77,5.50
OK,LA,F06,T04,4.55,5.56,1.99
CO,OK,F08,T04,149.81,297.86,110.29
KY,IL,F03,T05,83.47,148.54,15.13
LA,MI,F05,T04,4.93,1.33,0.77
GA,OK,F03,T14,0.23,0.02,0.01
AZ,FL,F03,T14,0.19,0.01,0.01
UT,ME,F08,T04,0.36,0.44,0.54
NE,OK,F06,T04,7.03,45.83,10.24
HI,NJ,F03,T14,0.61,0.02,0.05
OK,NE,F04,T04,5.85,64.58,13.91
CA,ID,F01,T11,2.16,0.62,0.21
MI,LA,F06,T04,11.47,9.97,5.23
LA,LA,F06,T08,496.43,2750.91,75.54
IA,CO,F04,T00,83.06,304.24,130.47
TX,ID,F05,T04,45.45,17.75,11.73
MA,NY,F04,T14,16.05,2.37,0.45
PA,GA,F07,T04,200.88,203.06,75.02
GA,AL,F03,T04,97.06,121.42,10.18
NJ,GA,F04,T11,0.00,0.00,0.00
OR,IA,F03,T00,0.32,0.28,0.31
OR,ID,F03,T14,1.16,0.20,0.06
NJ,KY,F04,T14,0.37,0.07,0.03
SC,NV,F00,T00,0.00,0.00,0.00
IN,CO,F03,T14,0.03,0.01,0.00
ID,KS,F07,T14,2.50,0.07,0.05
TN,GA,F03,T14,3.01,0.24,0.05
CT,MA,F03,T04,0.18,0.04,0.00
TX,MS,F07,T04,200.81,534.26,121.56
WI,FL,F00,T00,0.21,0.02,0.01
WA,NE,F05,T04,16.72,6.69,4.68
OR,CA,F00,T00,79.11,41.39,22.54
KY,NH,F08,T04,33.46,13.33,6.82
SC,VA,F06,T04,55.13,80.41,13.76
HI,PA,F08,T14,0.04,0.01,0.03
NE,WA,F05,T04,290.77,100.72,83.60
TX,PA,F06,T14,4.74,1.15,0.86
TN,OR,F05,T04,22.04,21.35,25.09
MA,OR,F05,T11,0.04,0.00,0.00
NH,IA,F07,T04,3.74,0.67,0.39
IA,NC,F02,T04,0.20,0.22,0.13
SC,GA,F03,T04,81.40,163.65,19.91
ID,FL,F06,T06,28.91,162.56,203.45
PA,VA,F07,T05,279.77,588.23,63.10
GA,MA,F09,T14,0.31,0.01,0.01
PA,MS,F03,T04,1.98,0.63,0.38
OH,AR,F07,T04,146.30,146.20,52.98
MD,WV,F03,T05,0.40,0.07,0.00
GA,MO,F07,T04,53.15,64.85,18.73
MN,IA,F04,T04,96.69,816.95,61.55
OR,OR,F04,T00,30.73,266.09,13.82
CO,OR,F04,T04,315.15,456.61,271.82
IL,WI,F08,T04,50.10,12.73,0.43
VA,SC,F00,T00,3.66,14.54,2.78
MI,IL,F04,T04,2.48,16.58,2.04
AR,IL,F03,T00,0.11,1.05,0.39
GA,MT,F07,T14,0.28,0.03,0.03
WI,IL,F03,T04,310.06,918.04,65.56
TN,SC,F03,T04,25.50,45.63,10.75
PA,VA,F06,T14,0.01,0.01,0.00
IL,MI,F04,T06,34.69,317.49,48.99
MI,NV,F05,T04,7.46,1.48,1.43
NC,TX,F05,T04,593.16,845.07,586.98
GA,MS,F03,T14,0.27,0.02,0.00
NC,MD,F08,T04,83.24,188.74,32.89
IA,LA,F04,T04,23.23,31.83,16.94
IN,CO,F07,T04,23.91,17.40,9.78
WI,ME,F08,T04,0.44,1.07,0.74
NH,WA,F05,T04,1.49,0.31,0.48
CA,WY,F03,T04,42.58,55.67,33.64
FL,VA,F09,T14,18.76,0.93,0.37
VA,TN,F04,T14,0.53,0.10,0.03
WI,AL,F05,T04,19.96,8.80,4.01
CA,AZ,F07,T05,1984.98,1317.39,213.06
KS,MI,F06,T00,10.48,52.40,17.40
RI,RI,F07,T04,0.65,0.35,0.00
NJ,MA,F03,T05,113.30,98.11,10.36
CA,IN,F08,T00,8.43,6.80,8.77
VT,CA,F07,T14,2.36,0.15,0.23
NC,MI,F06,T04,33.96,34.14,13.85
NJ,NH,F07,T04,160.32,109.17,16.81
MA,IA,F04,T04,1.44,0.11,0.08
MI,MI,F07,T00,7.53,26.14,2.40
GA,AR,F03,T06,239.78,251.01,89.13
FL,WV,F09,T04,7.12,0.53,0.15
IA,ME,F04,T06,10.15,39.10,34.76
NM,TX,F08,T05,0.10,0.14,0.01
MA,OK,F05,T14,0.17,0.02,0.01
KS,SD,F08,T04,0.43,0.58,0.11
ME,IN,F07,T14,0.17,0.03,0.02
WV,NY,F09,T14,0.12,0.01,0.00
MD,MD,F03,T05,503.92,1257.96,14.58
LA,MS,F06,T04,108.85,331.87,32.71
MO,AZ,F00,T00,3.10,1.21,0.90
NM,NY,F03,T04,9.31,6.85,5.64
NY,RI,F08,T14,0.22,0.05,0.01
MI,NY,F05,T04,148.02,57.66,18.70
OR,VA,F07,T14,0.02,0.00,0.00
SC,PA,F04,T04,3.57,4.65,1.52
WA,IA,F03,T04,1.47,0.68,0.63
FL,SD,F05,T04,5.31,1.99,1.68
OH,WI,F04,T04,99.71,209.55,46.42
GA,IN,F06,T04,59.54,95.22,28.46
ID,UT,F07,T06,2.78,5.16,0.74
CA,NV,F03,T14,0.60,0.05,0.01
IA,MN,F03,T05,425.66,1774.20,46.76
OH,KY,F09,T04,3.10,0.94,0.00
ME,CT,F00,T00,1.05,1.89,0.28
MN,VA,F07,T04,59.10,64.36,38.02
NC,PA,F08,T04,114.94,252.92,54.29
ME,CO,F07,T04,1.55,0.10,0.11
NE,SD,F03,T05,14.06,16.42,1.68
IL,MN,F07,T14,2.57,0.51,0.10
NY,MI,F03,T04,332.20,139.95,47.19
HI,HI,F03,T14,1.76,0.19,0.02
AL,AL,F06,T05,91.43,28.09,1.43
CA,IA,F05,T04,24.66,10.19,8.79
MD,MD,F06,T04,309.91,491.54,7.81
IA,AZ,F04,T06,32.50,305.84,269.11
TX,NM,F06,T05,144.35,994.73,10.41
PA,NY,F00,T00,11.69,1.42,0.28
IN,VA,F06,T04,39.95,22.63,7.00
MA,MO,F05,T04,3.25,1.00,0.64
OR,TX,F07,T04,55.90,49.92,56.04
KY,LA,F04,T04,1.12,0.63,0.25
IA,MI,F04,T05,62.49,67.18,11.98
WA,NM,F07,T04,19.26,67.32,53.76
MT,OR,F07,T14,3.16,0.58,0.11
CO,IN,F05,T04,5.62,2.59,1.47
TN,NC,F07,T14,7.29,0.41,0.14
MI,WI,F07,T14,0.99,0.17,0.03
NH,MI,F05,T04,0.20,0.05,0.02
IL,TN,F08,T05,0.36,0.99,0.24
OH,NV,F04,T04,3.32,2.69,2.87
MT,FL,F04,T14,0.22,0.02,0.02
FL,IL,F03,T14,0.66,0.05,0.03
SD,KS,F06,T05,1.62,2.86,0.34
VA,VA,F00,T00,68.42,182.47,1.93
LA,TX,F07,T05,94.22,114.98,16.83
MD,MN,F00,T00,0.04,0.02,0.01
NC,AR,F08,T04,0.31,0.25,0.08
KY,GA,F03,T04,10.78,7.04,1.65
CA,CO,F04,T14,0.31,0.13,0.08
MA,RI,F06,T14,0.00,0.00,0.00
TN,MS,F08,T04,42.69,23.69,4.66
GA,MO,F03,T04,11.65,14.41,6.60
HI,AZ,F03,T11,2.45,0.06,0.10
WI,OK,F04,T14,0.42,0.09,0.04
OR,PA,F06,T04,4.61,8.87,12.84
PA,NC,F06,T04,25.74,22.14,5.58
VA,OR,F05,T04,2.67,0.10,0.16
WA,ND,F03,T04,0.39,0.72,0.47
NY,MA,F06,T00,13.95,62.43,16.57
MI,CO,F05,T04,73.23,31.95,20.00
MT,ID,F02,T04,16.02,86.32,16.75
MN,AR,F04,T04,5.58,14.68,6.52
IN,IL,F08,T04,36.53,122.80,15.03
AZ,CA,F08,T04,0.88,0.15,0.03
AK,AK,F06,T11,8.29,3.26,0.43
OH,IL,F03,T11,11.31,0.50,0.09
NC,IA,F05,T04,2.16,0.73,0.44
NM,CA,F07,T14,0.02,0.00,0.00
VT,RI,F07,T14,0.49,0.08,0.01
OH,MI,F05,T14,8.20,1.47,0.08
OR,ND,F03,T04,5.59,11.23,8.77
AR,MD,F08,T04,11.73,5.47,3.40
AR,NM,F05,T04,12.14,6.85,2.87
RI,NY,F04,T14,2.28,2.34,0.28
NJ,PA,F03,T14,0.36,0.04,0.01
NE,FL,F04,T04,124.25,99.77,72.72
VT,OR,F07,T14,0.02,0.00,0.00
VA,VA,F03,T04,675.90,1250.40,31.79
AR,OH,F07,T14,0.09,0.00,0.00
SC,GA,F05,T04,111.67,68.33,7.55
NJ,GA,F03,T04,28.54,73.33,34.85
KY,WA,F04,T14,0.01,0.00,0.00
LA,WI,F06,T04,0.68,0.69,0.41
IL,CT,F07,T14,0.47,0.07,0.03
VT,RI,F06,T04,2.00,2.54,0.25
AR,NJ,F05,T04,86.09,49.52,31.35
CA,NJ,F05,T04,217.59,100.51,141.72
ME,GA,F07,T04,65.81,181.03,134.21
NY,FL,F08,T04,72.06,131.22,80.29
AR,AR,F03,T08,250.28,872.44,3.88
OH,MD,F02,T04,3.79,25.73,6.70
ND,CT,F07,T06,19.14,24.40,20.53
SC,NJ,F03,T14,0.15,0.00,0.00
MA,KS,F04,T04,2.90,10.96,8.41
MS,TX,F05,T05,64.35,35.22,8.00
ID,AZ,F07,T14,32.25,1.93,1.15
KY,KS,F03,T04,11.83,6.59,2.48
NY,RI,F06,T04,10.59,49.31,9.50
OK,IA,F04,T14,0.04,0.02,0.00
MN,MO,F04,T14,4.94,0.79,0.18
OH,LA,F05,T14,1.22,0.19,0.10
CT,PA,F09,T04,0.10,0.02,0.00
CA,IA,F04,T04,5.74,5.13,4.91
NH,KS,F08,T04,0.19,0.37,0.31
NE,AL,F04,T04,57.21,50.76,23.47
NJ,MD,F00,T00,0.01,0.00,0.00
UT,WI,F07,T04,53.98,28.07,21.23
ID,ID,F07,T05,836.14,2119.14,44.41
NE,ND,F08,T05,0.10,0.20,0.05
OH,PA,F04,T00,13.54,49.98,15.34
MD,DE,F05,T04,67.03,51.61,0.83
LA,SD,F08,T04,0.16,0.26,0.16
MN,IN,F06,T04,40.29,36.39,10.86
AR,OR,F07,T14,0.30,0.03,0.04
NM,AL,F07,T04,14.44,8.85,5.26
IL,WV,F07,T14,0.03,0.02,0.00
OK,OK,F05,T05,203.79,140.34,5.36
GA,FL,F08,T14,9.60,1.54,0.27
OK,IN,F07,T04,10.19,7.30,2.40
KS,IA,F04,T05,0.39,2.28,0.44
TN,MS,F08,T05,0.16,0.16,0.00
MA,CO,F04,T14,23.14,2.40,2.55
SC,IN,F09,T14,0.45,0.01,0.00
CA,MS,F04,T14,0.09,0.01,0.01
CT,MA,F07,T04,38.93,110.37,4.14
GA,WV,F05,T04,84.52,56.46,15.62
CA,NV,F05,T00,33.42,10.01,1.93
CT,VT,F04,T05,2.19,5.85,0.54
NE,OH,F07,T00,7.20,15.48,5.95
OH,VA,F06,T06,16.69,100.49,36.63
AL,DC,F08,T04,0.71,0.17,0.07
KS,OR,F02,T06,99.63,648.88,644.99
NJ,NC,F03,T14,0.25,0.03,0.01
NY,FL,F07,T00,51.85,130.30,87.49
MN,SC,F04,T04,8.62,9.72,5.91
PA,AZ,F04,T14,0.01,0.00,0.01
MN,NM,F05,T14,0.01,0.00,0.00
OR,ND,F07,T04,0.34,0.03,0.02
OH,OH,F05,T14,11.46,1.98,0.12
NE,OH,F06,T04,71.68,65.33,25.70
HI,MI,F05,T11,2.03,0.14,0.31
NY,ME,F06,T05,26.15,15.07,2.42
AR,CA,F08,T00,33.20,15.49,15.18
WI,IL,F02,T06,711.99,6093.51,263.85
MN,MA,F07,T04,6.56,7.88,5.79
NE,TX,F07,T00,476.58,2472.42,1087.86
MA,NY,F03,T04,18.67,11.33,1.71
MN,OH,F04,T04,4.67,2.30,0.79
MD,MN,F08,T04,1.80,1.25,0.70
GA,AR,F06,T04,1.33,0.85,0.25
GA,VA,F05,T05,1.51,1.58,0.25
MO,MN,F07,T14,8.58,0.23,0.08
CO,TX,F06,T04,15.74,50.71,19.75
MO,WA,F07,T14,10.90,0.22,0.24
HI,UT,F03,T11,2.09,0.12,0.19
NV,OH,F07,T04,3.09,1.00,1.07
FL,RI,F03,T11,2.25,0.65,0.40
KS,PA,F06,T04,39.85,51.33,29.71
NJ,VA,F00,T00,16.00,2.94,0.56
CA,PA,F05,T04,56.31,28.05,39.91
WI,SC,F04,T04,6.49,3.71,1.73
HI,HI,F08,T10,15.31,4.56,0.47
VA,GA,F04,T04,1.22,2.11,0.53
KS,TN,F02,T06,10.27,79.81,39.35
NJ,NH,F05,T05,4.41,1.17,0.15
NY,CO,F07,T14,3.01,0.59,0.48
TN,CO,F07,T04,12.68,21.32,12.42
KS,CA,F04,T04,96.05,226.33,173.92
NC,SC,F08,T05,2.16,0.77,0.01
IN,DE,F05,T04,2.68,1.10,0.40
KS,NE,F03,T05,4.58,18.09,1.86
AL,AL,F05,T04,845.24,730.18,26.85
MN,MN,F00,T00,45.40,18.38,4.58
FL,NH,F00,T00,0.00,0.00,0.00
OK,UT,F06,T04,14.61,10.79,6.75
IL,PA,F07,T04,1424.56,1016.98,379.48
DE,TX,F08,T04,2.25,2.77,2.28
OH,AZ,F06,T04,34.69,28.68,28.11
ID,AL,F07,T14,0.21,0.01,0.01
ID,LA,F07,T06,42.42,45.42,51.50
TX,MI,F08,T04,1.68,0.54,0.38
MO,DE,F04,T14,0.08,0.06,0.03
TX,OK,F02,T06,1.21,10.62,2.60
CO,IL,F04,T04,0.77,0.30,0.13
MD,CA,F07,T04,293.30,158.21,226.64
NE,MA,F02,T06,2.55,17.67,13.11
TN,MS,F09,T05,3.50,0.09,0.01
MS,WI,F03,T04,0.02,0.02,0.01
AZ,GA,F04,T04,1.80,4.24,3.91
MO,TN,F07,T14,0.17,0.03,0.00
CO,UT,F02,T14,0.08,0.01,0.00
NC,VA,F02,T04,10.77,80.69,1.86
NH,NH,F03,T04,0.15,0.10,0.00
AL,MS,F09,T14,0.04,0.00,0.00
KY,MD,F04,T04,15.74,48.80,19.85
SD,PA,F07,T04,68.86,38.04,25.21
MI,IL,F07,T05,86.70,165.74,19.36
WI,UT,F06,T04,6.82,4.62,3.49
ND,MI,F04,T04,26.48,65.25,28.84
WY,ID,F07,T14,0.12,0.03,0.01
PA,IN,F09,T14,1.94,0.05,0.02
CO,CA,F02,T14,0.00,0.00,0.00
MT,CT,F04,T14,0.01,0.00,0.00
OH,TX,F03,T04,8.81,73.58,44.22
IA,NJ,F06,T14,0.10,0.01,0.00
CT,GA,F06,T14,0.00,0.00,0.00
ND,ND,F03,T06,145.15,560.10,19.48
ME,WA,F07,T14,0.64,0.05,0.08
