Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
IL,MO,F07,T03,565.00,1216.00,163.00
MD,VA,F07,T03,970.00,2008.00,96.00
TN,IN,F06,T03,94.00,112.00,27.00
IN,MI,F07,T00,770.00,1870.00,182.00
IL,OH,F07,T00,842.00,2822.00,511.00
IL,LA,F03,T07,2394.00,27528.00,16250.00
DE,GA,F07,T00,5.00,16.00,6.00
OH,OH,F08,T03,464.00,1408.00,76.00
ID,CA,F05,T00,266.00,268.00,93.00
MD,NJ,F07,T00,299.00,620.00,51.00
IN,OH,F04,T03,54.00,408.00,26.00
VA,KY,F07,T03,77.00,112.00,18.00
MI,MD,F07,T00,17.00,40.00,13.00
IA,SC,F05,T00,36.00,32.00,17.00
SC,PA,F06,T03,26.00,36.00,11.00
KY,NC,F08,T00,25.00,10.00,3.00
MO,UT,F07,T00,36.00,40.00,24.00
IA,IL,F08,T00,174.00,938.00,100.00
GA,SC,F07,T03,545.00,1380.00,150.00
FL,NY,F07,T06,74.00,324.00,264.00
WI,IL,F08,T03,494.00,1628.00,94.00
GA,MI,F05,T03,191.00,244.00,86.00
GA,SC,F07,T00,355.00,898.00,94.00
OR,OR,F04,T03,173.00,1816.00,33.00
OH,TX,F07,T03,588.00,926.00,497.00
MN,LA,F03,T00,650.00,7324.00,6030.00
VT,ME,F04,T03,18.00,90.00,12.00
LA,LA,F03,T00,6490.00,65852.00,1049.00
AR,LA,F07,T00,153.00,450.00,102.00
IN,GA,F07,T00,187.00,390.00,130.00
CA,IL,F08,T00,314.00,256.00,279.00
TN,NJ,F06,T03,20.00,20.00,9.00
IA,NE,F06,T03,2.00,52.00,7.00
KS,NY,F07,T03,14.00,8.00,6.00
ND,SD,F06,T03,45.00,76.00,9.00
LA,TX,F05,T03,63.00,94.00,22.00
SC,SC,F08,T00,1382.00,1962.00,26.00
CO,MN,F07,T00,17.00,18.00,8.00
CA,MO,F08,T00,85.00,76.00,79.00
IL,IL,F08,T03,8452.00,16686.00,384.00
OK,IL,F05,T00,19.00,14.00,5.00
IN,WI,F07,T00,100.00,216.00,33.00
MN,TX,F05,T00,371.00,458.00,272.00
MO,CA,F07,T00,316.00,546.00,493.00
NE,IA,F05,T03,2516.00,1660.00,127.00
VA,MA,F05,T03,323.00,398.00,98.00
LA,LA,F07,T03,3189.00,10614.00,223.00
GA,GA,F05,T00,4078.00,3068.00,133.00
CO,AL,F07,T03,23.00,12.00,8.00
GA,TX,F07,T00,305.00,358.00,154.00
NY,MI,F08,T03,233.00,536.00,153.00
MA,NJ,F05,T03,387.00,152.00,21.00
CO,CO,F04,T00,167.00,1264.00,45.00
TN,IN,F07,T00,84.00,170.00,40.00
NY,PA,F07,T00,875.00,1618.00,185.00
IL,NC,F07,T06,76.00,904.00,411.00
ND,NY,F07,T00,60.00,290.00,192.00
FL,TN,F07,T00,218.00,542.00,223.00
IA,GA,F07,T00,119.00,246.00,132.00
FL,MO,F07,T03,29.00,66.00,37.00
ND,ND,F03,T03,932.00,7756.00,396.00
NV,CA,F07,T00,248.00,434.00,73.00
NC,CA,F06,T00,12.00,20.00,28.00
NY,OH,F07,T03,787.00,1130.00,197.00
NY,FL,F05,T00,44.00,14.00,8.00
IL,WI,F05,T00,443.00,570.00,49.00
WI,MI,F05,T03,57.00,48.00,8.00
PA,NJ,F06,T00,745.00,844.00,46.00
CT,IN,F07,T03,6.00,6.00,2.00
TX,KS,F05,T03,104.00,110.00,33.00
LA,AL,F07,T00,43.00,148.00,27.00
TN,VA,F07,T00,154.00,340.00,76.00
IN,LA,F03,T00,201.00,2268.00,1203.00
GA,TN,F08,T00,142.00,462.00,55.00
KS,KS,F02,T03,6133.00,132638.00,4426.00
IN,MI,F03,T03,22.00,112.00,10.00
DE,AZ,F05,T00,3.00,14.00,18.00
KY,KY,F07,T03,1984.00,6724.00,150.00
WA,AZ,F07,T03,83.00,196.00,133.00
CA,OK,F08,T00,100.00,92.00,72.00
KS,KS,F08,T00,682.00,976.00,13.00
UT,CA,F06,T03,453.00,536.00,200.00
PA,CA,F06,T00,181.00,232.00,330.00
NC,VA,F07,T03,495.00,836.00,90.00
NC,GA,F07,T03,231.00,582.00,82.00
IA,MI,F06,T00,89.00,110.00,29.00
TX,PA,F04,T00,4.00,2.00,1.00
CA,AL,F07,T00,269.00,482.00,585.00
IL,OH,F06,T00,334.00,572.00,100.00
OH,MI,F06,T03,446.00,494.00,59.00
VT,NH,F07,T00,49.00,136.00,11.00
VA,MA,F05,T00,181.00,220.00,54.00
MI,FL,F07,T00,11.00,42.00,27.00
MO,MA,F07,T03,52.00,36.00,22.00
WA,IL,F07,T00,1.00,4.00,4.00
MO,LA,F05,T00,25.00,26.00,9.00
IA,NC,F05,T00,85.00,108.00,57.00
TN,IL,F06,T03,42.00,30.00,9.00
CT,NY,F07,T03,194.00,284.00,22.00
FL,NC,F04,T00,6.00,106.00,36.00
MN,MN,F07,T00,4918.00,11494.00,415.00
IA,MI,F07,T00,97.00,596.00,123.00
OK,TN,F07,T00,5.00,8.00,2.00
IL,MS,F07,T00,177.00,670.00,169.00
OH,NE,F06,T03,66.00,88.00,34.00
WI,MN,F05,T03,105.00,92.00,15.00
NY,PA,F08,T03,364.00,962.00,140.00
SD,IA,F03,T03,751.00,9624.00,556.00
OR,CA,F05,T03,899.00,602.00,257.00
AR,MN,F05,T00,182.00,210.00,73.00
WI,NC,F07,T00,279.00,164.00,78.00
SC,VA,F07,T00,25.00,60.00,9.00
IL,OH,F05,T00,202.00,192.00,42.00
OH,OH,F07,T00,7701.00,21420.00,761.00
IA,CA,F05,T03,906.00,590.00,527.00
CT,MA,F07,T00,472.00,808.00,21.00
ND,NE,F03,T00,22.00,116.00,30.00
ID,CO,F03,T03,41.00,154.00,50.00
LA,AR,F07,T00,35.00,140.00,24.00
MO,OH,F05,T03,68.00,84.00,24.00
IL,MN,F07,T03,296.00,382.00,77.00
CA,MT,F07,T03,15.00,16.00,9.00
IA,IL,F07,T00,1070.00,6948.00,1462.00
TX,AR,F06,T00,4.00,12.00,1.00
MN,IL,F05,T00,281.00,338.00,78.00
OK,SC,F05,T00,15.00,12.00,7.00
NC,NY,F08,T03,112.00,492.00,136.00
MO,NY,F06,T00,30.00,84.00,48.00
FL,FL,F05,T03,5451.00,3852.00,190.00
CA,MI,F07,T03,384.00,786.00,916.00
KS,GA,F06,T00,49.00,74.00,32.00
TN,LA,F07,T03,272.00,522.00,112.00
UT,UT,F07,T03,4378.00,6970.00,246.00
IN,PA,F06,T00,145.00,416.00,135.00
KY,TX,F07,T00,195.00,264.00,127.00
MA,GA,F07,T03,128.00,248.00,136.00
KS,OK,F05,T03,353.00,364.00,55.00
MD,TX,F07,T00,53.00,56.00,41.00
KS,CA,F04,T00,254.00,524.00,410.00
UT,UT,F08,T03,498.00,852.00,10.00
WV,WV,F04,T03,124.00,1688.00,22.00
ID,TX,F07,T03,119.00,288.00,217.00
AL,AL,F07,T03,7435.00,18602.00,405.00
MS,KY,F07,T03,53.00,304.00,82.00
IL,AL,F07,T00,248.00,1414.00,445.00
LA,AL,F07,T03,86.00,296.00,54.00
MS,TN,F06,T03,284.00,1004.00,80.00
VA,NJ,F06,T03,114.00,70.00,11.00
OR,OR,F05,T00,753.00,572.00,20.00
IL,IL,F04,T00,845.00,7048.00,247.00
WI,IA,F08,T00,33.00,108.00,17.00
TN,TX,F06,T00,137.00,166.00,48.00
MA,NY,F05,T03,1428.00,534.00,63.00
OH,PA,F07,T00,1121.00,3604.00,551.00
CA,UT,F05,T03,138.00,142.00,50.00
CO,KS,F07,T03,24.00,110.00,18.00
AL,OH,F05,T03,77.00,90.00,29.00
OK,TX,F05,T00,396.00,348.00,60.00
NY,MA,F07,T03,742.00,1636.00,227.00
IL,AR,F07,T03,215.00,278.00,67.00
MD,DE,F02,T00,15.00,350.00,11.00
DE,DE,F05,T03,216.00,436.00,5.00
MO,KS,F07,T00,598.00,3534.00,346.00
KS,GA,F06,T03,98.00,148.00,64.00
LA,MS,F05,T03,54.00,44.00,3.00
CA,MS,F03,T00,12.00,8.00,8.00
FL,FL,F05,T00,3114.00,2258.00,113.00
NC,WV,F05,T03,20.00,20.00,4.00
OH,PA,F07,T06,80.00,658.00,179.00
IL,TX,F06,T03,281.00,500.00,225.00
ND,ND,F07,T03,626.00,2094.00,54.00
AL,SC,F05,T03,94.00,164.00,40.00
MD,MA,F07,T00,165.00,228.00,47.00
PA,WV,F07,T00,222.00,300.00,19.00
MO,UT,F07,T03,72.00,80.00,48.00
NC,NY,F03,T03,18.00,28.00,8.00
MI,MI,F08,T00,3084.00,4824.00,60.00
IL,VA,F07,T00,314.00,1116.00,419.00
FL,IL,F07,T00,93.00,202.00,114.00
SD,IA,F01,T03,209.00,298.00,28.00
FL,MD,F07,T00,129.00,254.00,118.00
TX,OK,F05,T00,120.00,112.00,20.00
IA,NE,F05,T03,1222.00,858.00,56.00
MA,MA,F08,T00,3184.00,3376.00,42.00
OK,OK,F05,T00,935.00,834.00,30.00
OH,NC,F07,T00,294.00,918.00,322.00
MS,OK,F01,T03,108.00,128.00,46.00
IA,OH,F04,T00,52.00,104.00,22.00
TN,SC,F06,T00,87.00,72.00,11.00
TN,NE,F07,T00,30.00,62.00,25.00
PA,NY,F07,T00,808.00,1792.00,188.00
WI,KS,F07,T00,112.00,242.00,75.00
MA,PA,F05,T03,477.00,154.00,28.00
IL,IL,F07,T00,8474.00,24252.00,433.00
IN,GA,F04,T03,9.00,14.00,4.00
MD,NY,F07,T00,295.00,524.00,74.00
NC,OH,F05,T03,33.00,84.00,23.00
TX,IN,F07,T00,43.00,30.00,13.00
OH,MI,F06,T00,446.00,494.00,59.00
VT,VT,F07,T03,1242.00,2754.00,61.00
DE,NY,F07,T03,70.00,176.00,32.00
NC,NY,F08,T00,56.00,246.00,68.00
CA,OK,F07,T03,165.00,258.00,207.00
CA,NE,F07,T00,32.00,64.00,50.00
FL,MS,F07,T00,24.00,62.00,24.00
NC,FL,F05,T03,545.00,600.00,205.00
AL,MD,F05,T03,143.00,152.00,66.00
CA,UT,F07,T03,1038.00,1442.00,514.00
MD,TN,F07,T03,58.00,60.00,16.00
CO,CA,F05,T03,1274.00,782.00,432.00
IA,CA,F04,T00,22.00,204.00,214.00
NC,NC,F07,T00,2331.00,9604.00,305.00
TN,NJ,F06,T00,20.00,20.00,9.00
MO,TX,F07,T03,738.00,690.00,195.00
TN,VA,F05,T03,292.00,238.00,57.00
NY,CT,F08,T03,30.00,64.00,6.00
IL,FL,F06,T00,118.00,250.00,137.00
IL,TN,F07,T03,422.00,548.00,119.00
CA,NJ,F08,T00,265.00,292.00,438.00
CA,WA,F08,T00,225.00,482.00,245.00
NV,CA,F07,T03,495.00,868.00,146.00
IL,GA,F06,T00,224.00,576.00,193.00
PA,IN,F06,T03,366.00,384.00,109.00
CA,AZ,F05,T00,174.00,206.00,44.00
IN,MI,F06,T03,126.00,228.00,29.00
KY,AL,F08,T00,23.00,18.00,4.00
OH,TN,F06,T03,530.00,938.00,207.00
WV,MD,F05,T00,6.00,8.00,1.00
AL,MO,F05,T00,47.00,54.00,16.00
MO,LA,F05,T03,25.00,26.00,9.00
MI,MI,F06,T03,750.00,540.00,19.00
MS,UT,F05,T00,59.00,46.00,40.00
PA,TX,F06,T03,235.00,206.00,154.00
CA,IN,F07,T00,91.00,128.00,146.00
MT,CA,F06,T00,29.00,180.00,111.00
NC,FL,F07,T00,219.00,556.00,181.00
IN,OK,F07,T00,20.00,86.00,30.00
IA,MI,F06,T03,172.00,172.00,44.00
CA,CA,F06,T00,7958.00,14516.00,788.00
TN,NC,F07,T00,283.00,842.00,125.00
AK,CA,F05,T11,16.00,4.00,8.00
VA,NC,F07,T00,706.00,2182.00,224.00
KY,TN,F07,T03,320.00,1100.00,86.00
MD,CA,F07,T00,58.00,40.00,55.00
FL,MO,F07,T00,61.00,174.00,103.00
MN,TN,F05,T00,85.00,78.00,35.00
GA,KY,F07,T03,84.00,218.00,47.00
NJ,GA,F07,T00,308.00,254.00,111.00
TX,CA,F05,T03,1987.00,1526.00,1019.00
ID,NY,F03,T03,80.00,186.00,210.00
TN,FL,F07,T00,637.00,1116.00,440.00
WI,PA,F05,T03,151.00,104.00,44.00
TX,MS,F07,T00,40.00,72.00,17.00
CO,FL,F07,T00,11.00,10.00,9.00
IA,NE,F07,T03,163.00,698.00,83.00
SC,PA,F05,T00,113.00,114.00,33.00
IN,NC,F07,T03,83.00,204.00,64.00
NY,DE,F07,T03,49.00,54.00,8.00
GA,DE,F05,T03,110.00,116.00,38.00
TN,NJ,F07,T00,132.00,220.00,114.00
TN,WI,F07,T03,72.00,104.00,40.00
AR,MD,F05,T00,111.00,48.00,28.00
OK,IL,F07,T00,20.00,20.00,6.00
SC,NC,F07,T03,2890.00,3794.00,274.00
DE,CA,F07,T03,41.00,80.00,111.00
OK,OK,F06,T03,336.00,602.00,29.00
KY,PA,F07,T00,98.00,248.00,79.00
OH,GA,F06,T00,107.00,170.00,50.00
OH,OH,F05,T00,931.00,496.00,10.00
CA,TX,F07,T03,667.00,972.00,715.00
KS,CA,F05,T00,685.00,512.00,391.00
GA,TX,F08,T03,56.00,168.00,74.00
KY,MI,F08,T00,20.00,12.00,2.00
LA,TX,F07,T03,242.00,488.00,94.00
AL,MO,F07,T03,166.00,160.00,56.00
TX,FL,F07,T00,409.00,410.00,221.00
IA,MN,F04,T03,81.00,350.00,45.00
AR,MS,F07,T03,363.00,1392.00,208.00
NY,GA,F08,T03,16.00,36.00,17.00
TN,KY,F06,T03,365.00,338.00,32.00
NE,MN,F05,T03,426.00,224.00,46.00
IL,OH,F05,T03,367.00,348.00,77.00
WI,PA,F05,T00,97.00,66.00,28.00
AL,GA,F05,T03,789.00,848.00,95.00
IA,OK,F07,T06,22.00,254.00,79.00
PA,IL,F06,T03,688.00,734.00,253.00
TN,NY,F07,T03,128.00,144.00,74.00
NC,NJ,F08,T03,70.00,304.00,74.00
IN,LA,F04,T07,32.00,664.00,376.00
NJ,FL,F06,T03,131.00,136.00,80.00
SD,IA,F03,T00,460.00,5880.00,320.00
PA,IL,F06,T00,370.00,384.00,131.00
WI,OR,F07,T03,23.00,10.00,11.00
MO,FL,F05,T00,48.00,30.00,19.00
GA,NC,F08,T00,40.00,124.00,21.00
WA,KY,F03,T03,22.00,72.00,84.00
NC,MA,F05,T00,39.00,30.00,11.00
CA,OH,F08,T00,134.00,238.00,304.00
NC,NH,F05,T00,4.00,4.00,2.00
IN,MI,F03,T00,22.00,112.00,10.00
KS,WI,F06,T03,26.00,68.00,21.00
TX,IA,F05,T03,34.00,164.00,60.00
FL,MA,F07,T00,88.00,232.00,163.00
KS,MO,F05,T00,578.00,396.00,53.00
ND,MT,F04,T06,4.00,90.00,38.00
CO,UT,F08,T03,96.00,240.00,54.00
AL,TX,F05,T00,175.00,302.00,127.00
CA,AZ,F08,T00,142.00,264.00,75.00
IA,AR,F04,T06,66.00,806.00,310.00
VT,FL,F07,T03,73.00,60.00,44.00
NV,MO,F07,T00,91.00,120.00,97.00
IN,MI,F07,T03,745.00,1660.00,157.00
MO,SC,F07,T00,33.00,34.00,15.00
KY,WV,F07,T03,33.00,100.00,7.00
KY,PA,F06,T03,101.00,72.00,20.00
VA,FL,F06,T00,167.00,108.00,41.00
IL,WI,F07,T00,611.00,870.00,71.00
ID,MD,F03,T03,20.00,64.00,70.00
AR,UT,F05,T03,274.00,172.00,114.00
AL,LA,F07,T00,99.00,272.00,59.00
NM,WI,F07,T00,75.00,100.00,73.00
ND,TX,F07,T06,69.00,302.00,208.00
CT,VT,F07,T03,15.00,16.00,1.00
OH,PA,F08,T00,97.00,372.00,75.00
WI,CT,F07,T03,122.00,64.00,35.00
MS,MS,F08,T03,1233.00,1462.00,24.00
CO,WA,F05,T00,102.00,58.00,36.00
AK,AK,F07,T00,157.00,394.00,10.00
ID,CA,F03,T03,224.00,574.00,234.00
CA,IA,F08,T00,11.00,12.00,11.00
TN,GA,F05,T00,627.00,828.00,75.00
CA,NC,F03,T00,217.00,352.00,532.00
HI,HI,F05,T03,123.00,62.00,1.00
NC,AL,F07,T00,97.00,202.00,52.00
WI,NJ,F07,T03,313.00,242.00,122.00
CA,ID,F08,T03,75.00,142.00,54.00
LA,IL,F07,T00,69.00,194.00,94.00
IA,NE,F07,T00,163.00,698.00,83.00
IA,LA,F02,T07,1062.00,22112.00,14562.00
NM,TX,F06,T00,30.00,14.00,4.00
ME,NH,F06,T00,51.00,90.00,4.00
NE,CA,F05,T00,743.00,508.00,392.00
MO,LA,F02,T07,740.00,17244.00,8132.00
IA,NY,F04,T06,36.00,442.00,224.00
OK,WI,F06,T03,4.00,22.00,9.00
CO,CO,F08,T03,3757.00,6126.00,85.00
VT,TX,F07,T03,23.00,20.00,18.00
CA,CA,F07,T00,27142.00,59988.00,2651.00
TN,PA,F07,T03,408.00,504.00,146.00
GA,VA,F07,T00,172.00,384.00,109.00
MN,TN,F05,T03,170.00,156.00,70.00
CO,NE,F07,T00,63.00,32.00,7.00
NC,IL,F06,T03,24.00,50.00,21.00
MS,CA,F05,T00,362.00,422.00,409.00
WI,IL,F05,T03,298.00,176.00,17.00
OH,AR,F06,T03,106.00,120.00,44.00
GA,MI,F07,T03,33.00,114.00,43.00
IA,MI,F07,T03,131.00,532.00,113.00
MI,CA,F06,T00,123.00,118.00,132.00
IL,UT,F07,T03,76.00,66.00,45.00
NY,NH,F07,T03,19.00,34.00,7.00
GA,IN,F05,T03,10.00,8.00,2.00
NV,NJ,F07,T03,62.00,32.00,38.00
AL,AL,F08,T00,885.00,1554.00,17.00
GA,NJ,F07,T00,116.00,96.00,39.00
KS,IL,F05,T03,1110.00,680.00,270.00
SC,KS,F07,T00,42.00,14.00,8.00
IA,LA,F03,T00,846.00,9846.00,6302.00
DE,CT,F07,T00,21.00,58.00,9.00
AR,NE,F05,T03,232.00,134.00,31.00
ND,ND,F02,T00,888.00,12440.00,576.00
LA,FL,F06,T00,19.00,130.00,73.00
IA,ME,F06,T06,16.00,114.00,42.00
MA,PA,F05,T00,247.00,84.00,16.00
GA,AL,F05,T00,462.00,414.00,40.00
SC,PA,F05,T03,151.00,146.00,43.00
IL,TN,F07,T00,259.00,664.00,128.00
NJ,TX,F07,T00,180.00,186.00,154.00
WV,WV,F08,T03,76.00,32.00,2.00
GA,CA,F06,T03,214.00,256.00,292.00
NJ,NJ,F08,T03,271.00,420.00,10.00
WA,OR,F08,T03,66.00,168.00,16.00
CT,CT,F06,T00,262.00,174.00,2.00
TN,CA,F06,T03,201.00,302.00,289.00
NH,NY,F08,T03,62.00,176.00,28.00
NJ,FL,F07,T00,287.00,510.00,287.00
VT,IN,F07,T03,22.00,20.00,10.00
MS,LA,F07,T00,137.00,454.00,55.00
IL,OH,F06,T03,326.00,496.00,84.00
GA,CA,F05,T03,378.00,480.00,553.00
NC,FL,F07,T03,381.00,592.00,168.00
RI,IL,F05,T03,4.00,2.00,1.00
VA,NC,F07,T03,168.00,520.00,64.00
KS,KS,F08,T03,1364.00,1952.00,26.00
CA,MD,F07,T00,266.00,508.00,701.00
MO,MN,F06,T00,41.00,144.00,40.00
WA,UT,F07,T00,49.00,100.00,35.00
MD,IL,F07,T03,150.00,204.00,74.00
NM,CA,F06,T03,92.00,36.00,16.00
IL,MN,F07,T00,296.00,382.00,77.00
IA,OH,F06,T00,21.00,72.00,21.00
DE,MD,F05,T00,56.00,104.00,5.00
TN,FL,F07,T03,1157.00,1486.00,541.00
CA,KY,F06,T03,152.00,64.00,72.00
TX,TX,F07,T03,11829.00,31182.00,1497.00
TX,WI,F05,T00,85.00,84.00,47.00
AL,GA,F05,T00,457.00,478.00,52.00
NY,MS,F07,T00,17.00,52.00,26.00
DE,FL,F05,T03,16.00,32.00,16.00
WA,CA,F05,T03,958.00,480.00,212.00
VA,VA,F03,T03,2205.00,2104.00,56.00
NC,MA,F03,T03,24.00,48.00,14.00
WI,WI,F08,T00,1855.00,2896.00,66.00
AZ,UT,F07,T00,70.00,62.00,23.00
NC,SC,F07,T03,559.00,1418.00,105.00
WI,SD,F08,T00,24.00,86.00,23.00
MN,WI,F02,T03,2.00,28.00,2.00
OK,NM,F05,T00,7.00,4.00,1.00
CA,IA,F03,T00,41.00,78.00,70.00
ND,OK,F04,T00,8.00,110.00,63.00
CO,OR,F04,T00,94.00,210.00,122.00
GA,GA,F07,T00,2322.00,6970.00,236.00
AL,SC,F05,T00,47.00,82.00,20.00
CO,NM,F08,T03,102.00,268.00,74.00
MD,MD,F07,T03,4606.00,11152.00,164.00
CA,HI,F08,T00,64.00,112.00,146.00
ND,VA,F04,T03,4.00,24.00,18.00
TN,TX,F07,T06,36.00,252.00,76.00
TX,IN,F07,T03,86.00,56.00,24.00
OK,FL,F05,T03,55.00,48.00,34.00
MN,MN,F05,T03,1137.00,1486.00,57.00
GA,OH,F05,T00,291.00,176.00,45.00
MN,NE,F07,T06,74.00,450.00,121.00
ND,IL,F07,T00,201.00,908.00,358.00
AL,OH,F05,T00,77.00,90.00,29.00
AL,MO,F07,T00,85.00,86.00,30.00
GA,AL,F07,T00,410.00,1264.00,92.00
MS,OK,F01,T00,54.00,64.00,23.00
NJ,TX,F07,T03,348.00,348.00,288.00
IA,TN,F05,T03,172.00,216.00,68.00
CT,RI,F07,T03,34.00,88.00,3.00
GA,IL,F07,T00,70.00,120.00,41.00
WI,MA,F07,T03,303.00,238.00,139.00
MS,MS,F05,T03,1583.00,3004.00,114.00
AZ,PA,F07,T03,20.00,12.00,12.00
CA,NV,F07,T00,475.00,962.00,125.00
AL,TN,F07,T03,480.00,1406.00,122.00
WV,WV,F04,T00,62.00,844.00,11.00
WV,WV,F07,T00,598.00,2206.00,46.00
WA,WA,F07,T00,3899.00,7046.00,268.00
VT,VT,F08,T00,202.00,286.00,4.00
VT,MA,F07,T00,285.00,678.00,79.00
IA,CA,F07,T06,98.00,866.00,880.00
WV,NY,F05,T00,22.00,34.00,6.00
ID,CO,F03,T00,25.00,80.00,26.00
CA,WA,F07,T03,1763.00,1942.00,937.00
MI,KY,F07,T00,99.00,242.00,51.00
NY,CO,F07,T00,11.00,18.00,15.00
IN,AL,F04,T06,33.00,442.00,165.00
TN,FL,F06,T03,167.00,134.00,39.00
IN,LA,F02,T00,131.00,3164.00,1601.00
OH,WI,F07,T00,303.00,488.00,115.00
MO,NC,F07,T03,61.00,60.00,27.00
NY,NY,F06,T03,455.00,660.00,37.00
NY,IL,F03,T00,21.00,12.00,5.00
AZ,AZ,F08,T03,2638.00,2796.00,18.00
NY,FL,F07,T00,230.00,340.00,218.00
ID,CO,F07,T03,58.00,132.00,48.00
AR,PA,F05,T00,302.00,192.00,97.00
CA,FL,F03,T03,165.00,342.00,482.00
AL,MS,F07,T00,306.00,478.00,44.00
NY,VT,F07,T03,77.00,162.00,24.00
TN,FL,F07,T06,58.00,374.00,170.00
MO,MO,F07,T03,584.00,1436.00,84.00
CT,CA,F07,T00,75.00,42.00,59.00
OR,TX,F03,T00,45.00,92.00,94.00
IL,TX,F07,T03,1216.00,2042.00,987.00
CO,NE,F04,T00,7.00,122.00,22.00
WA,NC,F03,T03,34.00,80.00,112.00
AR,GA,F05,T00,136.00,196.00,66.00
FL,OK,F03,T03,10.00,4.00,2.00
KY,IL,F06,T00,150.00,124.00,20.00
NH,OH,F07,T03,15.00,16.00,6.00
IL,MO,F08,T00,40.00,166.00,17.00
MA,MA,F06,T00,472.00,746.00,15.00
IN,GA,F07,T03,328.00,370.00,112.00
AL,VA,F07,T00,106.00,422.00,145.00
KY,LA,F08,T00,39.00,24.00,9.00
IN,PA,F07,T03,10.00,12.00,3.00
NY,NH,F07,T00,19.00,34.00,7.00
PA,NJ,F06,T03,745.00,844.00,46.00
HI,FL,F07,T00,10.00,24.00,80.00
MO,MD,F07,T03,30.00,36.00,16.00
ID,KY,F03,T03,56.00,344.00,302.00
ND,MN,F07,T00,162.00,986.00,96.00
DE,MO,F05,T03,9.00,42.00,23.00
NC,SC,F05,T03,398.00,446.00,35.00
IL,NE,F07,T03,30.00,80.00,19.00
WY,WY,F07,T00,148.00,458.00,20.00
NC,NY,F07,T03,354.00,428.00,152.00
OH,MI,F08,T00,496.00,1428.00,195.00
NC,SC,F06,T03,5.00,40.00,4.00
IL,LA,F04,T03,278.00,160.00,62.00
CT,GA,F07,T00,33.00,20.00,10.00
PA,TX,F07,T03,318.00,272.00,202.00
GA,TN,F07,T00,495.00,1068.00,143.00
MS,TN,F07,T03,46.00,232.00,15.00
NC,PA,F08,T00,82.00,382.00,78.00
DE,NY,F07,T00,35.00,88.00,16.00
TN,TX,F07,T03,698.00,926.00,354.00
ND,MN,F05,T03,84.00,70.00,4.00
PA,NC,F07,T00,116.00,358.00,79.00
TN,CA,F07,T00,504.00,510.00,539.00
KS,MO,F06,T03,35.00,82.00,9.00
NJ,NY,F08,T03,825.00,1000.00,31.00
SC,CA,F05,T03,72.00,104.00,130.00
VT,GA,F07,T03,71.00,58.00,33.00
UT,MS,F07,T00,13.00,46.00,38.00
OH,AR,F06,T00,53.00,60.00,22.00
ND,OR,F04,T06,2.00,70.00,56.00
CO,CO,F05,T03,983.00,590.00,15.00
KS,SC,F07,T00,4.00,2.00,1.00
CT,IN,F07,T00,6.00,6.00,2.00
WA,IL,F03,T03,32.00,88.00,86.00
CA,IL,F07,T03,380.00,626.00,656.00
IL,WI,F05,T03,443.00,570.00,49.00
AZ,NV,F06,T03,56.00,52.00,8.00
NE,MA,F05,T00,197.00,116.00,88.00
GA,LA,F07,T03,181.00,490.00,130.00
NY,NY,F08,T03,7352.00,9554.00,112.00
VT,RI,F07,T03,6.00,6.00,1.00
WV,PA,F05,T00,111.00,90.00,10.00
KS,OH,F05,T00,128.00,140.00,70.00
MN,MN,F07,T03,9826.00,22956.00,824.00
GA,SC,F08,T00,62.00,160.00,24.00
ND,MO,F06,T03,9.00,30.00,14.00
NV,NV,F07,T03,2012.00,4336.00,44.00
MO,WI,F07,T00,158.00,224.00,66.00
OH,MI,F07,T00,748.00,1160.00,98.00
MI,MO,F07,T00,73.00,224.00,62.00
VA,PA,F07,T00,621.00,366.00,43.00
WA,CA,F07,T03,1567.00,2338.00,1149.00
ND,WA,F08,T00,16.00,84.00,65.00
DE,DE,F05,T00,108.00,218.00,2.00
NY,IL,F05,T00,44.00,22.00,8.00
WI,FL,F05,T00,124.00,112.00,76.00
ND,ND,F05,T00,135.00,66.00,3.00
NY,OH,F08,T03,138.00,354.00,77.00
IA,CA,F07,T03,213.00,290.00,260.00
DE,MA,F05,T03,13.00,26.00,6.00
AR,CO,F05,T00,102.00,80.00,34.00
VT,NY,F07,T00,108.00,214.00,27.00
KY,IN,F05,T03,66.00,62.00,5.00
OK,OK,F06,T00,199.00,466.00,24.00
SD,SD,F08,T03,315.00,516.00,11.00
TN,WI,F05,T03,40.00,36.00,11.00
LA,SC,F07,T00,25.00,58.00,23.00
AK,WA,F05,T00,570.00,424.00,152.00
MN,PA,F05,T00,44.00,48.00,25.00
IA,NJ,F07,T00,80.00,396.00,230.00
NV,TX,F07,T00,51.00,34.00,20.00
SD,SD,F07,T03,248.00,702.00,12.00
MO,GA,F07,T03,573.00,650.00,220.00
FL,NC,F07,T00,435.00,550.00,170.00
MA,CA,F05,T11,6.00,2.00,2.00
ID,MN,F03,T00,36.00,80.00,47.00
MO,TN,F07,T03,69.00,82.00,22.00
NC,CA,F06,T03,24.00,40.00,56.00
CA,OK,F03,T03,26.00,84.00,65.00
AK,WA,F05,T11,53.00,18.00,11.00
TN,NJ,F07,T03,210.00,208.00,88.00
KY,MI,F08,T03,40.00,20.00,4.00
SC,IA,F05,T03,70.00,64.00,30.00
