Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
CA,OK,F07,T04,81.00,126.00,102.00
SC,PA,F05,T03,113.00,114.00,33.00
WI,WI,F06,T00,969.00,912.00,48.00
WV,WV,F04,T00,62.00,844.00,11.00
AR,NJ,F05,T00,91.00,58.00,36.00
TX,TX,F07,T03,7034.00,18128.00,1114.00
AR,MS,F05,T04,167.00,172.00,34.00
NE,TX,F05,T04,898.00,748.00,293.00
OH,GA,F07,T00,116.00,304.00,107.00
FL,SC,F05,T03,44.00,30.00,6.00
FL,MI,F07,T03,143.00,280.00,171.00
IL,UT,F07,T04,36.00,28.00,19.00
IA,MI,F06,T00,89.00,110.00,29.00
WA,KY,F03,T00,11.00,36.00,42.00
DE,TX,F07,T00,29.00,96.00,73.00
MI,MI,F09,T05,356.00,106.00,2.00
MO,MN,F06,T00,41.00,144.00,40.00
IA,PA,F06,T04,71.00,90.00,42.00
MO,MD,F05,T04,11.00,6.00,3.00
LA,LA,F08,T00,1182.00,1174.00,15.00
CT,IN,F07,T03,6.00,6.00,2.00
NY,TN,F08,T04,22.00,62.00,26.00
NJ,MD,F07,T03,458.00,522.00,42.00
IL,NC,F07,T00,205.00,1178.00,524.00
MD,TX,F07,T00,53.00,56.00,41.00
NH,MA,F05,T00,224.00,94.00,3.00
TX,PA,F05,T04,52.00,48.00,37.00
FL,NC,F07,T04,210.00,342.00,108.00
MN,TX,F05,T03,371.00,458.00,272.00
NV,NV,F07,T05,881.00,1888.00,20.00
CO,NM,F08,T04,51.00,134.00,37.00
IN,IN,F05,T03,238.00,180.00,4.00
NY,TX,F07,T04,86.00,172.00,131.00
CA,MI,F07,T00,196.00,400.00,466.00
IL,TX,F06,T00,175.00,438.00,233.00
IA,TX,F04,T06,39.00,478.00,272.00
IL,MN,F07,T03,296.00,382.00,77.00
MS,FL,F05,T04,121.00,122.00,42.00
CT,UT,F07,T00,10.00,4.00,5.00
VT,CT,F07,T04,31.00,72.00,9.00
NM,IL,F07,T00,28.00,24.00,16.00
FL,NC,F06,T00,72.00,44.00,14.00
IL,WI,F07,T03,611.00,870.00,71.00
CA,TN,F07,T04,44.00,170.00,195.00
FL,MS,F05,T03,30.00,30.00,9.00
PA,NY,F07,T04,387.00,1284.00,133.00
LA,LA,F08,T03,1182.00,1174.00,15.00
NY,VA,F08,T00,62.00,134.00,27.00
WA,AZ,F08,T04,12.00,20.00,14.00
FL,MN,F07,T00,98.00,144.00,117.00
TN,TX,F07,T00,387.00,718.00,253.00
IL,IL,F08,T05,3515.00,5358.00,50.00
CA,VA,F08,T03,62.00,66.00,91.00
GA,MS,F08,T03,89.00,224.00,44.00
NC,NH,F05,T04,4.00,4.00,2.00
IA,VA,F07,T00,19.00,126.00,58.00
PA,NC,F07,T03,116.00,358.00,79.00
NC,CA,F06,T04,12.00,20.00,28.00
IL,MS,F07,T00,177.00,670.00,169.00
OK,TX,F06,T04,84.00,352.00,63.00
CA,AZ,F03,T03,388.00,676.00,184.00
MA,MA,F06,T05,376.00,578.00,11.00
VA,NC,F08,T03,248.00,590.00,76.00
KS,KS,F02,T04,3004.00,64858.00,2205.00
IA,IA,F07,T03,1706.00,8906.00,247.00
NV,NJ,F07,T00,31.00,16.00,19.00
KY,LA,F08,T04,39.00,24.00,9.00
TN,SC,F03,T03,63.00,124.00,34.00
IA,GA,F04,T04,73.00,200.00,82.00
OR,WA,F07,T00,927.00,2330.00,179.00
GA,SC,F07,T03,350.00,892.00,92.00
DE,MD,F05,T03,56.00,104.00,5.00
NH,NH,F08,T05,321.00,560.00,6.00
MI,GA,F07,T04,63.00,48.00,19.00
ND,SD,F06,T00,45.00,76.00,9.00
MO,TN,F07,T04,69.00,82.00,22.00
VT,MO,F07,T04,26.00,24.00,14.00
KY,PA,F06,T00,51.00,36.00,10.00
OH,GA,F06,T00,107.00,170.00,50.00
NC,NC,F08,T00,2370.00,4154.00,68.00
OH,NC,F03,T04,28.00,18.00,4.00
MD,NJ,F06,T03,107.00,104.00,8.00
MD,VA,F07,T04,212.00,730.00,35.00
NY,MI,F08,T04,115.00,266.00,76.00
NC,GA,F07,T03,130.00,354.00,51.00
OH,MI,F08,T03,459.00,1306.00,178.00
OH,PA,F07,T00,1121.00,3604.00,551.00
MI,OH,F07,T04,273.00,938.00,123.00
MO,LA,F02,T00,370.00,8622.00,4066.00
IL,FL,F07,T03,137.00,298.00,168.00
TN,PA,F06,T04,136.00,198.00,89.00
NE,MI,F05,T04,527.00,310.00,124.00
TN,LA,F07,T00,164.00,384.00,83.00
NE,NE,F07,T04,124.00,616.00,34.00
WA,CA,F08,T00,77.00,110.00,51.00
GA,SC,F07,T04,195.00,488.00,58.00
CA,GA,F08,T00,75.00,68.00,95.00
IA,TX,F02,T00,61.00,868.00,412.00
IL,TX,F07,T03,650.00,1122.00,530.00
PA,PA,F06,T03,2748.00,3294.00,114.00
LA,FL,F06,T06,13.00,126.00,72.00
IA,OK,F07,T06,22.00,254.00,79.00
IA,IA,F06,T03,356.00,998.00,6.00
TX,FL,F07,T04,391.00,386.00,208.00
CA,IN,F08,T03,27.00,26.00,29.00
MS,CA,F05,T04,341.00,398.00,386.00
OK,TX,F06,T03,90.00,358.00,64.00
MO,CA,F06,T03,109.00,316.00,268.00
AR,KY,F07,T03,14.00,66.00,7.00
MA,RI,F06,T05,90.00,174.00,2.00
ID,PA,F07,T04,31.00,46.00,49.00
CA,IA,F08,T00,11.00,12.00,11.00
IN,PA,F06,T04,141.00,386.00,125.00
MS,LA,F07,T04,17.00,98.00,8.00
KY,WI,F05,T03,47.00,36.00,9.00
NE,MN,F05,T03,213.00,112.00,23.00
VT,RI,F07,T00,6.00,6.00,1.00
MD,OH,F07,T03,98.00,194.00,39.00
GA,KY,F07,T00,63.00,160.00,40.00
ID,FL,F03,T03,120.00,348.00,440.00
GA,GA,F07,T03,2273.00,6698.00,227.00
KY,TX,F08,T04,96.00,40.00,20.00
PA,MA,F06,T03,143.00,152.00,27.00
MO,FL,F06,T00,31.00,126.00,73.00
PA,FL,F07,T04,228.00,506.00,270.00
KS,SC,F07,T04,4.00,2.00,1.00
KS,MO,F06,T04,35.00,82.00,9.00
NV,WA,F07,T00,76.00,126.00,72.00
CA,WA,F07,T04,771.00,742.00,349.00
IA,MS,F05,T03,37.00,34.00,11.00
GA,MI,F05,T00,191.00,244.00,86.00
IA,WI,F04,T00,139.00,682.00,81.00
AK,WA,F05,T11,53.00,18.00,11.00
PA,NY,F06,T04,159.00,168.00,19.00
IA,OH,F04,T04,45.00,92.00,20.00
IN,NC,F04,T06,42.00,508.00,211.00
IN,WI,F07,T03,100.00,216.00,33.00
AR,AR,F07,T04,53.00,156.00,5.00
SC,VA,F07,T00,25.00,60.00,9.00
GA,SC,F05,T03,563.00,310.00,37.00
IA,LA,F07,T00,286.00,1898.00,1108.00
LA,TX,F07,T03,194.00,400.00,78.00
CA,LA,F08,T03,14.00,8.00,9.00
MS,TX,F05,T00,185.00,170.00,45.00
AR,MO,F07,T03,151.00,432.00,60.00
DE,MD,F03,T00,22.00,256.00,4.00
NE,NE,F08,T00,393.00,520.00,11.00
GA,AL,F05,T03,462.00,414.00,40.00
KS,TX,F05,T04,1099.00,890.00,272.00
NY,CT,F07,T03,217.00,392.00,47.00
PA,CA,F05,T03,12.00,8.00,13.00
NJ,CT,F08,T03,91.00,244.00,13.00
TN,MD,F07,T03,23.00,42.00,15.00
NY,NC,F07,T04,143.00,164.00,55.00
IA,PA,F06,T03,71.00,90.00,42.00
NM,TX,F07,T00,248.00,422.00,56.00
VT,CT,F04,T03,2.00,14.00,2.00
CO,FL,F07,T00,11.00,10.00,9.00
NE,PA,F05,T00,296.00,152.00,88.00
FL,MI,F07,T04,137.00,262.00,160.00
MS,MA,F05,T00,78.00,98.00,69.00
CA,CA,F06,T00,7958.00,14516.00,788.00
VA,NY,F05,T00,147.00,236.00,48.00
NC,NY,F03,T03,9.00,14.00,4.00
CO,NE,F04,T00,7.00,122.00,22.00
IA,CA,F05,T04,446.00,284.00,253.00
CT,CT,F08,T00,1143.00,1184.00,12.00
TX,NC,F05,T03,306.00,170.00,109.00
GA,NC,F05,T04,255.00,170.00,35.00
MN,CA,F05,T04,361.00,298.00,276.00
CA,CA,F08,T03,13750.00,17236.00,618.00
NC,DE,F05,T03,46.00,38.00,5.00
OH,AR,F06,T04,53.00,60.00,22.00
CA,CO,F06,T00,130.00,286.00,177.00
OH,OH,F08,T04,464.00,1408.00,76.00
IN,TN,F07,T03,80.00,114.00,25.00
OR,GA,F07,T06,14.00,44.00,62.00
OH,MN,F07,T00,149.00,226.00,80.00
VA,IL,F06,T00,122.00,126.00,47.00
CA,FL,F06,T03,50.00,84.00,109.00
CO,CO,F05,T04,235.00,114.00,3.00
CA,NV,F08,T03,118.00,288.00,54.00
MS,KY,F07,T04,25.00,148.00,40.00
MO,TX,F06,T00,291.00,1002.00,286.00
KY,NC,F08,T03,25.00,10.00,3.00
IA,IL,F08,T03,82.00,462.00,38.00
FL,SC,F07,T04,38.00,82.00,19.00
FL,GA,F04,T00,21.00,398.00,78.00
IN,GA,F07,T00,187.00,390.00,130.00
KY,IL,F06,T00,150.00,124.00,20.00
WI,PA,F05,T00,97.00,66.00,28.00
NE,WA,F05,T03,140.00,94.00,73.00
IN,PA,F06,T03,141.00,386.00,125.00
GA,IA,F05,T04,120.00,68.00,30.00
KS,GA,F06,T00,49.00,74.00,32.00
MN,ND,F07,T03,167.00,794.00,132.00
WI,PA,F06,T00,29.00,30.00,11.00
MO,TX,F07,T00,395.00,392.00,110.00
IL,TN,F05,T03,132.00,86.00,21.00
MS,CA,F05,T03,362.00,422.00,409.00
TN,VA,F06,T05,43.00,42.00,6.00
NY,CT,F08,T03,30.00,64.00,6.00
IA,WI,F08,T04,52.00,288.00,33.00
TX,PA,F04,T00,4.00,2.00,1.00
IL,MS,F04,T06,55.00,688.00,243.00
WI,MI,F07,T00,887.00,2078.00,395.00
CA,NY,F07,T04,112.00,356.00,500.00
AR,IN,F05,T00,332.00,180.00,54.00
SC,IA,F05,T00,35.00,32.00,15.00
OH,MI,F07,T04,366.00,582.00,60.00
KS,NY,F07,T03,7.00,4.00,3.00
KY,MS,F07,T00,9.00,58.00,14.00
IA,IA,F04,T04,425.00,4078.00,132.00
GA,DE,F05,T03,55.00,58.00,19.00
TX,PA,F05,T03,53.00,54.00,42.00
KS,AL,F06,T00,29.00,50.00,19.00
NE,NY,F05,T04,523.00,246.00,159.00
MO,FL,F06,T03,31.00,126.00,73.00
MO,TX,F06,T03,175.00,580.00,167.00
AR,UT,F05,T00,137.00,86.00,57.00
MO,OH,F05,T04,34.00,42.00,12.00
ID,CA,F05,T04,266.00,268.00,93.00
FL,MA,F07,T00,88.00,232.00,163.00
OK,IL,F07,T03,20.00,20.00,6.00
ID,CA,F07,T00,360.00,1104.00,488.00
TX,KS,F05,T05,27.00,38.00,11.00
GA,TX,F07,T03,305.00,358.00,154.00
MI,GA,F07,T03,83.00,62.00,25.00
VT,MA,F07,T00,285.00,678.00,79.00
MN,GA,F05,T03,81.00,72.00,43.00
NH,FL,F07,T04,10.00,10.00,8.00
MI,KY,F07,T00,99.00,242.00,51.00
UT,FL,F07,T04,12.00,46.00,51.00
TN,NY,F07,T04,64.00,72.00,37.00
KY,CA,F05,T00,40.00,34.00,36.00
AL,AL,F07,T00,3918.00,10188.00,259.00
DE,PA,F05,T04,89.00,132.00,13.00
WA,TX,F03,T03,73.00,196.00,203.00
FL,AZ,F07,T03,8.00,10.00,10.00
NY,MN,F07,T04,26.00,32.00,16.00
IA,IA,F05,T04,741.00,728.00,33.00
OH,CA,F07,T04,290.00,576.00,650.00
AL,VA,F05,T03,17.00,20.00,8.00
IL,IL,F07,T04,3158.00,9610.00,227.00
TX,NM,F05,T00,29.00,40.00,14.00
TN,PA,F07,T00,215.00,304.00,103.00
MN,WI,F05,T04,225.00,248.00,43.00
CA,OR,F03,T03,285.00,392.00,133.00
IN,OH,F07,T04,310.00,1380.00,109.00
OK,IL,F07,T00,20.00,20.00,6.00
ND,FL,F03,T00,18.00,48.00,44.00
TX,MS,F07,T03,40.00,72.00,17.00
NY,MA,F08,T00,77.00,176.00,25.00
NY,MS,F07,T00,17.00,52.00,26.00
FL,NC,F04,T04,6.00,84.00,28.00
IN,LA,F04,T00,16.00,332.00,188.00
ND,ND,F04,T00,48.00,528.00,49.00
MN,NE,F05,T00,175.00,254.00,33.00
OK,TX,F07,T04,112.00,230.00,48.00
LA,AL,F07,T00,43.00,148.00,27.00
OH,PA,F01,T05,92.00,220.00,40.00
CO,MN,F07,T03,17.00,18.00,8.00
NC,NJ,F08,T03,35.00,152.00,37.00
CA,NY,F05,T04,35.00,16.00,22.00
SD,MN,F02,T00,439.00,7866.00,1225.00
NE,MO,F05,T00,444.00,224.00,50.00
DE,AZ,F05,T03,3.00,14.00,18.00
KS,TX,F07,T04,159.00,1104.00,258.00
WA,OR,F05,T04,192.00,114.00,10.00
CO,NM,F08,T03,51.00,134.00,37.00
LA,AL,F05,T00,11.00,8.00,2.00
CT,MA,F07,T05,228.00,436.00,14.00
ID,ID,F08,T03,192.00,346.00,6.00
TN,TN,F08,T00,1653.00,2490.00,58.00
SC,PA,F06,T03,26.00,36.00,11.00
MA,PA,F05,T03,247.00,84.00,16.00
NY,OH,F07,T00,413.00,588.00,102.00
NE,WA,F05,T00,140.00,94.00,73.00
CA,FL,F08,T03,251.00,236.00,344.00
IA,MI,F07,T00,97.00,596.00,123.00
IL,KY,F07,T04,303.00,860.00,139.00
WI,IL,F08,T05,243.00,802.00,45.00
MN,WI,F05,T03,273.00,290.00,48.00
NH,FL,F05,T03,60.00,8.00,6.00
NV,NV,F08,T05,984.00,900.00,7.00
DE,CT,F07,T04,21.00,58.00,9.00
MI,AL,F07,T04,38.00,144.00,56.00
DE,CA,F07,T03,21.00,40.00,56.00
MS,UT,F05,T03,59.00,46.00,40.00
CA,AZ,F05,T04,133.00,150.00,34.00
TX,CO,F05,T03,210.00,134.00,42.00
ND,MN,F07,T04,50.00,456.00,48.00
CO,NE,F07,T00,63.00,32.00,7.00
VA,NC,F08,T05,229.00,558.00,72.00
MS,TN,F07,T00,46.00,232.00,15.00
TN,GA,F07,T00,866.00,2064.00,315.00
CA,MS,F03,T04,12.00,8.00,8.00
CA,UT,F05,T04,69.00,70.00,25.00
OK,TX,F05,T03,396.00,348.00,60.00
NC,TN,F06,T03,18.00,28.00,5.00
IA,WI,F05,T00,355.00,444.00,59.00
NY,PA,F08,T03,189.00,506.00,73.00
CA,CA,F03,T03,18969.00,31996.00,1263.00
MO,CO,F07,T00,91.00,64.00,24.00
OK,UT,F05,T03,16.00,16.00,9.00
AZ,CA,F05,T04,337.00,228.00,45.00
IA,AZ,F05,T03,53.00,56.00,43.00
MD,CT,F06,T00,58.00,24.00,3.00
IL,IL,F09,T05,421.00,12.00,1.00
MI,MI,F05,T03,434.00,344.00,12.00
IL,MS,F01,T04,4.00,14.00,3.00
MD,DC,F07,T00,151.00,58.00,1.00
NC,IL,F06,T04,24.00,50.00,21.00
PA,WV,F07,T05,198.00,162.00,9.00
KY,CA,F08,T00,62.00,30.00,35.00
IA,SD,F05,T00,83.00,80.00,17.00
NH,PA,F07,T03,20.00,26.00,5.00
AZ,CA,F04,T00,193.00,372.00,109.00
IN,MI,F06,T03,92.00,146.00,19.00
PA,SC,F07,T03,26.00,56.00,18.00
MO,IL,F05,T03,189.00,210.00,39.00
AR,WA,F05,T05,95.00,48.00,51.00
KS,CA,F06,T03,164.00,226.00,189.00
TX,OK,F06,T04,15.00,30.00,3.00
TX,FL,F05,T03,640.00,464.00,286.00
CA,WA,F05,T03,207.00,242.00,109.00
OK,UT,F05,T04,16.00,16.00,9.00
NY,NC,F08,T03,16.00,38.00,13.00
MD,PA,F07,T00,768.00,2342.00,144.00
WV,WV,F04,T03,62.00,844.00,11.00
MS,MS,F07,T06,47.00,548.00,65.00
NH,GA,F05,T00,5.00,2.00,1.00
WA,NC,F03,T03,17.00,40.00,56.00
CO,AL,F07,T03,12.00,6.00,4.00
WI,MD,F07,T00,238.00,176.00,78.00
AK,WA,F08,T00,16.00,36.00,8.00
OK,TX,F05,T04,88.00,110.00,22.00
WI,IL,F08,T03,247.00,814.00,47.00
LA,TX,F05,T03,33.00,48.00,11.00
NC,WV,F05,T00,11.00,10.00,2.00
IA,AR,F04,T00,67.00,822.00,314.00
MS,AL,F05,T03,204.00,214.00,25.00
ND,NE,F03,T03,11.00,78.00,16.00
AZ,CA,F04,T04,193.00,372.00,109.00
TN,IL,F07,T03,385.00,280.00,70.00
NC,VA,F05,T05,227.00,374.00,33.00
IA,SD,F05,T04,37.00,36.00,8.00
PA,CT,F07,T04,19.00,68.00,11.00
FL,FL,F03,T00,1440.00,4180.00,160.00
CA,PA,F03,T04,203.00,344.00,474.00
IL,IN,F07,T05,189.00,648.00,38.00
NH,PA,F07,T00,20.00,26.00,5.00
NE,NE,F08,T05,273.00,426.00,7.00
NE,MO,F05,T03,444.00,224.00,50.00
IN,MI,F03,T00,22.00,112.00,10.00
NC,LA,F07,T03,8.00,14.00,6.00
IN,NY,F05,T00,28.00,40.00,13.00
CA,AZ,F06,T04,141.00,150.00,31.00
NY,PA,F07,T05,275.00,428.00,46.00
KS,KS,F05,T03,817.00,738.00,48.00
WI,IA,F07,T04,139.00,338.00,35.00
GA,PA,F07,T00,67.00,210.00,84.00
MD,PA,F07,T03,723.00,2152.00,129.00
NY,FL,F07,T00,230.00,340.00,218.00
SC,NC,F07,T00,1445.00,1896.00,137.00
KY,FL,F07,T03,78.00,152.00,63.00
NC,SC,F07,T04,158.00,346.00,25.00
CO,UT,F08,T04,48.00,120.00,27.00
CA,TX,F03,T00,36.00,32.00,29.00
TX,PA,F05,T00,53.00,54.00,42.00
MD,CA,F07,T04,58.00,40.00,55.00
WI,FL,F05,T03,124.00,112.00,76.00
WA,CA,F08,T03,76.00,110.00,51.00
PA,IN,F06,T03,207.00,238.00,68.00
ME,ME,F08,T00,244.00,364.00,7.00
CO,UT,F08,T00,48.00,120.00,27.00
NH,OH,F07,T03,8.00,8.00,3.00
NY,FL,F07,T04,220.00,314.00,203.00
WY,IL,F07,T00,14.00,48.00,26.00
TX,SC,F06,T03,9.00,36.00,20.00
IA,TN,F05,T00,86.00,108.00,34.00
IL,PA,F06,T04,400.00,494.00,161.00
IL,PA,F07,T03,1190.00,2108.00,706.00
CO,NE,F07,T03,63.00,32.00,7.00
TX,AR,F06,T04,4.00,12.00,1.00
MI,AL,F07,T00,51.00,166.00,63.00
IA,NY,F07,T00,76.00,442.00,193.00
MN,GA,F06,T06,27.00,236.00,168.00
NH,NY,F07,T04,16.00,18.00,2.00
AR,CO,F05,T03,102.00,80.00,34.00
NY,GA,F07,T04,139.00,200.00,95.00
IA,MD,F07,T00,74.00,480.00,265.00
IN,IL,F04,T03,56.00,230.00,17.00
NY,WI,F07,T04,187.00,316.00,124.00
IA,IL,F07,T06,285.00,2684.00,666.00
MI,NV,F07,T00,39.00,28.00,30.00
AL,FL,F09,T00,96.00,32.00,7.00
WI,MD,F07,T04,187.00,138.00,60.00
WI,IA,F06,T00,25.00,20.00,2.00
FL,AZ,F07,T04,8.00,10.00,10.00
MD,PA,F07,T04,469.00,1344.00,88.00
NE,MA,F05,T04,197.00,116.00,88.00
MN,MN,F05,T04,1137.00,1486.00,57.00
VA,TX,F04,T04,4.00,64.00,48.00
UT,NV,F07,T03,143.00,318.00,60.00
CA,IL,F03,T03,385.00,484.00,502.00
IN,MI,F06,T00,105.00,186.00,25.00
OH,MN,F07,T03,149.00,226.00,80.00
NJ,GA,F06,T04,24.00,20.00,8.00
IL,CA,F07,T03,809.00,1222.00,1250.00
IN,VA,F07,T05,16.00,12.00,4.00
CA,UT,F07,T03,520.00,722.00,257.00
MO,NJ,F06,T03,30.00,96.00,55.00
OK,IL,F07,T04,20.00,18.00,5.00
IA,IN,F06,T00,97.00,82.00,16.00
NV,MO,F07,T04,88.00,114.00,92.00
PA,TX,F07,T04,159.00,136.00,101.00
NJ,MD,F08,T04,45.00,128.00,13.00
NC,FL,F04,T03,2.00,64.00,23.00
TN,IL,F07,T04,384.00,278.00,70.00
CA,MD,F07,T00,266.00,508.00,701.00
TN,OH,F06,T05,88.00,80.00,21.00
NC,WV,F05,T03,11.00,10.00,2.00
OK,KS,F05,T03,101.00,90.00,14.00
FL,PA,F07,T04,118.00,198.00,106.00
TN,GA,F06,T00,261.00,498.00,95.00
TX,IN,F07,T00,43.00,30.00,13.00
MA,GA,F07,T03,64.00,124.00,68.00
TX,TX,F07,T05,4795.00,13054.00,383.00
MD,MD,F07,T05,1677.00,3678.00,43.00
HI,HI,F06,T05,130.00,218.00,1.00
TX,TN,F05,T00,167.00,110.00,43.00
AZ,NV,F06,T00,34.00,32.00,5.00
TN,NY,F07,T03,64.00,72.00,37.00
GA,IA,F05,T03,121.00,70.00,31.00
FL,FL,F05,T03,3114.00,2258.00,113.00
AZ,UT,F07,T03,70.00,62.00,23.00
IL,AR,F07,T04,106.00,134.00,33.00
FL,MA,F07,T04,82.00,224.00,157.00
TN,LA,F09,T03,72.00,6.00,1.00
AZ,CA,F07,T00,62.00,68.00,13.00
LA,MS,F05,T04,54.00,44.00,3.00
AL,NC,F07,T04,83.00,76.00,18.00
MN,FL,F05,T00,286.00,242.00,199.00
NJ,NJ,F07,T05,1917.00,4274.00,73.00
OK,CA,F07,T03,46.00,56.00,42.00
MN,IL,F05,T00,281.00,338.00,78.00
PA,IL,F07,T04,321.00,334.00,122.00
CA,FL,F06,T04,50.00,84.00,109.00
IN,PA,F07,T05,10.00,12.00,3.00
KS,TX,F01,T03,3.00,10.00,1.00
VA,VA,F02,T04,26.00,588.00,13.00
NJ,ME,F07,T03,52.00,126.00,25.00
KS,MA,F06,T00,14.00,18.00,13.00
NE,MA,F05,T00,197.00,116.00,88.00
AL,OH,F05,T00,77.00,90.00,29.00
PA,GA,F06,T03,393.00,364.00,138.00
AR,NE,F05,T03,232.00,134.00,31.00
ND,MO,F07,T00,20.00,100.00,46.00
FL,MD,F07,T00,129.00,254.00,118.00
IN,GA,F07,T04,164.00,184.00,56.00
UT,UT,F06,T03,334.00,922.00,13.00
MA,VA,F07,T03,57.00,110.00,31.00
KY,WI,F05,T05,29.00,24.00,6.00
TN,OH,F06,T03,158.00,204.00,54.00
KS,IL,F05,T00,555.00,340.00,135.00
FL,NC,F04,T00,6.00,106.00,36.00
NE,IA,F07,T04,36.00,232.00,18.00
FL,FL,F06,T03,2411.00,3062.00,87.00
TX,GA,F05,T00,215.00,180.00,88.00
CA,NV,F08,T04,92.00,206.00,43.00
ID,IL,F07,T00,203.00,654.00,536.00
WI,MN,F07,T03,1524.00,1820.00,226.00
WI,NJ,F07,T00,313.00,242.00,122.00
KS,MA,F06,T03,14.00,18.00,13.00
NE,MN,F07,T00,17.00,48.00,8.00
FL,GA,F07,T03,374.00,1276.00,193.00
CT,MA,F07,T03,472.00,808.00,21.00
KY,KS,F06,T03,130.00,154.00,54.00
IL,IL,F07,T00,8474.00,24252.00,433.00
WA,WA,F08,T00,1348.00,1644.00,42.00
OK,OK,F05,T05,677.00,492.00,20.00
HI,HI,F07,T00,904.00,1744.00,53.00
NE,IA,F04,T03,81.00,608.00,37.00
WA,WI,F07,T03,45.00,104.00,95.00
IL,OK,F07,T00,118.00,222.00,74.00
KS,NY,F05,T00,264.00,130.00,98.00
FL,OK,F03,T04,5.00,2.00,1.00
NY,NE,F07,T00,18.00,24.00,12.00
IL,IA,F01,T00,8.00,32.00,6.00
SC,FL,F05,T04,75.00,92.00,22.00
OK,KY,F05,T03,28.00,20.00,8.00
KY,GA,F07,T03,77.00,244.00,47.00
MA,NH,F06,T05,36.00,64.00,3.00
NC,AL,F07,T03,97.00,202.00,52.00
NC,WV,F07,T00,40.00,166.00,20.00
NE,MI,F05,T03,527.00,310.00,124.00
MI,IL,F06,T03,230.00,236.00,25.00
AR,MO,F07,T00,151.00,432.00,60.00
CA,CO,F07,T00,232.00,612.00,361.00
OH,TX,F07,T03,300.00,474.00,254.00
CA,NC,F03,T00,217.00,352.00,532.00
ID,CA,F07,T04,196.00,492.00,187.00
SD,SD,F03,T04,153.00,1776.00,65.00
UT,MS,F07,T00,13.00,46.00,38.00
GA,MI,F07,T03,33.00,114.00,43.00
KY,WI,F05,T04,18.00,12.00,3.00
OK,KS,F05,T05,57.00,50.00,8.00
NY,CT,F07,T00,217.00,392.00,47.00
VA,KY,F07,T05,26.00,42.00,5.00
OH,MI,F08,T00,496.00,1428.00,195.00
NY,TN,F07,T04,62.00,112.00,44.00
NE,NY,F05,T00,558.00,266.00,172.00
AZ,NV,F06,T03,34.00,32.00,5.00
VA,KY,F05,T04,5.00,8.00,2.00
IL,PA,F06,T03,406.00,514.00,166.00
MA,MA,F08,T00,3184.00,3376.00,42.00
NE,PA,F05,T03,296.00,152.00,88.00
MO,FL,F07,T00,124.00,176.00,91.00
AR,OK,F05,T00,162.00,350.00,25.00
IA,OH,F04,T00,52.00,104.00,22.00
MN,OH,F06,T00,79.00,360.00,144.00
CO,TX,F05,T00,461.00,380.00,189.00
NC,WV,F07,T03,40.00,166.00,20.00
MO,MD,F07,T03,15.00,18.00,8.00
IA,MI,F04,T06,47.00,596.00,195.00
IN,IN,F08,T03,227.00,398.00,13.00
IA,NY,F05,T03,71.00,72.00,44.00
GA,MS,F05,T00,147.00,116.00,22.00
CT,CT,F08,T05,1143.00,1184.00,12.00
FL,CA,F07,T00,710.00,1384.00,1840.00
MD,MD,F07,T03,2305.00,5582.00,82.00
NY,ME,F07,T04,49.00,152.00,44.00
MD,VA,F07,T03,485.00,1004.00,48.00
IN,IN,F07,T05,3174.00,11200.00,184.00
CO,CO,F08,T00,2128.00,3758.00,52.00
TN,TX,F06,T00,137.00,166.00,48.00
GA,KY,F07,T03,53.00,126.00,27.00
PA,MD,F06,T03,390.00,398.00,28.00
CA,IA,F08,T04,9.00,8.00,6.00
MO,OH,F07,T04,68.00,52.00,17.00
MO,UT,F07,T00,36.00,40.00,24.00
FL,SC,F07,T05,27.00,30.00,6.00
AL,TN,F07,T03,240.00,704.00,61.00
OH,MN,F07,T04,142.00,212.00,75.00
IL,IL,F08,T00,4337.00,9018.00,236.00
NJ,GA,F07,T03,306.00,252.00,111.00
GA,MI,F05,T03,191.00,244.00,86.00
WV,PA,F05,T00,111.00,90.00,10.00
GA,LA,F07,T05,18.00,58.00,15.00
TX,TX,F07,T00,7085.00,18474.00,1129.00
LA,AR,F07,T00,35.00,140.00,24.00
PA,FL,F07,T00,228.00,506.00,270.00
OK,LA,F05,T00,43.00,46.00,16.00
ND,PA,F07,T00,51.00,262.00,181.00
IL,NY,F06,T04,87.00,138.00,46.00
NC,NC,F07,T05,1796.00,7290.00,175.00
NY,FL,F08,T03,58.00,106.00,64.00
GA,MS,F08,T04,89.00,224.00,44.00
MO,NC,F07,T03,61.00,60.00,27.00
WI,NJ,F07,T03,313.00,242.00,122.00
AK,WA,F05,T00,570.00,424.00,152.00
MN,CA,F05,T03,366.00,304.00,283.00
KY,TN,F08,T03,31.00,22.00,3.00
NJ,ME,F07,T00,52.00,126.00,25.00
MI,OK,F07,T04,16.00,46.00,23.00
SD,IA,F01,T03,121.00,170.00,15.00
IA,LA,F07,T06,234.00,1710.00,1019.00
KY,MI,F08,T03,20.00,10.00,2.00
ND,IN,F07,T00,12.00,60.00,26.00
MI,MI,F06,T03,750.00,540.00,19.00
MD,NC,F07,T03,170.00,194.00,33.00
KY,WV,F07,T03,20.00,58.00,4.00
MI,PA,F06,T03,121.00,138.00,43.00
WA,WI,F07,T00,47.00,108.00,99.00
