Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
OR,NV,F08,T04,2.00,2.00,1.00
IL,OR,F09,T03,6.00,0.00,0.00
IA,TN,F05,T04,119.00,62.00,23.00
NY,NH,F07,T04,34.00,78.00,18.00
MI,NJ,F06,T03,28.00,56.00,19.00
ND,ND,F03,T00,759.00,4466.00,180.00
NC,MO,F07,T04,37.00,76.00,33.00
WI,AL,F05,T04,20.00,8.00,3.00
WA,OR,F03,T00,33.00,100.00,18.00
CT,NY,F06,T03,443.00,388.00,27.00
HI,HI,F05,T00,805.00,360.00,7.00
CA,OH,F03,T03,214.00,220.00,263.00
MO,MD,F01,T03,1.00,0.00,0.00
GA,FL,F07,T05,334.00,394.00,61.00
NY,RI,F08,T00,11.00,8.00,1.00
IA,IA,F03,T05,1430.00,8676.00,170.00
AZ,NY,F05,T04,1.00,0.00,1.00
ID,WA,F03,T00,25.00,48.00,13.00
NC,KY,F05,T03,166.00,138.00,36.00
CA,VA,F03,T00,28.00,46.00,60.00
ID,AZ,F02,T00,25.00,206.00,150.00
NC,MN,F05,T04,23.00,44.00,27.00
MO,GA,F06,T04,119.00,202.00,83.00
GA,WI,F05,T04,36.00,26.00,12.00
CA,PA,F07,T04,642.00,710.00,911.00
AL,TX,F07,T00,70.00,66.00,23.00
MI,KY,F06,T04,24.00,24.00,5.00
WA,TX,F03,T03,202.00,428.00,524.00
ID,NV,F03,T04,1.00,8.00,3.00
AR,CO,F05,T04,88.00,92.00,43.00
OH,NC,F07,T03,354.00,502.00,160.00
TX,MN,F04,T03,5.00,32.00,21.00
WA,TX,F03,T00,202.00,428.00,524.00
MN,FL,F08,T00,1.00,2.00,1.00
FL,AL,F06,T00,7.00,4.00,1.00
OH,WI,F06,T03,62.00,86.00,20.00
CA,MD,F03,T03,128.00,212.00,296.00
MD,AL,F07,T03,50.00,56.00,23.00
NE,TX,F03,T00,184.00,1398.00,951.00
NV,CA,F07,T04,338.00,500.00,93.00
IL,TX,F05,T03,327.00,180.00,98.00
IL,ND,F07,T03,19.00,22.00,7.00
AZ,AZ,F05,T03,1847.00,1106.00,38.00
CA,VT,F07,T03,59.00,56.00,75.00
PA,NY,F06,T00,616.00,564.00,71.00
TN,NC,F04,T00,8.00,86.00,15.00
NC,MO,F07,T00,37.00,76.00,33.00
AL,DE,F05,T04,9.00,2.00,1.00
MO,NE,F07,T03,85.00,162.00,32.00
FL,NY,F05,T04,109.00,24.00,15.00
VA,OH,F06,T03,65.00,94.00,23.00
OK,TX,F05,T00,673.00,638.00,124.00
GA,ME,F05,T04,44.00,40.00,23.00
MO,NC,F04,T03,16.00,44.00,19.00
MT,WA,F07,T00,8.00,34.00,8.00
IN,ND,F04,T04,27.00,26.00,13.00
IN,NC,F03,T06,237.00,694.00,286.00
GA,TN,F05,T03,267.00,156.00,22.00
MA,NJ,F07,T03,182.00,126.00,16.00
NV,CA,F06,T03,70.00,60.00,9.00
WA,OR,F07,T03,873.00,1668.00,185.00
IN,IL,F09,T03,69.00,2.00,0.00
NY,VA,F06,T03,44.00,42.00,11.00
IL,VA,F07,T03,177.00,248.00,106.00
NE,LA,F05,T03,55.00,50.00,28.00
NC,PA,F07,T03,412.00,582.00,139.00
WV,PA,F05,T00,211.00,158.00,17.00
UT,AZ,F05,T03,21.00,10.00,3.00
CT,IN,F07,T04,3.00,2.00,1.00
SD,IA,F03,T04,186.00,1494.00,87.00
AR,CO,F05,T03,88.00,92.00,43.00
IA,CA,F06,T03,97.00,136.00,125.00
MN,NJ,F05,T00,114.00,88.00,57.00
AR,IL,F07,T03,163.00,284.00,88.00
CT,NH,F06,T00,23.00,20.00,2.00
WI,IN,F07,T03,289.00,308.00,58.00
TN,IN,F06,T03,126.00,126.00,27.00
PA,MA,F07,T00,591.00,888.00,164.00
PA,CT,F04,T00,79.00,114.00,16.00
AR,TN,F04,T00,33.00,400.00,66.00
CA,VA,F07,T06,146.00,358.00,579.00
TX,PA,F06,T00,19.00,24.00,19.00
NM,WI,F07,T04,143.00,88.00,63.00
GA,PA,F05,T03,245.00,200.00,78.00
KY,SC,F05,T03,4.00,4.00,1.00
MS,MS,F08,T03,887.00,1192.00,25.00
NY,VT,F07,T04,38.00,108.00,14.00
NH,SC,F07,T03,1.00,0.00,0.00
ID,TX,F03,T04,54.00,222.00,198.00
CO,KS,F08,T00,66.00,184.00,51.00
TX,PA,F06,T04,19.00,24.00,19.00
SC,OK,F07,T00,0.00,0.00,0.00
CO,KS,F03,T03,6.00,16.00,5.00
MT,NJ,F07,T00,0.00,0.00,0.00
OK,AR,F06,T03,48.00,178.00,22.00
MA,IN,F05,T00,18.00,10.00,5.00
NC,MD,F05,T05,23.00,32.00,6.00
NE,NC,F05,T03,110.00,78.00,50.00
NC,MN,F05,T00,27.00,46.00,28.00
MN,NY,F08,T06,96.00,356.00,246.00
NC,NC,F08,T04,243.00,582.00,45.00
CA,VA,F03,T04,28.00,46.00,60.00
MN,KS,F04,T00,47.00,48.00,25.00
IN,MD,F05,T04,16.00,12.00,4.00
IA,MT,F02,T00,3.00,16.00,11.00
PA,NJ,F06,T03,527.00,830.00,49.00
UT,UT,F05,T00,466.00,310.00,8.00
OK,WI,F06,T00,15.00,44.00,16.00
NC,GA,F07,T04,237.00,488.00,74.00
CO,AR,F07,T04,9.00,8.00,3.00
WA,UT,F06,T00,22.00,20.00,8.00
AR,MI,F05,T04,42.00,34.00,16.00
MA,MD,F07,T00,88.00,114.00,25.00
DE,CA,F07,T00,23.00,32.00,45.00
AR,AL,F06,T03,3.00,4.00,1.00
MI,UT,F06,T00,13.00,14.00,11.00
MA,ME,F05,T00,353.00,92.00,14.00
NY,FL,F05,T03,130.00,42.00,25.00
SD,MI,F07,T00,6.00,8.00,3.00
TX,MI,F06,T04,13.00,12.00,8.00
VA,VA,F08,T03,1784.00,2974.00,56.00
CO,TN,F03,T03,14.00,62.00,40.00
OR,NJ,F07,T00,67.00,84.00,121.00
CA,WA,F07,T04,1490.00,2106.00,1050.00
OR,AZ,F08,T04,7.00,18.00,12.00
CA,GA,F06,T03,85.00,102.00,123.00
MO,AR,F04,T03,126.00,794.00,86.00
FL,ID,F03,T00,12.00,8.00,10.00
AL,KY,F06,T03,81.00,368.00,54.00
OR,CO,F07,T03,55.00,66.00,35.00
GA,OH,F07,T00,107.00,144.00,41.00
WI,SD,F08,T00,18.00,64.00,23.00
MN,PA,F03,T04,38.00,68.00,45.00
WI,IA,F08,T00,64.00,154.00,24.00
OR,TN,F03,T03,54.00,62.00,76.00
MT,AZ,F06,T03,9.00,42.00,27.00
KY,AR,F08,T00,32.00,18.00,4.00
MO,MA,F01,T00,4.00,0.00,0.00
IN,CA,F05,T04,150.00,96.00,104.00
CA,CA,F03,T04,6242.00,6548.00,424.00
OR,AZ,F06,T04,2.00,6.00,4.00
MO,GA,F07,T04,246.00,228.00,73.00
IL,MD,F07,T04,74.00,58.00,20.00
IN,NM,F01,T00,47.00,46.00,29.00
AR,MO,F05,T00,449.00,516.00,68.00
NJ,WI,F07,T03,104.00,102.00,47.00
IL,PA,F07,T05,238.00,132.00,48.00
FL,LA,F09,T03,7.00,0.00,0.00
TN,KY,F07,T03,506.00,1480.00,130.00
CA,OR,F05,T00,393.00,264.00,103.00
NY,NY,F09,T00,3091.00,106.00,2.00
KS,LA,F06,T03,27.00,38.00,15.00
ID,MN,F07,T04,18.00,12.00,9.00
TN,LA,F05,T03,16.00,12.00,3.00
MS,WI,F05,T00,14.00,8.00,4.00
VT,IA,F07,T04,4.00,6.00,5.00
CA,NY,F05,T00,54.00,34.00,47.00
IL,WA,F07,T04,89.00,120.00,129.00
SC,NC,F08,T03,40.00,52.00,3.00
NV,OK,F04,T03,1.00,42.00,28.00
OH,MN,F08,T04,23.00,50.00,19.00
MO,TN,F06,T00,56.00,114.00,31.00
IA,IL,F07,T06,225.00,916.00,156.00
UT,AZ,F04,T00,11.00,26.00,11.00
OH,AR,F06,T00,31.00,40.00,16.00
PA,PA,F04,T00,1218.00,7326.00,177.00
NC,NJ,F06,T00,28.00,48.00,12.00
WI,IN,F07,T04,264.00,286.00,55.00
NJ,NY,F03,T05,329.00,434.00,20.00
OR,OR,F03,T03,1592.00,2216.00,99.00
KY,IA,F08,T04,18.00,14.00,4.00
GA,IL,F08,T04,36.00,64.00,21.00
IN,TX,F04,T03,136.00,200.00,102.00
MO,NC,F03,T03,1.00,2.00,0.00
WA,NM,F08,T03,1.00,6.00,5.00
IN,PA,F07,T03,335.00,644.00,171.00
FL,NC,F07,T00,300.00,666.00,225.00
WA,ID,F07,T00,126.00,344.00,71.00
OR,NH,F07,T00,10.00,22.00,36.00
KY,IL,F09,T00,92.00,16.00,3.00
NE,IA,F03,T03,259.00,2202.00,119.00
KY,MO,F07,T05,34.00,34.00,5.00
IL,GA,F05,T05,135.00,72.00,24.00
NE,LA,F05,T00,55.00,50.00,28.00
ME,VT,F07,T05,9.00,6.00,1.00
AR,IN,F09,T00,0.00,0.00,0.00
AR,MN,F05,T04,28.00,20.00,9.00
OR,NC,F07,T00,108.00,96.00,134.00
PA,ME,F07,T00,49.00,120.00,32.00
IN,OH,F05,T04,194.00,160.00,20.00
LA,WY,F07,T00,0.00,0.00,0.00
IA,IA,F02,T05,1979.00,29618.00,346.00
TN,TN,F03,T00,1001.00,1856.00,29.00
PA,MD,F09,T00,99.00,12.00,1.00
AZ,CA,F05,T00,313.00,200.00,44.00
ND,TX,F07,T00,217.00,766.00,585.00
AR,PA,F07,T04,40.00,66.00,40.00
MA,CT,F03,T00,85.00,102.00,6.00
NM,TX,F08,T03,45.00,172.00,32.00
OR,CA,F06,T04,122.00,130.00,59.00
NE,NY,F05,T03,237.00,142.00,88.00
TN,WI,F06,T04,37.00,26.00,9.00
PA,PA,F09,T05,720.00,58.00,2.00
VA,CA,F09,T00,1.00,0.00,0.00
FL,MA,F03,T04,151.00,218.00,151.00
FL,IA,F03,T03,15.00,8.00,7.00
AR,FL,F05,T04,430.00,232.00,134.00
IL,IA,F03,T03,68.00,64.00,8.00
MN,KS,F08,T00,1.00,0.00,0.00
DE,DE,F04,T05,87.00,824.00,8.00
TX,MA,F03,T03,5.00,10.00,10.00
NJ,IL,F04,T04,39.00,20.00,9.00
WV,PA,F05,T03,211.00,158.00,17.00
TN,CO,F05,T04,15.00,12.00,7.00
MN,OH,F07,T00,174.00,356.00,149.00
IL,WI,F09,T03,8.00,0.00,0.00
CA,CA,F04,T03,5402.00,30164.00,1921.00
MO,WI,F06,T03,35.00,76.00,23.00
OR,CA,F06,T03,126.00,136.00,60.00
KS,ND,F07,T00,25.00,6.00,3.00
IN,IN,F04,T04,549.00,1816.00,74.00
IN,IL,F06,T03,456.00,916.00,58.00
IN,LA,F04,T03,25.00,60.00,22.00
NM,KY,F07,T03,154.00,114.00,77.00
TN,GA,F05,T00,341.00,356.00,47.00
NY,NC,F06,T04,36.00,50.00,17.00
OH,GA,F06,T05,11.00,12.00,4.00
CA,MA,F03,T03,157.00,170.00,263.00
IA,WI,F06,T06,23.00,124.00,30.00
AL,GA,F07,T03,528.00,1004.00,100.00
NJ,NC,F04,T04,40.00,24.00,7.00
KS,IL,F05,T03,849.00,402.00,153.00
IA,NY,F06,T00,40.00,110.00,52.00
MN,IL,F04,T00,38.00,40.00,11.00
NH,RI,F03,T00,1.00,0.00,0.00
PA,NY,F04,T04,74.00,162.00,22.00
KY,GA,F05,T00,193.00,216.00,43.00
AR,AL,F06,T00,3.00,4.00,1.00
CO,OR,F08,T03,92.00,196.00,119.00
NC,TN,F05,T00,167.00,166.00,38.00
CA,IL,F06,T03,126.00,100.00,100.00
VT,VT,F08,T03,171.00,256.00,5.00
MN,NJ,F03,T00,3.00,12.00,9.00
LA,TX,F07,T06,15.00,82.00,28.00
MD,GA,F07,T00,30.00,30.00,10.00
IN,TN,F06,T04,193.00,140.00,16.00
PA,FL,F09,T03,114.00,6.00,3.00
GA,FL,F03,T00,677.00,724.00,154.00
SC,ND,F04,T00,6.00,0.00,0.00
CT,RI,F04,T03,1.00,6.00,0.00
NC,PA,F09,T04,486.00,14.00,3.00
NJ,IA,F07,T04,184.00,114.00,67.00
NE,MO,F05,T04,372.00,292.00,51.00
FL,GA,F05,T05,179.00,140.00,25.00
IL,NE,F07,T00,83.00,192.00,49.00
CA,NC,F08,T00,80.00,58.00,85.00
OH,MI,F07,T05,167.00,194.00,22.00
IN,MI,F06,T00,562.00,448.00,56.00
CO,MS,F07,T00,1.00,0.00,0.00
VA,WV,F07,T03,942.00,1642.00,127.00
FL,MA,F06,T03,2.00,2.00,1.00
NC,FL,F07,T00,540.00,946.00,289.00
MS,MS,F04,T06,172.00,1386.00,152.00
WY,SD,F07,T03,11.00,46.00,7.00
AL,MS,F07,T04,18.00,70.00,9.00
FL,MI,F07,T00,116.00,258.00,158.00
TX,TN,F08,T00,44.00,138.00,42.00
AR,KY,F06,T03,9.00,16.00,4.00
TN,IA,F06,T03,15.00,10.00,4.00
ME,NJ,F07,T04,234.00,1898.00,383.00
MS,AL,F05,T00,303.00,434.00,57.00
GA,IA,F07,T00,44.00,70.00,36.00
NJ,CT,F07,T00,407.00,604.00,32.00
PA,TX,F09,T00,38.00,2.00,1.00
CO,WI,F08,T00,42.00,104.00,55.00
KY,WA,F05,T00,2.00,2.00,3.00
MI,IN,F07,T00,366.00,550.00,59.00
OH,NY,F07,T00,666.00,1032.00,215.00
WI,MA,F07,T03,321.00,174.00,101.00
NY,NY,F07,T03,11809.00,20662.00,689.00
OH,WI,F07,T04,278.00,330.00,78.00
ND,MN,F07,T00,281.00,1054.00,140.00
TX,WI,F06,T04,8.00,14.00,8.00
WV,WV,F05,T05,50.00,36.00,1.00
IL,NJ,F07,T00,234.00,362.00,147.00
FL,NC,F03,T00,172.00,230.00,83.00
HI,MN,F03,T00,1.00,0.00,1.00
NH,MI,F08,T03,5.00,14.00,6.00
LA,NC,F06,T00,2.00,8.00,5.00
NJ,AZ,F06,T04,2.00,0.00,1.00
CA,GA,F06,T04,85.00,102.00,123.00
TN,CO,F07,T14,0.00,0.00,0.00
NY,NH,F08,T04,2.00,8.00,2.00
CA,VT,F03,T00,23.00,18.00,28.00
GA,AL,F05,T03,787.00,538.00,63.00
TX,OK,F08,T00,86.00,322.00,41.00
MN,NC,F05,T04,82.00,42.00,26.00
TN,AL,F06,T00,279.00,602.00,76.00
IL,SD,F07,T03,9.00,6.00,2.00
FL,AL,F08,T04,50.00,270.00,74.00
WA,ID,F07,T05,56.00,52.00,4.00
IA,MO,F07,T05,199.00,132.00,22.00
IL,AR,F06,T03,124.00,144.00,43.00
MO,OK,F05,T04,47.00,68.00,10.00
OR,FL,F05,T00,1.00,0.00,0.00
TX,OH,F07,T03,229.00,360.00,236.00
MT,CO,F06,T00,8.00,48.00,18.00
WA,CA,F08,T00,85.00,66.00,33.00
OR,FL,F07,T03,56.00,76.00,114.00
LA,LA,F08,T05,1393.00,1228.00,15.00
MT,MT,F08,T03,349.00,500.00,13.00
AL,SC,F07,T03,56.00,60.00,11.00
KY,CO,F07,T00,7.00,10.00,6.00
MD,FL,F07,T04,69.00,70.00,35.00
ID,IA,F03,T00,15.00,34.00,22.00
NC,NC,F08,T03,2191.00,2728.00,79.00
WV,NY,F05,T00,49.00,30.00,6.00
WI,LA,F03,T07,19.00,140.00,108.00
MD,IL,F07,T04,63.00,44.00,16.00
MO,AZ,F05,T03,66.00,58.00,39.00
IL,CO,F08,T04,0.00,0.00,0.00
NE,NE,F08,T04,234.00,144.00,7.00
NY,CT,F05,T00,324.00,106.00,6.00
MO,OH,F05,T00,86.00,108.00,35.00
NM,MD,F07,T04,33.00,24.00,25.00
WY,MO,F03,T04,15.00,60.00,26.00
KS,TX,F06,T04,98.00,138.00,43.00
IL,NM,F05,T04,10.00,6.00,3.00
IA,MO,F04,T00,300.00,2352.00,246.00
IA,TX,F07,T04,264.00,288.00,141.00
VT,IN,F07,T00,40.00,42.00,20.00
CA,UT,F05,T03,186.00,114.00,43.00
NY,AR,F06,T04,13.00,14.00,9.00
MD,MD,F06,T03,707.00,1460.00,21.00
PA,CT,F06,T03,64.00,76.00,8.00
FL,SC,F09,T04,21.00,2.00,0.00
LA,IL,F03,T00,51.00,166.00,78.00
CA,CA,F05,T03,21592.00,13048.00,505.00
IL,CT,F07,T04,35.00,30.00,14.00
IN,IL,F04,T00,208.00,872.00,110.00
NC,SC,F08,T00,55.00,186.00,19.00
ME,TN,F07,T04,17.00,20.00,13.00
PA,TX,F07,T04,374.00,408.00,343.00
FL,PA,F05,T00,201.00,62.00,34.00
WI,NC,F04,T04,10.00,22.00,10.00
GA,AL,F05,T04,469.00,358.00,44.00
AZ,MN,F07,T00,22.00,14.00,13.00
OH,CA,F08,T03,25.00,34.00,38.00
CO,FL,F03,T04,13.00,78.00,79.00
PA,AR,F07,T03,17.00,86.00,40.00
NJ,KS,F07,T00,32.00,18.00,12.00
LA,NM,F05,T04,1.00,2.00,1.00
OH,AL,F03,T00,156.00,1018.00,348.00
TX,LA,F05,T00,500.00,284.00,54.00
HI,HI,F09,T03,82.00,2.00,0.00
PA,MA,F06,T00,102.00,96.00,18.00
IN,IA,F07,T04,111.00,464.00,79.00
NH,MA,F08,T03,207.00,490.00,16.00
TX,MN,F04,T04,5.00,32.00,21.00
NC,PA,F08,T04,103.00,310.00,77.00
OK,TX,F09,T03,84.00,2.00,0.00
FL,TN,F09,T03,47.00,2.00,1.00
SC,PA,F06,T04,42.00,48.00,15.00
NY,TX,F07,T03,506.00,660.00,541.00
KS,PA,F05,T00,222.00,110.00,78.00
MS,LA,F07,T00,47.00,310.00,29.00
CA,IL,F03,T00,477.00,468.00,492.00
IL,IL,F06,T04,1360.00,3316.00,105.00
KS,NE,F04,T04,21.00,124.00,26.00
NE,CA,F08,T06,210.00,572.00,476.00
NC,CO,F05,T00,4.00,44.00,36.00
IL,NH,F07,T04,7.00,6.00,3.00
MS,MS,F07,T05,653.00,2362.00,47.00
WA,IL,F07,T00,121.00,268.00,269.00
TN,IL,F05,T04,104.00,42.00,11.00
CO,IA,F07,T04,23.00,52.00,18.00
TX,KS,F06,T00,25.00,32.00,7.00
TX,NJ,F05,T04,173.00,74.00,61.00
NE,PA,F04,T03,105.00,174.00,105.00
MN,IL,F07,T00,728.00,1320.00,360.00
MI,TX,F03,T06,28.00,92.00,80.00
ID,OR,F03,T03,92.00,142.00,37.00
PA,TN,F07,T04,190.00,246.00,86.00
IN,IN,F02,T00,1054.00,15342.00,314.00
GA,SC,F07,T00,333.00,500.00,56.00
CA,UT,F03,T14,11.00,2.00,1.00
NV,CA,F07,T03,409.00,558.00,98.00
CA,OH,F08,T03,56.00,58.00,71.00
TN,IA,F07,T03,5.00,6.00,2.00
OK,LA,F03,T05,1.00,14.00,4.00
UT,DC,F07,T14,1.00,0.00,0.00
LA,MD,F05,T04,26.00,4.00,2.00
KS,NY,F07,T00,7.00,2.00,1.00
TX,NJ,F05,T03,173.00,74.00,61.00
TX,TN,F05,T04,362.00,218.00,90.00
IN,WI,F05,T03,52.00,50.00,11.00
UT,CA,F06,T06,47.00,262.00,120.00
IN,NH,F04,T04,11.00,28.00,15.00
IN,KY,F05,T03,232.00,234.00,23.00
NY,NY,F05,T00,7236.00,3924.00,60.00
IA,IL,F07,T05,368.00,526.00,57.00
OR,WA,F07,T04,568.00,1382.00,131.00
NY,MA,F07,T03,702.00,1372.00,183.00
WA,AZ,F03,T04,118.00,242.00,198.00
VA,ME,F06,T00,19.00,12.00,4.00
TN,WI,F07,T00,110.00,140.00,51.00
IA,OK,F07,T03,25.00,78.00,26.00
IA,ID,F07,T00,82.00,164.00,100.00
WI,ME,F03,T04,1.00,2.00,1.00
GA,LA,F03,T03,26.00,22.00,6.00
MN,MI,F06,T00,145.00,456.00,154.00
CO,WA,F05,T03,65.00,24.00,16.00
CO,NY,F08,T00,115.00,350.00,348.00
TN,VA,F03,T04,18.00,12.00,4.00
OK,NE,F03,T05,1.00,14.00,4.00
TN,ME,F07,T00,7.00,10.00,7.00
NY,OK,F06,T00,19.00,28.00,19.00
PA,PA,F06,T00,2807.00,4816.00,139.00
CT,VT,F06,T05,12.00,10.00,1.00
OH,PA,F04,T00,603.00,1850.00,419.00
AL,PA,F07,T03,30.00,24.00,11.00
FL,NJ,F03,T03,69.00,144.00,83.00
GA,FL,F08,T00,518.00,630.00,162.00
MN,FL,F07,T00,75.00,82.00,67.00
MS,NC,F07,T00,1.00,0.00,0.00
OK,KS,F05,T03,327.00,256.00,28.00
KS,WI,F04,T04,11.00,30.00,8.00
GA,IL,F03,T00,57.00,88.00,39.00
WV,IN,F05,T00,3.00,2.00,0.00
NJ,NJ,F09,T03,1071.00,78.00,1.00
NE,KS,F04,T04,68.00,556.00,74.00
OH,KY,F06,T00,421.00,516.00,37.00
AR,CA,F05,T03,752.00,602.00,511.00
MO,VT,F04,T00,2.00,4.00,3.00
CA,CO,F06,T04,122.00,136.00,73.00
LA,LA,F07,T08,566.00,4212.00,105.00
MT,MT,F08,T00,349.00,500.00,13.00
GA,NC,F09,T04,38.00,14.00,2.00
MN,KY,F07,T00,72.00,122.00,48.00
MN,CA,F08,T00,130.00,388.00,431.00
WI,IL,F05,T03,890.00,518.00,52.00
TX,UT,F05,T04,91.00,58.00,39.00
CA,MI,F08,T00,318.00,308.00,387.00
MN,KS,F07,T00,102.00,200.00,64.00
CA,AL,F07,T00,14.00,4.00,4.00
NC,KY,F07,T03,182.00,248.00,56.00
SD,IA,F05,T03,316.00,154.00,17.00
NV,NV,F05,T00,618.00,192.00,4.00
MO,OH,F05,T03,86.00,108.00,35.00
KS,CA,F05,T00,1168.00,542.00,401.00
AZ,MI,F03,T04,12.00,18.00,19.00
AL,NC,F09,T14,2.00,0.00,0.00
IN,PA,F06,T00,160.00,166.00,43.00
FL,CO,F01,T14,0.00,0.00,0.00
KY,WV,F07,T00,26.00,76.00,6.00
WY,MT,F07,T03,27.00,110.00,19.00
CA,MN,F02,T06,7.00,34.00,42.00
TX,KY,F06,T04,9.00,8.00,5.00
KY,NY,F08,T00,51.00,38.00,16.00
IL,LA,F03,T00,885.00,6688.00,3977.00
NY,IN,F08,T03,34.00,42.00,12.00
NC,NC,F07,T04,538.00,1864.00,113.00
CA,CA,F05,T00,21647.00,13090.00,508.00
DE,NY,F04,T04,2.00,6.00,1.00
KY,MS,F09,T00,31.00,2.00,1.00
WI,GA,F04,T04,20.00,84.00,39.00
OK,CT,F05,T05,4.00,2.00,2.00
MO,VA,F06,T00,28.00,52.00,28.00
SD,MI,F08,T00,61.00,192.00,93.00
WI,MN,F06,T03,39.00,96.00,9.00
TX,IA,F07,T04,40.00,34.00,17.00
ME,MA,F07,T03,183.00,1296.00,131.00
VA,AL,F05,T04,56.00,36.00,13.00
IL,TX,F06,T04,216.00,270.00,139.00
AL,MA,F05,T00,15.00,14.00,8.00
IL,GA,F06,T03,236.00,474.00,144.00
ID,ID,F07,T05,838.00,1278.00,38.00
MO,OR,F06,T03,9.00,24.00,24.00
CT,ID,F06,T03,0.00,0.00,0.00
NJ,CT,F03,T03,243.00,360.00,27.00
MN,AZ,F05,T00,28.00,22.00,20.00
MA,NY,F05,T04,317.00,120.00,13.00
MN,MN,F01,T04,37.00,80.00,3.00
CT,IL,F07,T00,31.00,26.00,13.00
MD,TX,F07,T00,49.00,34.00,23.00
CO,IL,F08,T00,37.00,74.00,34.00
CO,MN,F02,T04,3.00,8.00,3.00
DE,IL,F07,T04,9.00,18.00,7.00
IL,IL,F08,T03,6952.00,8822.00,176.00
IL,TX,F06,T05,28.00,56.00,23.00
OH,CO,F06,T00,31.00,32.00,20.00
OK,NM,F03,T05,2.00,20.00,8.00
VT,FL,F07,T03,39.00,18.00,13.00
UT,UT,F06,T05,342.00,482.00,9.00
GA,NC,F07,T00,368.00,790.00,145.00
NE,NV,F02,T06,6.00,88.00,60.00
NM,OK,F07,T03,2.00,2.00,0.00
MN,WA,F07,T04,56.00,100.00,85.00
CT,FL,F03,T04,8.00,2.00,2.00
NC,TN,F07,T00,263.00,652.00,105.00
LA,NE,F07,T00,8.00,22.00,13.00
KY,GA,F09,T00,7.00,0.00,0.00
NE,MI,F05,T04,247.00,140.00,55.00
WA,CA,F03,T04,427.00,866.00,520.00
IL,OK,F07,T03,34.00,68.00,21.00
NC,OH,F05,T03,235.00,250.00,64.00
ID,OR,F05,T03,25.00,18.00,4.00
SC,SC,F07,T04,125.00,296.00,18.00
WA,CO,F08,T04,0.00,2.00,1.00
CO,WY,F05,T03,103.00,22.00,3.00
MT,MO,F06,T04,7.00,26.00,17.00
KY,FL,F08,T00,126.00,68.00,30.00
AR,VA,F05,T03,117.00,66.00,33.00
WI,IN,F04,T04,54.00,88.00,15.00
NV,PA,F06,T00,4.00,6.00,6.00
WV,VA,F06,T04,13.00,24.00,3.00
CA,TN,F08,T04,67.00,50.00,61.00
MS,CA,F07,T03,8.00,12.00,11.00
UT,UT,F08,T03,289.00,402.00,5.00
TN,UT,F07,T00,15.00,22.00,20.00
NJ,CT,F03,T05,214.00,312.00,22.00
OR,TX,F06,T04,38.00,30.00,36.00
CA,NY,F07,T00,631.00,1994.00,2979.00
UT,WA,F04,T03,14.00,56.00,22.00
IL,IN,F04,T04,88.00,262.00,32.00
FL,SC,F07,T04,77.00,396.00,88.00
NC,GA,F09,T04,374.00,12.00,2.00
CT,CT,F03,T00,101.00,134.00,3.00
WV,TN,F07,T04,3.00,8.00,2.00
GA,TX,F03,T14,0.00,0.00,0.00
OH,TN,F07,T03,178.00,368.00,92.00
FL,PA,F01,T00,1.00,0.00,0.00
IL,WI,F07,T05,582.00,1340.00,68.00
MN,NY,F06,T04,258.00,350.00,204.00
PA,NJ,F05,T03,665.00,430.00,26.00
GA,TN,F06,T03,279.00,268.00,35.00
DC,DC,F05,T05,61.00,20.00,0.00
MA,TN,F07,T00,37.00,48.00,25.00
IN,IN,F07,T04,2439.00,3318.00,66.00
IL,AL,F05,T05,80.00,74.00,23.00
IN,TN,F07,T00,126.00,232.00,49.00
NH,RI,F05,T05,33.00,18.00,1.00
MN,CA,F03,T03,40.00,110.00,109.00
NY,MS,F07,T00,17.00,24.00,12.00
KY,OR,F06,T04,0.00,0.00,0.00
NJ,MS,F07,T03,5.00,4.00,2.00
AL,LA,F06,T03,37.00,144.00,29.00
MD,FL,F05,T04,31.00,26.00,13.00
WA,NH,F03,T00,5.00,6.00,11.00
MO,GA,F01,T05,2.00,0.00,0.00
FL,OH,F03,T00,98.00,82.00,46.00
NY,SC,F06,T03,5.00,6.00,2.00
ND,CA,F07,T00,150.00,564.00,649.00
DE,WA,F07,T03,10.00,6.00,9.00
MO,CT,F07,T00,5.00,2.00,1.00
NE,CO,F04,T03,50.00,336.00,56.00
WI,MO,F07,T00,780.00,524.00,163.00
TX,CO,F08,T04,53.00,194.00,94.00
NY,MI,F07,T03,251.00,338.00,99.00
IN,FL,F05,T04,41.00,44.00,26.00
DC,PA,F05,T05,7.00,2.00,0.00
NJ,AL,F07,T03,82.00,50.00,24.00
OR,AL,F07,T04,31.00,82.00,102.00
IL,TN,F07,T06,86.00,546.00,132.00
VT,WI,F07,T00,73.00,30.00,18.00
MN,NE,F05,T03,122.00,134.00,23.00
WA,ID,F04,T04,3.00,18.00,6.00
WI,AL,F03,T00,11.00,54.00,24.00
TX,NY,F06,T00,23.00,22.00,20.00
KY,NY,F07,T04,61.00,60.00,22.00
MO,KY,F06,T04,36.00,80.00,22.00
GA,IL,F05,T04,168.00,160.00,59.00
PA,OH,F04,T00,55.00,154.00,24.00
IA,IN,F02,T04,25.00,302.00,69.00
WI,ME,F07,T03,56.00,30.00,19.00
IA,NM,F05,T03,30.00,16.00,9.00
