Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,TonMiles
MD,MD,F07,T04,1799.00,2078.00,34.00
SC,GA,F04,T05,14.00,82.00,9.00
KS,NJ,F06,T04,6.00,6.00,4.00
IA,IN,F06,T03,130.00,204.00,47.00
IA,TX,F05,T00,1033.00,788.00,395.00
TX,WA,F07,T00,117.00,114.00,129.00
ME,OK,F05,T04,1.00,0.00,1.00
TX,MO,F05,T04,314.00,182.00,68.00
CO,MT,F08,T04,38.00,82.00,25.00
IA,WA,F05,T00,137.00,60.00,52.00
OH,WA,F06,T03,29.00,26.00,32.00
OK,LA,F06,T03,3.00,10.00,3.00
NE,TN,F01,T03,4.00,10.00,4.00
TX,NM,F08,T03,25.00,92.00,36.00
MI,IL,F07,T04,686.00,1054.00,132.00
NC,IL,F08,T03,4.00,0.00,0.00
NE,CA,F04,T04,148.00,280.00,198.00
AZ,NM,F07,T03,75.00,86.00,15.00
ND,NE,F04,T00,11.00,250.00,82.00
KS,OK,F04,T04,53.00,494.00,62.00
NC,MN,F05,T03,27.00,46.00,28.00
MO,IA,F06,T00,45.00,92.00,13.00
AR,CA,F05,T00,763.00,620.00,528.00
OH,AZ,F06,T00,44.00,44.00,43.00
AR,NV,F07,T00,11.00,10.00,10.00
IA,IA,F02,T04,1626.00,22024.00,583.00
CA,AZ,F02,T04,3.00,10.00,3.00
WI,MI,F07,T03,562.00,828.00,155.00
MO,IN,F06,T00,106.00,138.00,32.00
MD,NV,F06,T04,50.00,38.00,46.00
KY,MO,F05,T04,24.00,20.00,4.00
OR,IN,F07,T03,82.00,106.00,121.00
NC,IL,F09,T04,443.00,24.00,11.00
ND,KS,F07,T06,25.00,128.00,67.00
KS,DE,F04,T03,1.00,2.00,1.00
FL,TX,F03,T03,190.00,176.00,109.00
PA,IN,F04,T00,10.00,28.00,6.00
MO,LA,F06,T00,12.00,26.00,9.00
VA,MA,F03,T03,6.00,14.00,4.00
WA,WA,F02,T04,202.00,2024.00,54.00
KY,TN,F09,T04,119.00,26.00,2.00
CA,MI,F07,T03,208.00,192.00,226.00
IA,TX,F04,T00,295.00,5066.00,2258.00
MT,CA,F03,T05,35.00,122.00,74.00
MN,NE,F07,T04,93.00,178.00,36.00
KS,WI,F07,T03,116.00,46.00,14.00
IA,MN,F05,T05,92.00,52.00,7.00
WA,WA,F08,T04,267.00,312.00,21.00
MT,WY,F04,T00,3.00,14.00,1.00
FL,OK,F06,T04,1.00,0.00,1.00
IA,IN,F04,T05,18.00,58.00,13.00
MO,CT,F01,T00,3.00,0.00,0.00
OR,WA,F03,T05,279.00,310.00,18.00
KY,OH,F04,T05,17.00,104.00,8.00
MI,IL,F05,T03,567.00,290.00,31.00
IA,MT,F02,T03,3.00,16.00,11.00
NM,GA,F03,T03,8.00,2.00,2.00
MO,WV,F06,T00,16.00,112.00,50.00
OH,TN,F07,T00,178.00,368.00,92.00
WA,MD,F03,T04,31.00,58.00,77.00
HI,HI,F07,T11,34.00,18.00,2.00
IA,MI,F05,T05,86.00,76.00,22.00
AZ,IL,F03,T00,7.00,12.00,12.00
NY,GA,F05,T04,36.00,14.00,7.00
MO,MD,F06,T03,41.00,54.00,26.00
WV,TX,F05,T03,61.00,42.00,27.00
MT,TX,F06,T04,3.00,18.00,18.00
IN,MA,F06,T00,63.00,60.00,29.00
IN,GA,F05,T03,144.00,116.00,37.00
MI,TX,F06,T00,99.00,124.00,75.00
CA,CA,F07,T04,16665.00,39012.00,2768.00
MO,GA,F05,T03,116.00,96.00,40.00
WI,FL,F07,T04,330.00,278.00,193.00
KY,TN,F07,T05,346.00,760.00,68.00
KY,WI,F04,T04,7.00,12.00,3.00
NV,MD,F08,T04,33.00,4.00,6.00
NH,RI,F08,T00,26.00,66.00,3.00
NV,AR,F08,T04,13.00,2.00,1.00
KS,AZ,F05,T00,153.00,80.00,44.00
AL,IL,F05,T00,143.00,118.00,39.00
MA,NC,F05,T03,52.00,10.00,4.00
NC,MO,F05,T04,105.00,88.00,42.00
TX,MA,F05,T03,134.00,68.00,67.00
OH,AR,F07,T00,27.00,40.00,16.00
ND,NY,F02,T06,94.00,998.00,766.00
NY,KS,F05,T00,75.00,40.00,21.00
OR,OR,F07,T03,2512.00,4150.00,99.00
WI,NM,F03,T00,1.00,8.00,6.00
GA,AL,F05,T00,787.00,538.00,63.00
WA,CA,F07,T14,41.00,4.00,2.00
TX,PA,F07,T03,257.00,440.00,337.00
MO,IL,F06,T04,209.00,582.00,49.00
IL,IL,F04,T00,761.00,6180.00,230.00
MO,PA,F07,T04,233.00,512.00,231.00
MO,WI,F07,T00,75.00,184.00,46.00
KS,FL,F06,T04,14.00,16.00,12.00
FL,OH,F08,T03,16.00,14.00,7.00
IN,CT,F02,T04,1.00,20.00,9.00
NY,NJ,F03,T05,736.00,1054.00,20.00
GA,GA,F07,T05,2916.00,4544.00,62.00
MN,PA,F05,T04,302.00,152.00,84.00
MI,OH,F08,T05,13.00,36.00,3.00
PA,TN,F05,T04,12.00,8.00,3.00
MO,AR,F06,T00,116.00,302.00,42.00
IA,IN,F05,T00,274.00,190.00,46.00
MA,IA,F07,T03,17.00,6.00,5.00
UT,UT,F03,T05,532.00,852.00,17.00
KS,KS,F08,T05,919.00,1156.00,29.00
ID,WA,F03,T03,25.00,48.00,13.00
VA,ID,F05,T04,2.00,0.00,1.00
NC,SC,F05,T04,162.00,204.00,18.00
OH,OH,F07,T03,10688.00,34438.00,926.00
MS,WA,F05,T00,20.00,14.00,18.00
NC,VA,F09,T00,63.00,16.00,2.00
IL,LA,F07,T03,90.00,102.00,41.00
IN,MI,F07,T03,626.00,738.00,86.00
VT,NE,F07,T00,10.00,14.00,10.00
KS,CA,F05,T03,1115.00,516.00,376.00
IA,KS,F07,T03,199.00,330.00,49.00
VA,NC,F04,T05,41.00,298.00,18.00
KY,MN,F07,T00,15.00,18.00,7.00
VA,GA,F04,T03,4.00,16.00,5.00
ID,UT,F07,T04,144.00,304.00,31.00
FL,OR,F07,T00,11.00,14.00,21.00
FL,WI,F05,T00,63.00,30.00,19.00
MN,PA,F07,T04,200.00,188.00,102.00
MD,AZ,F04,T04,7.00,6.00,9.00
IA,NY,F06,T03,38.00,90.00,41.00
FL,OH,F05,T00,78.00,22.00,12.00
NM,AL,F07,T03,11.00,12.00,8.00
LA,GA,F05,T00,33.00,12.00,3.00
UT,UT,F05,T03,466.00,310.00,8.00
NV,WY,F07,T04,8.00,8.00,3.00
GA,VA,F05,T00,152.00,96.00,25.00
WY,NE,F03,T00,5.00,34.00,10.00
VA,PA,F08,T04,177.00,448.00,69.00
FL,MS,F03,T04,3.00,2.00,1.00
SC,MI,F04,T03,10.00,2.00,0.00
CO,NY,F05,T00,153.00,54.00,44.00
LA,SC,F06,T03,1.00,4.00,2.00
MN,LA,F08,T04,2.00,2.00,1.00
ID,CA,F03,T04,144.00,376.00,174.00
NE,CA,F05,T03,1019.00,538.00,410.00
WI,MS,F03,T03,6.00,24.00,9.00
NJ,PA,F05,T00,769.00,366.00,24.00
OR,NH,F07,T04,10.00,22.00,36.00
HI,MA,F05,T11,6.00,2.00,3.00
MN,MI,F07,T06,28.00,180.00,76.00
KS,AL,F05,T04,67.00,28.00,16.00
AL,KY,F07,T03,19.00,32.00,6.00
MO,IA,F06,T03,45.00,92.00,13.00
IN,NY,F07,T03,82.00,162.00,47.00
OR,GA,F07,T04,105.00,118.00,157.00
TN,TN,F05,T03,1279.00,1116.00,24.00
TN,IN,F04,T03,8.00,40.00,6.00
VA,TN,F07,T05,234.00,284.00,24.00
VA,RI,F08,T00,8.00,22.00,6.00
VA,CA,F09,T14,1.00,0.00,0.00
UT,NY,F07,T00,26.00,2.00,2.00
NY,CT,F05,T03,324.00,106.00,6.00
FL,LA,F07,T00,29.00,102.00,33.00
OK,OK,F04,T05,368.00,2464.00,66.00
WA,MT,F06,T04,17.00,26.00,8.00
MA,PA,F06,T05,3.00,4.00,1.00
FL,WA,F06,T00,1.00,0.00,1.00
WI,MN,F07,T05,312.00,362.00,27.00
PA,MO,F06,T04,46.00,54.00,28.00
NM,CA,F06,T00,88.00,100.00,44.00
IA,MI,F07,T05,11.00,26.00,8.00
MN,AL,F07,T04,29.00,42.00,24.00
LA,LA,F07,T03,3284.00,7890.00,198.00
AL,PA,F07,T00,30.00,24.00,11.00
MD,DE,F08,T05,8.00,2.00,0.00
NH,VT,F05,T05,5.00,2.00,0.00
NC,SC,F08,T03,55.00,186.00,19.00
TX,TX,F08,T03,10030.00,13918.00,763.00
KS,NE,F08,T06,0.00,0.00,0.00
ND,ND,F08,T00,183.00,236.00,8.00
IA,WI,F08,T03,26.00,84.00,12.00
NY,NY,F04,T00,1144.00,5162.00,149.00
ND,LA,F07,T04,93.00,344.00,305.00
MO,MN,F06,T03,88.00,266.00,68.00
CA,MO,F07,T03,398.00,448.00,412.00
ID,UT,F07,T03,329.00,448.00,51.00
CA,MO,F03,T04,48.00,58.00,56.00
AR,AR,F08,T05,487.00,642.00,12.00
TN,FL,F07,T03,319.00,470.00,175.00
TN,OH,F07,T03,253.00,340.00,85.00
OK,ND,F05,T00,5.00,2.00,1.00
MN,MI,F07,T03,251.00,262.00,88.00
IL,TX,F08,T08,406.00,1316.00,948.00
IA,CT,F05,T03,14.00,10.00,6.00
MI,TX,F07,T03,206.00,322.00,205.00
OH,VT,F06,T05,2.00,4.00,1.00
IL,IL,F01,T00,100.00,294.00,13.00
MI,IL,F02,T00,69.00,1066.00,221.00
OK,MA,F05,T00,18.00,8.00,6.00
MT,CA,F06,T05,3.00,18.00,11.00
WV,WV,F09,T14,0.00,0.00,0.00
IA,OK,F05,T03,202.00,144.00,44.00
OH,VA,F03,T04,13.00,14.00,3.00
MO,TX,F04,T04,77.00,286.00,112.00
KS,FL,F06,T03,14.00,16.00,12.00
NE,MS,F05,T00,11.00,8.00,3.00
MA,TN,F05,T00,66.00,32.00,18.00
CA,NC,F08,T03,56.00,42.00,57.00
MN,IL,F07,T03,587.00,676.00,165.00
VA,OH,F07,T00,475.00,572.00,97.00
NV,PA,F07,T00,14.00,16.00,21.00
PA,MD,F05,T00,409.00,258.00,19.00
PA,FL,F06,T00,89.00,64.00,32.00
AZ,PA,F03,T00,2.00,4.00,5.00
ID,IL,F02,T00,2.00,24.00,18.00
NJ,TX,F07,T00,435.00,250.00,205.00
AL,MO,F09,T14,2.00,0.00,0.00
TX,TX,F02,T00,6464.00,74124.00,2169.00
VT,MA,F04,T14,0.00,0.00,0.00
WI,KY,F07,T03,118.00,108.00,31.00
CO,ID,F08,T03,47.00,138.00,50.00
KY,IN,F06,T05,73.00,80.00,8.00
OH,TN,F02,T06,46.00,482.00,109.00
OR,OR,F08,T04,36.00,62.00,3.00
LA,MS,F07,T05,171.00,554.00,40.00
FL,TX,F07,T03,340.00,568.00,312.00
AR,MI,F04,T04,0.00,14.00,6.00
OR,OK,F07,T04,34.00,36.00,33.00
NC,PA,F05,T03,509.00,540.00,124.00
IL,IL,F02,T00,3034.00,45156.00,900.00
RI,CT,F04,T03,18.00,22.00,1.00
TX,CA,F07,T00,792.00,834.00,662.00
NJ,UT,F07,T00,18.00,12.00,12.00
IA,NM,F05,T00,30.00,16.00,9.00
TX,TX,F06,T05,3426.00,5430.00,253.00
NY,SC,F06,T04,4.00,4.00,2.00
MA,DE,F05,T03,23.00,16.00,3.00
OR,NY,F07,T03,129.00,110.00,156.00
IN,KY,F07,T05,216.00,158.00,12.00
KS,NJ,F01,T05,6.00,0.00,0.00
NJ,FL,F07,T04,335.00,192.00,110.00
NH,ME,F07,T03,132.00,198.00,18.00
WA,NV,F06,T00,12.00,10.00,5.00
KS,CT,F06,T00,15.00,16.00,11.00
VA,NJ,F07,T03,119.00,224.00,36.00
AR,MO,F05,T04,420.00,492.00,65.00
IL,MI,F03,T03,221.00,212.00,25.00
KS,GA,F07,T04,22.00,18.00,8.00
NV,TX,F07,T03,51.00,54.00,51.00
WA,TX,F03,T04,202.00,428.00,524.00
OH,NY,F06,T00,153.00,204.00,45.00
AL,NC,F05,T04,70.00,50.00,14.00
NC,MI,F09,T04,174.00,6.00,2.00
TN,MS,F05,T03,53.00,44.00,6.00
KY,OH,F07,T04,413.00,590.00,36.00
MD,MD,F05,T03,803.00,374.00,7.00
KY,WY,F08,T04,32.00,12.00,7.00
SC,NH,F06,T00,1.00,2.00,1.00
RI,RI,F04,T00,5.00,4.00,0.00
CA,VT,F07,T00,59.00,56.00,75.00
TN,GA,F07,T04,411.00,940.00,138.00
IA,FL,F07,T03,97.00,76.00,58.00
NE,MO,F07,T04,141.00,204.00,36.00
PA,OH,F04,T05,18.00,56.00,9.00
DE,MA,F05,T03,81.00,94.00,19.00
IN,FL,F05,T03,41.00,44.00,26.00
LA,AL,F07,T03,89.00,154.00,27.00
FL,CA,F03,T04,85.00,62.00,87.00
GA,SC,F05,T04,174.00,160.00,21.00
TX,TX,F03,T04,761.00,2352.00,306.00
CA,IN,F03,T03,84.00,102.00,113.00
TN,AZ,F05,T00,68.00,32.00,27.00
ME,RI,F07,T04,29.00,252.00,28.00
LA,SC,F07,T00,40.00,66.00,26.00
WI,GA,F05,T03,193.00,130.00,60.00
OK,CO,F06,T00,10.00,24.00,9.00
MN,NH,F04,T03,11.00,120.00,97.00
ND,MN,F08,T05,12.00,22.00,1.00
TX,IN,F07,T00,172.00,184.00,105.00
IN,MS,F02,T03,1.00,20.00,6.00
NC,OH,F05,T04,204.00,198.00,50.00
KS,NM,F05,T00,72.00,34.00,10.00
ID,ID,F07,T03,1092.00,1692.00,62.00
AZ,NM,F07,T04,32.00,42.00,7.00
ME,DE,F05,T03,0.00,0.00,0.00
IA,AL,F05,T00,118.00,120.00,59.00
IN,SC,F06,T04,12.00,16.00,5.00
WV,CA,F05,T04,35.00,20.00,28.00
NC,MA,F07,T14,0.00,0.00,0.00
GA,CA,F06,T03,121.00,124.00,153.00
FL,NJ,F03,T00,69.00,144.00,83.00
GA,TX,F08,T04,67.00,96.00,42.00
NH,MS,F05,T00,0.00,0.00,0.00
MO,LA,F05,T03,15.00,36.00,11.00
LA,MS,F05,T03,171.00,236.00,19.00
VT,FL,F07,T04,39.00,18.00,13.00
KY,SD,F08,T00,8.00,4.00,3.00
SC,NC,F07,T04,80.00,308.00,25.00
IL,VA,F07,T00,181.00,286.00,123.00
TX,NC,F06,T00,26.00,44.00,28.00
FL,MA,F07,T03,201.00,370.00,246.00
WI,SC,F07,T04,33.00,20.00,10.00
FL,MA,F01,T00,3.00,0.00,0.00
AL,TX,F05,T00,151.00,156.00,59.00
MO,IA,F04,T00,20.00,80.00,13.00
WI,DE,F03,T03,1.00,14.00,7.00
VT,WI,F07,T03,73.00,30.00,18.00
GA,KY,F04,T03,29.00,138.00,25.00
TX,ND,F06,T03,3.00,2.00,1.00
MS,NM,F05,T00,9.00,6.00,3.00
HI,MA,F05,T00,6.00,2.00,3.00
PA,KY,F05,T04,32.00,18.00,6.00
CT,NH,F06,T03,23.00,20.00,2.00
NH,WI,F07,T03,8.00,8.00,4.00
MN,CA,F08,T06,116.00,348.00,393.00
IN,OK,F01,T00,296.00,290.00,120.00
ME,PA,F07,T00,135.00,860.00,227.00
NJ,CA,F04,T00,811.00,716.00,1130.00
TX,NM,F08,T04,25.00,92.00,36.00
HI,TN,F05,T11,1.00,0.00,0.00
IN,KY,F04,T05,53.00,476.00,54.00
WA,SD,F05,T00,6.00,20.00,16.00
IA,PA,F05,T00,215.00,150.00,72.00
NJ,IL,F06,T04,52.00,42.00,18.00
CA,UT,F07,T00,1092.00,1790.00,660.00
MS,MS,F08,T00,887.00,1192.00,25.00
MN,MI,F05,T03,78.00,64.00,22.00
VT,OH,F07,T04,29.00,22.00,8.00
OH,NE,F06,T03,52.00,72.00,29.00
TN,NY,F07,T00,107.00,132.00,58.00
RI,NJ,F05,T04,4.00,0.00,0.00
ID,OR,F05,T00,25.00,18.00,4.00
IN,FL,F07,T03,63.00,82.00,40.00
NJ,IL,F05,T03,21.00,14.00,6.00
OR,WA,F07,T03,1244.00,2476.00,206.00
ME,ME,F07,T03,800.00,1414.00,39.00
ID,UT,F02,T03,103.00,1142.00,97.00
KS,TX,F06,T06,40.00,270.00,107.00
CA,OR,F03,T00,238.00,254.00,96.00
MD,VA,F05,T05,204.00,114.00,6.00
RI,NY,F05,T03,64.00,24.00,2.00
MO,VA,F07,T00,116.00,88.00,43.00
NM,OH,F06,T00,19.00,26.00,18.00
MO,NE,F04,T04,46.00,306.00,54.00
NC,NC,F09,T03,23232.00,3716.00,24.00
NY,NJ,F07,T03,2087.00,2836.00,316.00
IA,OK,F03,T06,26.00,196.00,54.00
WI,GA,F07,T03,431.00,360.00,172.00
WA,NY,F04,T00,0.00,0.00,0.00
FL,TX,F07,T00,340.00,568.00,312.00
OR,IN,F07,T00,82.00,106.00,121.00
IN,AL,F04,T00,91.00,482.00,113.00
SC,OH,F07,T00,76.00,64.00,18.00
MT,WA,F05,T00,7.00,4.00,1.00
OH,PA,F06,T00,412.00,488.00,78.00
TX,LA,F03,T05,91.00,142.00,13.00
LA,LA,F02,T03,3411.00,45198.00,320.00
OH,IL,F05,T04,112.00,54.00,10.00
VA,ID,F05,T00,2.00,0.00,1.00
MI,PA,F07,T04,153.00,408.00,100.00
TX,VA,F07,T04,86.00,114.00,84.00
UT,OR,F07,T00,83.00,56.00,23.00
MD,MD,F04,T00,461.00,2438.00,17.00
GA,FL,F09,T03,160.00,28.00,6.00
WV,WI,F09,T00,0.00,0.00,0.00
MO,AR,F04,T00,128.00,836.00,96.00
IN,PA,F07,T04,271.00,534.00,152.00
ME,NY,F07,T00,295.00,2524.00,487.00
CO,WA,F05,T04,65.00,24.00,16.00
IN,TN,F04,T04,60.00,152.00,31.00
WA,NY,F03,T00,79.00,158.00,215.00
SD,MO,F07,T03,26.00,26.00,9.00
ND,WA,F07,T00,47.00,220.00,171.00
IA,IL,F04,T03,250.00,1196.00,109.00
TX,MI,F06,T03,13.00,12.00,8.00
MN,NV,F07,T04,23.00,26.00,22.00
NY,OK,F06,T03,19.00,28.00,19.00
LA,LA,F05,T04,61.00,40.00,2.00
ID,PA,F03,T06,10.00,76.00,87.00
AR,TX,F05,T05,89.00,104.00,15.00
ME,MA,F05,T00,134.00,42.00,3.00
RI,MA,F05,T03,154.00,80.00,2.00
NV,VA,F07,T00,15.00,16.00,19.00
GA,MA,F05,T00,88.00,54.00,30.00
ID,CA,F03,T00,169.00,396.00,183.00
NC,VA,F04,T03,49.00,510.00,46.00
TN,IN,F07,T03,191.00,318.00,76.00
NC,NC,F07,T00,3398.00,11130.00,431.00
DE,MA,F05,T00,81.00,94.00,19.00
IN,IN,F09,T00,451.00,16.00,1.00
OK,FL,F06,T04,11.00,28.00,19.00
AR,CO,F07,T03,11.00,8.00,4.00
IN,KY,F01,T03,71.00,80.00,6.00
IA,TN,F06,T04,129.00,186.00,67.00
IN,MO,F05,T00,95.00,92.00,18.00
OH,UT,F07,T03,72.00,44.00,40.00
RI,CT,F06,T05,4.00,4.00,0.00
CO,WY,F08,T00,17.00,46.00,4.00
ID,OR,F03,T04,74.00,136.00,36.00
IA,IA,F03,T04,1166.00,8986.00,237.00
MN,IA,F07,T00,553.00,1468.00,151.00
WI,ME,F07,T00,56.00,30.00,19.00
NC,MA,F09,T04,398.00,12.00,4.00
PA,PA,F04,T05,817.00,4482.00,118.00
WI,OH,F07,T03,768.00,570.00,164.00
TX,NE,F04,T04,97.00,356.00,147.00
ND,VA,F02,T00,6.00,22.00,19.00
NC,NJ,F06,T03,28.00,48.00,12.00
RI,MA,F07,T14,1.00,0.00,0.00
IA,CA,F07,T00,801.00,3002.00,3008.00
ND,OH,F03,T03,9.00,32.00,17.00
ME,NH,F07,T05,150.00,174.00,10.00
IL,WI,F06,T03,591.00,852.00,76.00
DE,NV,F05,T03,1.00,0.00,1.00
IA,KS,F05,T03,399.00,392.00,85.00
MO,OK,F04,T00,96.00,502.00,61.00
MO,MS,F06,T04,22.00,28.00,9.00
IL,IL,F06,T03,3353.00,5794.00,190.00
WI,WA,F07,T04,62.00,80.00,75.00
MO,LA,F05,T00,15.00,36.00,11.00
AR,KS,F05,T04,91.00,78.00,19.00
AR,OH,F05,T00,114.00,92.00,38.00
KS,TX,F05,T14,2.00,0.00,0.00
OR,ID,F03,T00,159.00,132.00,32.00
KY,MO,F07,T00,77.00,102.00,21.00
CA,MT,F05,T04,4.00,2.00,1.00
KS,NC,F05,T00,211.00,102.00,68.00
WI,ID,F07,T03,143.00,136.00,107.00
WV,PA,F09,T00,20.00,2.00,0.00
WI,TN,F04,T04,15.00,20.00,8.00
SC,SC,F08,T00,1556.00,1920.00,35.00
LA,KS,F06,T00,1.00,0.00,0.00
TX,AR,F04,T03,14.00,88.00,14.00
KY,MN,F09,T00,17.00,2.00,0.00
IN,MO,F01,T05,33.00,34.00,8.00
AL,PA,F05,T00,79.00,44.00,18.00
KS,FL,F01,T04,2.00,0.00,0.00
SD,TX,F04,T06,30.00,468.00,322.00
WI,NE,F08,T00,56.00,172.00,45.00
SC,AZ,F07,T00,2.00,2.00,2.00
NY,MI,F07,T04,183.00,206.00,58.00
MN,MA,F07,T00,69.00,48.00,35.00
CA,TX,F05,T04,423.00,222.00,158.00
FL,MI,F08,T00,42.00,28.00,18.00
PA,NV,F05,T03,15.00,10.00,12.00
NJ,SC,F04,T03,5.00,10.00,3.00
OK,MN,F01,T04,0.00,0.00,0.00
OR,WA,F05,T14,1.00,0.00,0.00
MD,GA,F06,T04,56.00,54.00,18.00
PA,CA,F07,T00,1064.00,668.00,884.00
UT,GA,F06,T04,33.00,32.00,30.00
IL,GA,F05,T03,364.00,152.00,56.00
WA,NY,F05,T03,77.00,18.00,24.00
FL,SC,F09,T03,22.00,2.00,0.00
ME,CA,F07,T04,4.00,2.00,3.00
WA,KY,F05,T00,3.00,0.00,1.00
MN,SC,F06,T04,7.00,12.00,7.00
DE,NC,F07,T04,5.00,8.00,2.00
MO,NY,F05,T00,10.00,14.00,8.00
TN,SC,F09,T00,40.00,2.00,0.00
CO,MA,F04,T00,33.00,128.00,129.00
KY,ID,F08,T03,9.00,6.00,6.00
AZ,IL,F07,T03,5.00,6.00,6.00
CA,WA,F05,T00,394.00,226.00,107.00
PA,KY,F03,T04,4.00,8.00,3.00
MI,PA,F03,T03,24.00,24.00,8.00
VA,MD,F08,T00,0.00,0.00,0.00
MO,MO,F06,T04,188.00,536.00,27.00
OK,NJ,F07,T00,6.00,8.00,6.00
IL,MO,F07,T04,528.00,638.00,71.00
CT,AL,F07,T04,2.00,2.00,1.00
KS,TX,F07,T06,100.00,566.00,230.00
IL,VA,F03,T04,24.00,26.00,10.00
NE,NC,F09,T14,1.00,0.00,0.00
OR,FL,F07,T04,56.00,76.00,114.00
CT,NC,F06,T00,12.00,32.00,12.00
MI,MO,F07,T04,125.00,216.00,56.00
MD,IN,F05,T00,5.00,6.00,2.00
CO,SC,F05,T03,38.00,24.00,21.00
MO,OR,F08,T03,6.00,4.00,3.00
IL,ID,F06,T04,6.00,14.00,11.00
KS,OK,F08,T00,9.00,28.00,4.00
SD,VA,F07,T03,12.00,4.00,3.00
SC,KY,F06,T03,10.00,22.00,5.00
FL,UT,F07,T00,48.00,72.00,88.00
MN,OH,F06,T04,184.00,464.00,182.00
NJ,VA,F07,T04,132.00,156.00,23.00
IA,CA,F04,T06,73.00,562.00,573.00
IL,GA,F02,T06,157.00,2378.00,825.00
WI,OR,F05,T00,12.00,8.00,8.00
NM,NY,F07,T04,45.00,24.00,21.00
NM,PA,F06,T03,29.00,42.00,39.00
GA,CO,F08,T03,58.00,104.00,71.00
AR,TX,F09,T00,4.00,0.00,0.00
KY,NE,F08,T00,23.00,10.00,3.00
NC,TX,F03,T14,0.00,0.00,0.00
AR,MO,F03,T00,34.00,142.00,17.00
OR,AL,F07,T03,31.00,82.00,102.00
CO,AZ,F08,T06,137.00,274.00,181.00
UT,NY,F05,T04,35.00,6.00,6.00
HI,CA,F03,T00,19.00,32.00,45.00
UT,ID,F04,T05,12.00,128.00,9.00
PA,UT,F07,T00,58.00,68.00,70.00
TX,NM,F09,T05,19.00,0.00,0.00
ME,NJ,F06,T04,6.00,8.00,3.00
MI,OH,F05,T03,374.00,252.00,28.00
PA,DE,F06,T00,41.00,38.00,2.00
MN,IN,F07,T00,361.00,456.00,140.00
NC,CA,F07,T00,43.00,66.00,86.00
FL,PA,F07,T03,218.00,344.00,180.00
WA,WA,F06,T03,1868.00,2376.00,44.00
NC,TX,F05,T03,297.00,372.00,244.00
GA,MO,F06,T03,26.00,32.00,11.00
RI,NJ,F04,T03,2.00,2.00,0.00
KY,GA,F06,T03,181.00,196.00,41.00
OH,KY,F06,T05,276.00,352.00,25.00
UT,UT,F07,T05,825.00,1838.00,76.00
GA,NY,F07,T00,45.00,98.00,46.00
IN,SC,F04,T06,104.00,826.00,369.00
OR,MD,F07,T00,18.00,28.00,39.00
NH,ME,F07,T05,116.00,194.00,18.00
AL,MS,F07,T03,98.00,284.00,22.00
GA,VT,F05,T00,20.00,18.00,9.00
NH,VA,F07,T04,30.00,12.00,4.00
KS,CO,F05,T00,80.00,68.00,16.00
VA,IL,F04,T00,0.00,2.00,1.00
OH,CT,F06,T03,23.00,40.00,13.00
NY,NY,F07,T00,11817.00,20680.00,690.00
AR,IA,F05,T03,32.00,44.00,19.00
TX,OH,F04,T03,10.00,20.00,13.00
IA,AR,F07,T04,96.00,114.00,42.00
MO,GA,F03,T04,5.00,4.00,2.00
OH,WV,F08,T03,80.00,198.00,20.00
IN,VA,F05,T04,136.00,134.00,41.00
WI,NY,F05,T00,181.00,112.00,50.00
NV,GA,F07,T00,41.00,64.00,71.00
WV,WV,F05,T00,54.00,38.00,1.00
WA,TX,F05,T00,105.00,30.00,35.00
ND,NY,F06,T03,17.00,32.00,25.00
FL,AL,F01,T00,1.00,0.00,0.00
OH,UT,F05,T03,19.00,10.00,8.00
IL,ID,F06,T03,6.00,14.00,11.00
TX,AL,F06,T00,6.00,8.00,3.00
FL,VA,F07,T04,209.00,300.00,136.00
LA,AL,F03,T04,21.00,56.00,9.00
WI,AZ,F05,T04,73.00,46.00,46.00
MT,WA,F05,T04,3.00,2.00,0.00
IL,WA,F06,T03,33.00,48.00,51.00
VA,IL,F05,T03,125.00,58.00,26.00
FL,MN,F05,T00,25.00,6.00,6.00
KS,KS,F07,T05,914.00,1914.00,38.00
NJ,MA,F05,T03,255.00,92.00,12.00
CO,MD,F07,T03,15.00,10.00,8.00
CO,ID,F08,T04,47.00,138.00,50.00
VT,NY,F04,T05,28.00,166.00,11.00
NE,MO,F04,T03,86.00,186.00,32.00
TX,MS,F03,T04,15.00,20.00,5.00
NJ,CO,F07,T00,41.00,18.00,15.00
WA,MT,F03,T05,62.00,72.00,12.00
LA,TX,F05,T00,454.00,368.00,66.00
WA,OH,F03,T00,12.00,16.00,19.00
TN,OH,F04,T00,15.00,62.00,13.00
IN,IL,F07,T05,1052.00,4448.00,179.00
TX,NC,F06,T04,26.00,44.00,28.00
MO,MA,F05,T04,11.00,12.00,9.00
VA,FL,F06,T03,163.00,138.00,48.00
AR,CA,F06,T00,35.00,134.00,126.00
MI,FL,F05,T03,69.00,42.00,27.00
PA,MA,F05,T04,76.00,38.00,6.00
WV,NY,F05,T03,49.00,30.00,6.00
LA,MI,F05,T03,7.00,2.00,2.00
MA,OH,F05,T04,103.00,24.00,9.00
WA,PA,F07,T03,108.00,150.00,192.00
NJ,SC,F04,T00,5.00,10.00,3.00
MS,TN,F06,T00,7.00,18.00,4.00
FL,AZ,F05,T00,21.00,4.00,5.00
KY,MN,F08,T04,84.00,32.00,13.00
MI,TX,F06,T03,99.00,124.00,75.00
