Source,Target,FoodCate,TransMode,ShipValue,ShipWeight,ShipTonMile
PA,CT,F04,T03,79.00,114.00,16.00
FL,AL,F01,T00,1.00,0.00,0.00
NY,ME,F07,T03,160.00,372.00,77.00
IA,TN,F03,T00,6.00,56.00,24.00
TX,MS,F08,T00,175.00,440.00,100.00
NE,TX,F02,T06,775.00,9882.00,5072.00
KY,KY,F08,T03,934.00,1090.00,19.00
TX,VA,F07,T03,175.00,230.00,170.00
CA,MA,F05,T03,260.00,92.00,138.00
ID,NY,F07,T03,236.00,148.00,166.00
MI,CA,F06,T00,289.00,306.00,356.00
PA,MA,F03,T00,95.00,124.00,20.00
IA,NM,F05,T03,58.00,30.00,17.00
IA,WA,F05,T00,137.00,60.00,52.00
LA,GA,F06,T03,0.00,0.00,0.00
ND,NE,F04,T00,11.00,250.00,82.00
KY,KY,F04,T03,347.00,2526.00,69.00
WV,PA,F09,T00,20.00,2.00,0.00
OK,KY,F07,T03,15.00,10.00,4.00
WA,TN,F05,T00,37.00,8.00,9.00
KY,LA,F05,T03,70.00,84.00,30.00
SC,SC,F09,T00,48.00,4.00,0.00
SD,PA,F07,T03,96.00,40.00,28.00
TN,AL,F05,T03,281.00,206.00,20.00
MO,AL,F02,T00,267.00,4120.00,1435.00
KS,IA,F06,T03,12.00,20.00,3.00
MO,KY,F05,T00,17.00,62.00,9.00
AL,LA,F06,T03,53.00,230.00,47.00
WI,FL,F03,T00,34.00,282.00,208.00
AR,MN,F07,T00,30.00,28.00,13.00
IA,MI,F07,T00,103.00,352.00,105.00
IL,VA,F05,T03,239.00,108.00,46.00
MA,GA,F07,T00,127.00,170.00,93.00
MO,TN,F08,T03,138.00,514.00,71.00
ND,KY,F04,T00,3.00,12.00,7.00
IL,WI,F07,T00,1508.00,2832.00,203.00
OK,OR,F06,T00,7.00,20.00,20.00
NC,TX,F03,T00,0.00,0.00,0.00
TX,NJ,F07,T03,180.00,316.00,268.00
PA,MI,F06,T00,142.00,112.00,32.00
NC,VA,F09,T00,63.00,16.00,2.00
NY,AL,F03,T00,130.00,70.00,39.00
CO,CA,F07,T03,460.00,510.00,274.00
NM,CA,F06,T03,88.00,100.00,44.00
IL,IL,F06,T06,28.00,200.00,18.00
WV,KY,F06,T00,21.00,42.00,2.00
OH,GA,F07,T03,500.00,578.00,189.00
IL,VT,F09,T03,2.00,0.00,0.00
MI,WI,F05,T00,54.00,30.00,5.00
SD,NJ,F08,T06,107.00,376.00,307.00
TX,AL,F07,T03,282.00,524.00,194.00
MN,CA,F03,T03,80.00,220.00,218.00
NJ,PA,F06,T03,930.00,1000.00,53.00
PA,MD,F07,T03,2278.00,6116.00,412.00
CT,OH,F07,T00,54.00,50.00,14.00
KY,AL,F05,T03,124.00,112.00,18.00
TN,MI,F05,T03,30.00,52.00,14.00
OH,PA,F01,T00,26.00,30.00,7.00
VA,UT,F05,T00,7.00,2.00,2.00
OK,AL,F06,T03,14.00,40.00,16.00
ME,CO,F06,T03,0.00,0.00,2.00
OH,MN,F08,T03,46.00,100.00,38.00
OH,VA,F04,T00,97.00,258.00,71.00
PA,MA,F05,T03,338.00,174.00,29.00
TX,IN,F07,T03,344.00,368.00,210.00
VT,NJ,F07,T00,95.00,54.00,10.00
OH,MD,F05,T03,16.00,8.00,2.00
MN,MI,F06,T03,289.00,910.00,307.00
UT,AZ,F07,T03,481.00,406.00,154.00
IA,ND,F04,T03,47.00,60.00,19.00
TX,CO,F08,T00,53.00,194.00,94.00
IA,TN,F05,T03,240.00,128.00,47.00
PA,MI,F05,T03,151.00,94.00,28.00
MN,PA,F07,T06,27.00,110.00,86.00
MS,MS,F05,T03,1172.00,1142.00,18.00
MS,VT,F05,T03,16.00,16.00,12.00
NM,CO,F07,T03,102.00,84.00,11.00
PA,DC,F05,T03,112.00,50.00,4.00
MN,WY,F06,T03,6.00,4.00,2.00
CA,MI,F03,T03,578.00,584.00,684.00
MA,RI,F03,T03,98.00,120.00,4.00
MD,TX,F05,T00,22.00,4.00,5.00
OH,CO,F06,T03,55.00,56.00,36.00
AL,WI,F05,T03,71.00,58.00,24.00
IA,GA,F05,T00,243.00,176.00,81.00
WA,SD,F05,T03,12.00,40.00,32.00
IL,IA,F04,T00,246.00,1046.00,105.00
VT,VT,F08,T00,171.00,256.00,5.00
CT,KY,F07,T03,6.00,4.00,2.00
NY,WA,F07,T03,96.00,96.00,128.00
NM,TN,F06,T00,20.00,26.00,17.00
OH,TN,F07,T00,178.00,368.00,92.00
WV,NY,F05,T00,49.00,30.00,6.00
AR,TX,F09,T14,4.00,0.00,0.00
WI,IN,F05,T00,275.00,202.00,30.00
MI,SC,F02,T00,25.00,372.00,168.00
RI,CA,F05,T03,96.00,28.00,42.00
FL,SC,F01,T00,1.00,0.00,0.00
NY,NY,F06,T03,6647.00,9548.00,396.00
VA,MO,F07,T00,25.00,50.00,23.00
MO,NJ,F06,T00,31.00,68.00,40.00
MI,KS,F06,T03,50.00,36.00,12.00
MO,MO,F07,T03,8584.00,16600.00,488.00
IA,KS,F07,T03,399.00,660.00,98.00
HI,HI,F05,T03,1335.00,624.00,4.00
CO,MT,F08,T03,76.00,164.00,50.00
FL,OK,F03,T03,2.00,4.00,2.00
NY,KY,F09,T00,1.00,0.00,0.00
MN,ND,F06,T00,78.00,120.00,16.00
IN,IN,F08,T00,1596.00,1998.00,34.00
KS,OK,F09,T03,265.00,10.00,0.00
WV,TX,F09,T00,4.00,0.00,0.00
FL,VA,F07,T03,418.00,600.00,272.00
KS,MO,F04,T03,172.00,508.00,54.00
ND,MN,F07,T00,281.00,1054.00,140.00
AK,WY,F08,T03,2.00,4.00,2.00
WY,WY,F07,T00,143.00,338.00,24.00
NC,NY,F07,T03,352.00,848.00,280.00
WV,NH,F05,T03,14.00,20.00,6.00
SC,GA,F03,T03,83.00,302.00,26.00
NC,PA,F08,T00,202.00,630.00,165.00
ID,UT,F07,T03,658.00,894.00,102.00
AR,IA,F05,T03,64.00,88.00,38.00
MN,WV,F05,T03,6.00,4.00,2.00
NJ,MA,F07,T03,674.00,1028.00,123.00
PA,NC,F07,T00,434.00,856.00,211.00
ME,CA,F07,T00,4.00,2.00,3.00
NY,ND,F07,T00,41.00,70.00,44.00
ME,NY,F07,T00,295.00,2524.00,487.00
MO,GA,F07,T00,311.00,410.00,153.00
MS,IN,F05,T03,34.00,16.00,6.00
NC,MD,F03,T03,56.00,112.00,22.00
IN,MS,F02,T03,2.00,40.00,12.00
OR,IA,F07,T14,0.00,0.00,0.00
MA,ME,F03,T03,166.00,192.00,12.00
NJ,IL,F04,T00,39.00,20.00,9.00
KY,PA,F04,T14,0.00,0.00,0.00
CA,NM,F08,T00,50.00,64.00,31.00
PA,GA,F07,T00,822.00,976.00,374.00
CA,NC,F07,T00,168.00,170.00,230.00
IL,MD,F07,T03,153.00,128.00,45.00
MD,OR,F04,T00,0.00,0.00,0.00
TN,GA,F08,T00,824.00,260.00,78.00
OH,MI,F07,T00,873.00,1262.00,161.00
MI,MO,F07,T00,126.00,218.00,57.00
WA,CA,F07,T03,2626.00,3612.00,1850.00
IL,CA,F04,T00,168.00,810.00,887.00
IL,OH,F06,T03,415.00,724.00,127.00
VA,IL,F04,T03,0.00,4.00,2.00
CA,MT,F05,T03,8.00,4.00,2.00
TN,WI,F05,T03,28.00,16.00,6.00
KS,WI,F07,T00,116.00,46.00,14.00
MA,CT,F03,T00,85.00,102.00,6.00
CA,OR,F05,T03,746.00,492.00,192.00
SD,SD,F07,T03,593.00,1282.00,31.00
ND,AR,F03,T00,3.00,20.00,11.00
NY,OR,F07,T03,130.00,108.00,150.00
IL,IN,F06,T00,686.00,1114.00,98.00
ID,KY,F07,T03,8.00,4.00,4.00
FL,NC,F05,T03,467.00,308.00,98.00
MO,MI,F05,T00,22.00,18.00,7.00
CA,OK,F03,T03,80.00,80.00,62.00
FL,OK,F09,T03,56.00,4.00,2.00
MO,KY,F04,T03,38.00,60.00,10.00
AR,PA,F07,T00,42.00,68.00,41.00
OH,MA,F08,T00,50.00,48.00,19.00
FL,MS,F03,T03,6.00,4.00,2.00
OK,ND,F05,T00,5.00,2.00,1.00
MS,AZ,F05,T03,94.00,68.00,52.00
NJ,ME,F07,T00,44.00,40.00,8.00
VA,MD,F07,T03,1658.00,2892.00,158.00
CT,CT,F09,T00,1962.00,116.00,2.00
NH,WI,F07,T03,16.00,16.00,8.00
IL,NH,F07,T03,14.00,12.00,6.00
WA,HI,F08,T00,2.00,8.00,10.00
CA,AR,F07,T00,189.00,248.00,207.00
FL,FL,F08,T00,8045.00,15022.00,850.00
NH,MA,F05,T03,358.00,170.00,6.00
ID,MT,F05,T00,2.00,2.00,0.00
NJ,PA,F08,T03,244.00,446.00,44.00
NJ,MA,F07,T00,405.00,624.00,75.00
HI,HI,F08,T03,1391.00,1016.00,10.00
MS,NY,F05,T00,52.00,32.00,20.00
OR,SC,F08,T00,1.00,0.00,0.00
NY,IN,F06,T03,148.00,132.00,35.00
KS,OK,F04,T00,92.00,1226.00,100.00
LA,LA,F07,T00,3850.00,12100.00,302.00
TX,KS,F06,T03,25.00,32.00,7.00
AL,GA,F07,T00,528.00,1004.00,100.00
ND,VA,F02,T00,6.00,22.00,19.00
NE,TX,F05,T03,2670.00,1938.00,880.00
CA,PA,F07,T00,871.00,1046.00,1436.00
PA,TN,F05,T00,12.00,8.00,3.00
AL,KY,F09,T03,10.00,0.00,0.00
FL,FL,F06,T03,162.00,540.00,24.00
MA,TX,F07,T14,0.00,0.00,0.00
OH,NY,F07,T00,666.00,1032.00,215.00
CA,ND,F08,T03,14.00,12.00,12.00
DE,PA,F05,T03,332.00,476.00,43.00
IN,WI,F03,T03,47.00,50.00,11.00
WI,NJ,F02,T06,42.00,364.00,226.00
IA,WI,F07,T00,370.00,866.00,120.00
IN,MN,F07,T03,196.00,268.00,82.00
TN,MN,F07,T03,32.00,44.00,21.00
OK,CO,F06,T03,20.00,48.00,18.00
ID,CO,F07,T00,119.00,384.00,139.00
NC,VA,F06,T00,242.00,380.00,40.00
SD,NE,F06,T03,18.00,52.00,4.00
NE,IL,F07,T03,392.00,518.00,119.00
MD,DE,F08,T00,9.00,4.00,0.00
MI,AL,F06,T03,28.00,32.00,14.00
CA,WA,F07,T00,1692.00,2358.00,1188.00
NY,GA,F03,T00,34.00,62.00,29.00
NC,MA,F09,T00,398.00,12.00,4.00
VT,VT,F03,T00,72.00,60.00,1.00
TX,OK,F08,T00,86.00,322.00,41.00
NE,CA,F08,T00,210.00,572.00,476.00
NM,NM,F09,T03,102.00,4.00,0.00
MA,NY,F09,T03,14.00,0.00,0.00
UT,UT,F06,T03,1010.00,1924.00,44.00
ND,LA,F07,T03,186.00,688.00,610.00
CO,AZ,F08,T06,137.00,274.00,181.00
IN,MI,F04,T03,531.00,1812.00,190.00
KY,CA,F07,T14,0.00,0.00,0.00
FL,NY,F05,T00,141.00,40.00,23.00
VT,MA,F04,T14,0.00,0.00,0.00
PA,MD,F04,T14,0.00,0.00,0.00
IL,FL,F07,T03,440.00,808.00,474.00
SC,CA,F07,T00,89.00,20.00,24.00
NY,NV,F05,T00,13.00,4.00,6.00
FL,ID,F09,T03,4.00,0.00,0.00
AR,NM,F05,T03,14.00,12.00,4.00
VA,MO,F05,T03,154.00,96.00,48.00
FL,OH,F08,T03,32.00,28.00,14.00
CO,NM,F08,T00,101.00,218.00,55.00
NM,KY,F07,T03,307.00,228.00,154.00
MS,CA,F06,T03,62.00,112.00,110.00
PA,MO,F07,T03,114.00,216.00,98.00
AR,KY,F06,T03,18.00,30.00,8.00
AK,AK,F05,T14,2.00,0.00,0.00
IN,CA,F08,T14,0.00,0.00,0.00
CO,WA,F04,T00,45.00,110.00,68.00
ME,MI,F07,T00,5.00,2.00,2.00
WI,ME,F07,T03,110.00,58.00,38.00
IA,TN,F06,T00,150.00,302.00,112.00
TN,MD,F06,T03,116.00,164.00,54.00
MN,NH,F06,T06,7.00,44.00,33.00
KS,IN,F05,T00,354.00,186.00,72.00
OH,GA,F07,T00,328.00,546.00,210.00
TN,MI,F07,T03,246.00,240.00,77.00
MO,NY,F07,T00,40.00,50.00,27.00
GA,FL,F04,T03,988.00,6192.00,575.00
VT,CT,F08,T03,28.00,52.00,6.00
MO,IN,F04,T00,18.00,56.00,11.00
GA,AL,F05,T00,787.00,538.00,63.00
CO,CO,F02,T03,541.00,7188.00,219.00
IL,CA,F05,T03,976.00,324.00,332.00
VA,PA,F08,T03,402.00,1040.00,155.00
HI,IL,F03,T00,0.00,0.00,0.00
MN,UT,F06,T03,156.00,128.00,82.00
KY,KY,F09,T14,5.00,0.00,0.00
CA,CA,F07,T03,79454.00,167984.00,8841.00
NV,PA,F07,T03,28.00,32.00,42.00
NY,TX,F07,T00,506.00,660.00,541.00
DC,DC,F05,T03,122.00,40.00,0.00
IL,IN,F07,T00,1470.00,2282.00,199.00
ID,MO,F07,T00,300.00,208.00,155.00
GA,MO,F05,T03,37.00,34.00,13.00
IL,IL,F04,T06,66.00,352.00,24.00
CA,TX,F07,T06,46.00,240.00,217.00
MI,MO,F04,T00,1.00,14.00,4.00
AR,TX,F07,T00,306.00,896.00,207.00
OR,AZ,F03,T03,28.00,44.00,30.00
KY,IL,F06,T03,277.00,290.00,63.00
GA,IA,F06,T00,19.00,6.00,3.00
ME,TN,F06,T00,1.00,2.00,2.00
SC,WI,F05,T03,94.00,68.00,33.00
IN,MI,F04,T00,266.00,906.00,95.00
OH,PA,F01,T03,52.00,60.00,14.00
NC,SC,F09,T00,116.00,2.00,0.00
KS,OK,F07,T00,233.00,1174.00,160.00
ND,MO,F04,T00,13.00,104.00,44.00
WY,MO,F03,T03,30.00,120.00,52.00
GA,SC,F05,T03,812.00,612.00,71.00
PA,CT,F07,T03,331.00,682.00,92.00
OH,IL,F05,T03,227.00,110.00,20.00
WI,CT,F07,T00,46.00,24.00,14.00
VA,SC,F05,T03,60.00,34.00,7.00
CT,NV,F06,T03,0.00,0.00,0.00
DE,CA,F05,T00,24.00,24.00,34.00
CA,SC,F07,T00,43.00,92.00,102.00
AR,NY,F09,T14,1.00,0.00,0.00
IA,CT,F05,T03,28.00,20.00,12.00
RI,MA,F07,T14,1.00,0.00,0.00
AK,AK,F06,T03,54.00,38.00,1.00
CA,MA,F07,T03,552.00,1064.00,1342.00
AK,AK,F08,T03,483.00,356.00,14.00
NE,MN,F05,T00,239.00,308.00,70.00
WI,NJ,F07,T00,663.00,496.00,239.00
KY,CT,F08,T03,40.00,16.00,6.00
CA,MA,F03,T00,187.00,192.00,299.00
MI,MA,F06,T03,12.00,20.00,8.00
AL,TN,F09,T03,30.00,4.00,1.00
LA,TX,F07,T00,648.00,1036.00,213.00
MD,VA,F06,T03,245.00,150.00,7.00
AZ,FL,F03,T00,25.00,40.00,45.00
IN,MN,F07,T00,98.00,134.00,41.00
OH,NC,F02,T06,185.00,2578.00,920.00
TX,TX,F07,T14,134.00,30.00,3.00
WY,IN,F03,T00,12.00,48.00,25.00
NE,VA,F07,T00,17.00,12.00,7.00
IA,IN,F02,T00,25.00,302.00,69.00
VA,DE,F05,T00,109.00,150.00,13.00
NE,WI,F05,T03,1351.00,942.00,299.00
NV,KS,F07,T00,1.00,0.00,0.00
GA,TX,F06,T03,174.00,208.00,92.00
KS,KY,F05,T00,133.00,78.00,34.00
IA,AZ,F04,T00,40.00,192.00,157.00
TX,UT,F05,T03,182.00,116.00,78.00
KY,WI,F07,T00,0.00,0.00,0.00
OK,KY,F05,T00,47.00,30.00,12.00
VA,NC,F03,T03,583.00,2414.00,205.00
MS,TX,F07,T00,11.00,18.00,7.00
IN,VA,F03,T03,22.00,16.00,4.00
AK,AK,F03,T03,136.00,164.00,13.00
VT,IN,F07,T03,80.00,84.00,40.00
IL,TX,F05,T03,644.00,344.00,190.00
AR,CA,F05,T03,1502.00,1202.00,1020.00
IA,MO,F07,T00,416.00,954.00,177.00
MD,MN,F05,T00,5.00,6.00,3.00
MS,TN,F07,T00,13.00,48.00,7.00
MN,LA,F08,T00,2.00,2.00,1.00
PA,TN,F07,T03,393.00,514.00,180.00
TX,MS,F07,T03,193.00,390.00,97.00
KY,NC,F05,T03,82.00,80.00,18.00
PA,CA,F07,T00,1064.00,668.00,884.00
MN,GA,F05,T00,77.00,46.00,28.00
NC,OH,F04,T00,1.00,0.00,0.00
NC,GA,F06,T03,635.00,738.00,101.00
SD,SD,F08,T00,297.00,504.00,14.00
VT,VA,F08,T00,3.00,6.00,2.00
NC,AL,F07,T03,302.00,558.00,132.00
IL,MI,F07,T03,1437.00,2986.00,454.00
WA,CO,F03,T00,10.00,16.00,10.00
ID,FL,F03,T00,35.00,138.00,182.00
TN,AZ,F05,T00,68.00,32.00,27.00
NJ,NJ,F07,T03,6885.00,14716.00,278.00
KS,GA,F06,T03,102.00,124.00,54.00
CO,AR,F07,T03,18.00,16.00,6.00
TN,MO,F07,T03,230.00,348.00,85.00
WV,OH,F05,T00,25.00,20.00,2.00
UT,OR,F07,T00,83.00,56.00,23.00
NV,NV,F08,T03,2509.00,3436.00,36.00
OK,MN,F03,T00,2.00,28.00,12.00
WI,AZ,F07,T00,80.00,56.00,54.00
ND,MI,F07,T06,24.00,122.00,56.00
OR,ME,F03,T03,48.00,84.00,142.00
MO,OK,F07,T00,138.00,332.00,70.00
KY,NE,F08,T00,23.00,10.00,3.00
CO,NJ,F05,T03,218.00,104.00,88.00
MS,MD,F06,T03,34.00,36.00,18.00
VA,DC,F07,T00,40.00,56.00,1.00
NC,NC,F05,T00,3105.00,2994.00,134.00
IL,ID,F06,T00,6.00,14.00,11.00
MN,WY,F08,T00,0.00,0.00,0.00
MA,IL,F05,T00,202.00,64.00,34.00
CA,TX,F03,T00,788.00,878.00,704.00
IA,SD,F04,T03,111.00,612.00,58.00
NC,WV,F05,T03,9.00,6.00,1.00
CA,MN,F02,T06,7.00,34.00,42.00
TX,NC,F07,T03,266.00,440.00,302.00
DE,GA,F07,T00,16.00,22.00,8.00
CA,NV,F08,T03,590.00,1192.00,204.00
LA,OH,F07,T03,46.00,96.00,46.00
MO,GA,F05,T03,192.00,152.00,63.00
VA,CA,F05,T03,194.00,64.00,90.00
OK,MI,F05,T00,12.00,10.00,6.00
IL,MA,F09,T00,11.00,0.00,0.00
IA,IA,F03,T00,2716.00,18592.00,433.00
MI,NJ,F07,T00,2.00,0.00,0.00
OH,IN,F05,T00,222.00,216.00,13.00
MN,SD,F07,T00,73.00,252.00,25.00
LA,MS,F07,T03,449.00,1276.00,92.00
AR,TN,F06,T03,93.00,324.00,38.00
AR,IN,F09,T14,0.00,0.00,0.00
WV,VA,F06,T00,26.00,36.00,4.00
ND,TN,F07,T00,16.00,94.00,59.00
VA,MA,F03,T00,6.00,14.00,4.00
MN,CO,F08,T03,0.00,0.00,0.00
WI,WI,F08,T00,2290.00,3604.00,102.00
VA,NY,F04,T03,17.00,58.00,17.00
IN,DE,F05,T00,12.00,12.00,5.00
IA,OH,F04,T03,244.00,456.00,114.00
FL,TX,F06,T03,16.00,12.00,6.00
AR,NV,F07,T03,22.00,20.00,20.00
TX,AL,F05,T03,189.00,158.00,60.00
NJ,NJ,F09,T00,1071.00,78.00,1.00
IA,MN,F07,T06,59.00,262.00,57.00
OK,KY,F06,T00,19.00,44.00,15.00
TN,MN,F07,T00,17.00,22.00,11.00
VA,NJ,F05,T03,458.00,218.00,36.00
NJ,PA,F03,T03,674.00,634.00,19.00
KY,MD,F08,T03,122.00,96.00,30.00
ID,WA,F05,T00,9.00,6.00,2.00
KY,SC,F07,T00,27.00,28.00,7.00
MO,KY,F04,T00,19.00,30.00,5.00
FL,TX,F07,T00,340.00,568.00,312.00
IA,NM,F04,T00,6.00,46.00,24.00
CO,WY,F05,T03,203.00,44.00,6.00
IA,NC,F04,T00,43.00,40.00,23.00
PA,NJ,F08,T00,35.00,118.00,8.00
IL,LA,F02,T00,2500.00,34832.00,20899.00
IN,MA,F06,T03,126.00,120.00,58.00
TN,GA,F09,T03,315.00,18.00,3.00
CT,FL,F07,T03,72.00,44.00,28.00
ID,OR,F07,T03,87.00,210.00,35.00
CT,PA,F06,T00,134.00,162.00,22.00
NY,NY,F07,T00,11817.00,20680.00,690.00
ID,NV,F03,T03,2.00,16.00,6.00
NJ,MD,F07,T00,402.00,350.00,32.00
MI,PA,F03,T03,24.00,24.00,8.00
SD,GA,F07,T03,18.00,8.00,4.00
MS,MS,F07,T03,1446.00,5656.00,152.00
TX,GA,F06,T14,0.00,0.00,0.00
SC,UT,F07,T03,65.00,58.00,58.00
WI,OH,F07,T00,768.00,570.00,164.00
OK,NM,F03,T00,2.00,20.00,8.00
CO,NY,F08,T00,115.00,350.00,348.00
AL,NC,F09,T14,2.00,0.00,0.00
NY,NE,F07,T03,30.00,32.00,18.00
OK,GA,F06,T00,14.00,42.00,20.00
KS,GA,F07,T00,36.00,26.00,12.00
KS,AL,F05,T03,67.00,28.00,16.00
NV,UT,F06,T00,41.00,60.00,11.00
MS,NC,F07,T03,2.00,0.00,0.00
CO,CA,F03,T03,81.00,264.00,147.00
IN,FL,F07,T03,126.00,164.00,80.00
KY,SD,F08,T00,8.00,4.00,3.00
GA,SC,F09,T03,131.00,6.00,0.00
MA,ME,F03,T00,83.00,96.00,6.00
AZ,AZ,F05,T03,3581.00,2140.00,74.00
IN,PA,F04,T00,69.00,178.00,53.00
NV,NY,F04,T00,1.00,16.00,20.00
GA,FL,F07,T03,334.00,394.00,61.00
WI,TN,F07,T03,378.00,384.00,152.00
IA,CA,F05,T00,952.00,602.00,544.00
AZ,NE,F05,T03,24.00,8.00,6.00
MN,MN,F06,T03,3055.00,3890.00,82.00
CA,GA,F07,T03,881.00,1020.00,1204.00
NC,MI,F09,T03,348.00,12.00,4.00
NV,WA,F07,T03,114.00,132.00,72.00
CA,WA,F03,T03,1392.00,1252.00,588.00
CO,OK,F08,T00,139.00,328.00,120.00
KS,MI,F05,T00,293.00,180.00,94.00
ID,MT,F03,T03,14.00,40.00,12.00
MA,FL,F07,T00,83.00,68.00,45.00
IL,IL,F03,T03,8526.00,33840.00,694.00
OH,MS,F06,T14,0.00,0.00,0.00
NJ,VA,F06,T03,50.00,82.00,12.00
TX,NV,F07,T03,80.00,64.00,48.00
FL,IL,F03,T00,240.00,232.00,141.00
KY,LA,F07,T03,94.00,136.00,49.00
IL,MN,F05,T00,386.00,360.00,77.00
AR,AL,F06,T03,6.00,8.00,2.00
MI,MO,F06,T00,0.00,0.00,0.00
NY,CT,F06,T03,143.00,568.00,35.00
VA,NC,F04,T03,128.00,986.00,65.00
AR,OK,F05,T03,208.00,262.00,21.00
GA,TN,F06,T03,279.00,268.00,35.00
TN,TN,F09,T03,587.00,28.00,2.00
KY,GA,F04,T00,44.00,24.00,10.00
TX,MI,F06,T00,13.00,12.00,8.00
AR,MO,F07,T00,302.00,374.00,49.00
VA,NY,F05,T00,201.00,130.00,27.00
IL,MN,F06,T03,49.00,58.00,14.00
OH,MS,F07,T00,29.00,46.00,17.00
ID,ID,F08,T03,568.00,892.00,18.00
MO,NE,F03,T03,16.00,4.00,0.00
CO,CA,F08,T03,202.00,486.00,279.00
NJ,CT,F03,T03,457.00,672.00,49.00
SC,KY,F09,T00,5.00,0.00,0.00
NJ,NV,F07,T03,12.00,4.00,6.00
MI,FL,F07,T03,184.00,248.00,162.00
ME,RI,F07,T00,29.00,252.00,28.00
MO,KY,F06,T00,55.00,104.00,26.00
MO,NY,F06,T03,33.00,60.00,29.00
ND,NM,F04,T06,29.00,578.00,463.00
WI,NC,F07,T03,449.00,328.00,159.00
CA,CO,F05,T03,499.00,314.00,171.00
CA,NE,F07,T00,114.00,174.00,139.00
TX,NC,F06,T00,26.00,44.00,28.00
UT,AZ,F04,T00,11.00,26.00,11.00
MI,AR,F06,T00,9.00,28.00,9.00
IN,WI,F07,T03,676.00,2256.00,238.00
IN,OH,F06,T00,760.00,854.00,76.00
FL,PA,F01,T00,1.00,0.00,0.00
NC,SC,F08,T00,55.00,186.00,19.00
IL,NE,F06,T00,21.00,62.00,16.00
KY,SD,F08,T03,16.00,8.00,6.00
NY,IA,F07,T14,0.00,0.00,0.00
MT,OR,F06,T00,18.00,86.00,33.00
DE,CT,F05,T03,47.00,38.00,6.00
DE,ME,F05,T00,44.00,40.00,10.00
MO,MN,F07,T03,327.00,762.00,175.00
ND,MT,F04,T00,2.00,40.00,9.00
MS,OR,F05,T03,28.00,24.00,32.00
IL,IN,F07,T06,8.00,22.00,0.00
MO,GA,F01,T03,4.00,0.00,0.00
GA,MN,F07,T03,36.00,48.00,28.00
WV,IN,F05,T00,3.00,2.00,0.00
IA,IL,F05,T03,1933.00,1344.00,196.00
KY,MD,F08,T00,61.00,48.00,15.00
AR,MO,F04,T00,45.00,428.00,45.00
CA,CT,F08,T03,98.00,100.00,146.00
TX,AR,F07,T03,857.00,1414.00,274.00
AZ,WA,F03,T03,4.00,8.00,6.00
FL,VT,F06,T03,2.00,0.00,0.00
MD,GA,F07,T00,30.00,30.00,10.00
PA,MD,F07,T00,1139.00,3058.00,206.00
CA,ID,F05,T00,45.00,26.00,13.00
FL,VA,F09,T00,35.00,2.00,1.00
NH,CT,F03,T03,14.00,8.00,0.00
NC,UT,F05,T03,24.00,12.00,16.00
NE,CA,F05,T03,2038.00,1076.00,820.00
MN,CA,F02,T00,54.00,778.00,817.00
OR,MI,F07,T03,108.00,148.00,158.00
VA,MI,F05,T03,128.00,60.00,22.00
CA,MT,F06,T00,26.00,26.00,19.00
WI,PA,F05,T03,518.00,344.00,145.00
IL,ID,F09,T00,2.00,0.00,0.00
IN,NJ,F04,T00,110.00,102.00,39.00
FL,ID,F09,T00,2.00,0.00,0.00
NH,RI,F03,T03,2.00,0.00,0.00
WA,FL,F03,T00,75.00,156.00,241.00
TN,NY,F08,T03,94.00,20.00,10.00
KS,NV,F01,T03,14.00,0.00,0.00
CO,NM,F03,T03,21.00,78.00,12.00
MI,KY,F03,T03,14.00,20.00,4.00
SC,AR,F07,T03,55.00,46.00,15.00
VA,LA,F05,T00,11.00,4.00,2.00
NE,WV,F09,T14,1.00,0.00,0.00
OH,NC,F07,T00,405.00,934.00,337.00
MA,PA,F05,T03,294.00,104.00,18.00
AR,GA,F07,T03,233.00,262.00,93.00
CA,ME,F07,T03,76.00,108.00,174.00
ID,NJ,F03,T03,76.00,364.00,456.00
NC,CA,F09,T03,204.00,8.00,10.00
FL,AR,F05,T00,16.00,8.00,5.00
MO,IA,F04,T03,40.00,142.00,25.00
MI,OH,F04,T00,39.00,276.00,35.00
IA,NJ,F05,T00,326.00,212.00,124.00
KY,GA,F06,T00,181.00,196.00,41.00
AL,PA,F07,T00,30.00,24.00,11.00
GA,PA,F03,T00,462.00,390.00,160.00
WI,NE,F05,T03,53.00,44.00,13.00
OR,SC,F08,T03,2.00,0.00,0.00
FL,OH,F05,T00,78.00,22.00,12.00
NV,NE,F04,T00,0.00,10.00,6.00
IA,IN,F04,T03,320.00,780.00,152.00
CA,FL,F06,T00,61.00,42.00,59.00
KY,OR,F06,T03,0.00,0.00,0.00
OK,NY,F05,T03,42.00,16.00,12.00
WI,IN,F08,T03,27.00,64.00,7.00
OR,AZ,F08,T03,14.00,36.00,24.00
WA,AZ,F03,T00,118.00,242.00,198.00
PA,FL,F06,T03,176.00,126.00,64.00
IL,MO,F04,T00,179.00,988.00,95.00
PA,NC,F08,T00,27.00,88.00,21.00
WY,UT,F03,T00,8.00,32.00,8.00
VT,ME,F04,T00,17.00,96.00,11.00
MN,NJ,F06,T00,55.00,218.00,141.00
MI,MI,F02,T03,667.00,8212.00,109.00
WI,AZ,F07,T03,151.00,110.00,107.00
CA,UT,F05,T00,216.00,138.00,54.00
IN,MS,F07,T03,40.00,72.00,20.00
